"","M_id","Lopend_gemiddelde","elevation","industry_100","industry_1000","industry_25","industry_300","industry_3000","industry_50","industry_500","industry_5000","nightlight_3150","nightlight_450","nightlight_4950","nightlight_900","OMI_mean_filt","population_1000","population_3000","population_5000","radiation","road_class_1_100","road_class_1_1000","road_class_1_25","road_class_1_300","road_class_1_3000","road_class_1_50","road_class_1_500","road_class_1_5000","road_class_2_100","road_class_2_1000","road_class_2_25","road_class_2_300","road_class_2_3000","road_class_2_50","road_class_2_500","road_class_2_5000","road_class_3_100","road_class_3_1000","road_class_3_25","road_class_3_300","road_class_3_3000","road_class_3_50","road_class_3_500","road_class_3_5000","Rsp","temperature_2m_1","temperature_2m_10","temperature_2m_11","temperature_2m_12","temperature_2m_2","temperature_2m_3","temperature_2m_4","temperature_2m_5","temperature_2m_6","temperature_2m_7","temperature_2m_8","temperature_2m_9","trop_mean_filt","wind_speed_10m_1","wind_speed_10m_10","wind_speed_10m_11","wind_speed_10m_12","wind_speed_10m_2","wind_speed_10m_3","wind_speed_10m_4","wind_speed_10m_5","wind_speed_10m_6","wind_speed_10m_7","wind_speed_10m_8","wind_speed_10m_9","jan","feb","mar","apr","may","jun","jul","aug","oct","sep","nov","dec","BldDen100","BldDen500","BldDen1000","NDVI","trafBuf25","trafBuf50","trafBuf100","trafBuf400","trafBuf800","dist","Longitude","Latitude","geometry"
"73",73,39.2,6.729011059,0,1250,0,0,546468.0625,0,8.625892639,6554540,44.48246002,44.55353928,34.9335556,45.89444351,6.71845e+15,15427.26465,137546.0469,326912,2.851480007,0,0,0,0,25861.00977,0,0,87111.71094,0,2235.532715,0,0,23585.1543,0,1.441659927,69317.60938,478.7023926,31900.31836,47.87887573,2501.067627,287648.1563,132.687851,6643.886719,588265.5,9.605268478,1.98892653,13.78765106,8.043284416,5.211996555,4.886018276,8.093902588,8.582419395,14.35762215,17.70622063,17.91123772,17.62869072,14.36500359,9.03e-05,3.944065571,5.679472446,4.429436684,5.16508913,5.053247452,4.45146513,4.027927876,3.706637621,4.338615894,3.73197484,3.500661612,3.885992527,61.05535889,80.8324585,53.94379807,31.46872139,34.44156265,69.30536652,130.6724854,90.13397217,81.18243408,174.8137207,104.0094757,134.8561401,0.995875909,0.816632343,0.872036288,1764,0,0,0,0,580.75,502.176955260988,4.871955,52.361863,c(4.871955, 52.361863)
"74",74,40.4,6.059617043,0,6828.428223,0,0,563042.6875,0,0,4291999.5,39.21543503,28.9072113,32.76932526,31.34042549,6.70476e+15,14538.78223,129009.9688,311359.875,2.852988482,0,2544.806152,0,0,32434.59375,0,0,76463.72656,0,287.4712524,0,0,13658.87207,0,0,60516.37109,529.3045044,34484.73047,56.73625183,3149.914063,269427.25,160.002655,8404.021484,577527,9.648338318,2.020235538,13.80323887,8.073975563,5.237824917,4.895922661,8.098964691,8.587714195,14.34348965,17.69559669,17.9098568,17.6362896,14.38178539,9.19e-05,3.984749317,5.733850956,4.479110241,5.216833115,5.095716476,4.487164021,4.059146881,3.731758833,4.370503902,3.762958765,3.532210588,3.923062086,61.22982788,80.74988556,53.6495018,31.94507599,34.18865204,68.27298737,130.3520508,90.89402771,81.31047821,175.8213043,103.8233566,134.5485992,0.957446863,0.789556522,0.751230548,2729,0,0,0,580.75,580.75,166.458026473494,4.856045,52.357843,c(4.856045, 52.357843)
"75",75,42.8,6.861386776,0,1250,0,0,405416.125,0,0,7372759,45.30251312,64.79379272,35.29116058,57.49641418,6.71883e+15,15745.26465,135986.3594,329203.2188,2.850930214,0,0,0,0,22177.02734,0,0,89075.32031,0,2768.031006,0,650.5819702,23752.80859,0,1337.658203,69519.6875,423.4577332,30201.69141,0.324808359,3267.049561,282206.7188,22.44271088,8003.540527,584403.5,9.600846291,1.982275844,13.7840147,8.037158966,5.206721783,4.882774353,8.091877937,8.5812397,14.36034298,17.70755386,17.91102791,17.62633514,14.3613863,9.13e-05,3.935384512,5.668543816,4.419400692,5.154191971,5.044344425,4.443385601,4.021784782,3.701469898,4.332102299,3.725514412,3.49408102,3.877954721,60.90304565,80.8324585,54.19978333,30.53585243,34.68575668,70.34197235,129.9039612,89.37129211,81.01452637,174.7379913,104.2206955,135.159668,0.998865731,0.900682244,0.907822606,1319,0,0,0,580.75,580.75,181.706885178798,4.876185,52.363153,c(4.876185, 52.363153)
"76",76,51.9,7.064917088,0,1250,0,0,453521.75,0,0,7035129,45.30251312,64.79379272,35.29116058,57.49641418,6.72041e+15,15570.15918,137025.125,327076.875,2.851038933,0,0,0,0,23599.73242,0,0,88625.03906,0,2631.150391,0,105.0880814,23719.64063,0,1141.455322,69377.82813,805.6246338,31315.64453,141.6517792,3455.547363,284102.9375,319.9967651,7726.950195,585358.3125,9.600401878,1.983650088,13.78489113,8.038290024,5.20773983,4.883866787,8.092650414,8.581510544,14.35989761,17.70763588,17.91126442,17.62709808,14.36215305,9.12e-05,3.937170506,5.670547009,4.421254635,5.156380653,5.046118736,4.445221901,4.022860527,3.702463388,4.333338737,3.72679019,3.49537921,3.879654884,60.90304565,80.8324585,54.19978333,30.99272156,34.68575668,70.34197235,130.9946747,89.37129211,81.04736328,173.8032379,104.2206955,135.159668,0.998864686,0.859777064,0.89631939,1319,0,0,0,580.75,580.75,273.128526989067,4.875125,52.362563,c(4.875125, 52.362563)
"77",77,39.4,5.185927391,0,0,0,0,1937825.875,0,0,4116277.5,39.66306305,40.0404129,33.19083023,37.44019318,6.72759e+15,14741.65918,113712.0781,270581.5,2.846637964,1.059018016,2007.743286,0,465.8148804,43069.78516,0,919.8121948,88568.29688,400.7825623,4839.120605,39.28393555,891.6244507,29760.25,123.3072128,1406.792236,59251.56641,548.9227905,39021.45313,40.57807159,3393.893311,220320.8438,130.9450378,11856.14941,547632.625,9.300098419,1.861415148,13.72993565,7.907146454,5.101549149,4.869965076,8.089711189,8.558112144,14.42018032,17.77353477,17.92840576,17.61419487,14.2975111,8.93e-05,3.791191339,5.457472324,4.22900629,4.965611458,4.890221119,4.326430321,3.900665283,3.609807968,4.213141918,3.61196208,3.378081322,3.748921871,61.04298782,81.32990265,55.34431076,30.46918678,35.47999954,72.27662659,132.7030945,86.9686203,80.73773956,170.9323273,101.9712906,136.3125458,0.762400546,0.856995659,0.760415147,1849,1637.333333,1637.333333,1527.631156,1300.829427,938.5004465,6.10688605176139,4.919045,52.348533,c(4.919045, 52.348533)
"78",78,28.1,6.957075596,0,349.0030823,0,0,1155848.625,0,0,5373989,40.93640137,50.33089447,32.90360641,50.75201797,6.7056e+15,15277.10449,123102.0391,298681.0625,2.847987413,0,1761.914795,0,0,13075.60352,0,70.74051666,102358.8984,0,7724.59668,0,0,32387.41797,0,459.6251221,58219.64063,348.2937012,18689.05078,9.704810143,2678.970947,253725.5469,61.55084229,5759.174316,582747.6875,9.494997978,1.902365088,13.74519825,7.955614567,5.139585972,4.863014221,8.080820084,8.56539917,14.39740467,17.74267769,17.91765404,17.61089897,14.31833458,9.15e-05,3.839494467,5.535042286,4.298003674,5.030095577,4.943669319,4.361240864,3.946831226,3.642710924,4.256221294,3.651700258,3.418427467,3.790768147,60.64574432,80.91912079,54.58760071,29.63521576,35.14121628,72.4056015,130.5287628,87.86011505,80.72951508,172.6277161,104.6799011,135.7434082,0.924587181,0.877693113,0.819374838,2067,0,0,0,0,1633.333673,428.630673626096,4.912205,52.366993,c(4.912205, 52.366993)
"79",79,30.1,4.016424656,0,172732.3906,0,0,2153578.25,0,0,12431494,40.56404495,31.54216385,35.85561752,33.58995056,6.68066e+15,15539.18652,129934.0234,333122.1875,2.856103897,0,3545.950439,0,0,28248.35742,0,0,84519.32813,0,0,0,0,23213.97461,0,0,66625.54688,224.1370544,38062.99609,2.401591301,3991.776855,256915.7656,24.30124474,11406.1875,549027.6875,9.709098816,2.04965806,13.81212044,8.107476234,5.264517784,4.887066364,8.088305473,8.590896606,14.3239336,17.66877937,17.89978409,17.63147354,14.39668274,9.54e-05,4.025490761,5.798266411,4.538036346,5.270894051,5.140498161,4.515180111,4.098031044,3.759683609,4.406432629,3.795981407,3.566112518,3.958272696,61.11575317,80.66725159,53.5159111,30.95335007,34.01802826,68.36435699,128.1633453,91.11203766,81.16926575,177.8403168,105.2955322,134.3248291,0.998848272,0.842080938,0.895656559,1952,0,0,0,0,0,937.032694970733,4.856595,52.373693,c(4.856595, 52.373693)
"80",80,24.6,1.3093853,0,0,0,0,1528216.125,0,0,3949613.5,31.15098,30.53038406,30.24457932,30.70352364,6.71585e+15,14204.01855,100828.6563,243333.2969,2.846827984,0,592.1916504,0,0,41557.90625,0,0,95180.85938,0,0,0,0,28333.9043,0,0,50452.83984,138.9786072,29205.11133,1.160698652,1354.074463,209704.8125,12.25059605,4216.099121,518339,9.29382515,1.835635066,13.71505356,7.880095959,5.079964161,4.858785629,8.079294205,8.549646378,14.42955112,17.78325844,17.92867279,17.6064415,14.28305244,8.92e-05,3.769707203,5.427302361,4.202438831,4.936762333,4.868219852,4.305713177,3.88656497,3.598632336,4.197518349,3.595625639,3.361025572,3.728534698,60.64808273,81.1546936,55.25991058,29.53368378,35.71170044,74.34508514,133.326889,85.90948486,80.31852722,168.9259338,103.7289124,136.5589447,0.998819365,0.883775721,0.789843697,2664,0,0,0,0,0,955.190205535494,4.936375,52.353453,c(4.936375, 52.353453)
"81",81,33.6,7.049925804,0,1250,0,0,1629528.125,0,0,7091242.5,40.90952682,82.28007507,33.60228348,73.59733582,6.6998e+15,14252.7627,124636.1484,318675.0938,2.849472046,0,2705.235352,0,0,10393.68848,0,0,115883.0547,0,4420.013184,0,0,34554.375,0,400.0428772,63443.44922,23.6405983,20373.79102,0,1622.015381,248213.8281,0,4468.495605,573813.625,9.574669838,1.934294581,13.75957489,7.991531372,5.168007851,4.865050793,8.081691742,8.57299614,14.38209915,17.72325325,17.91244698,17.61315346,14.33547115,9.21e-05,3.872779131,5.586400509,4.343867302,5.074682713,4.979512691,4.387552738,3.975373507,3.663596392,4.284074306,3.678350925,3.445826292,3.82049942,60.46837997,80.77509308,54.27003479,29.63521576,34.97101974,72.40505219,130.5287628,88.26529694,80.72951508,172.6277161,106.0229645,135.5052032,0.998891054,0.883952284,0.753291378,933,0,0,0,0,1631.247381,442.557599005543,4.902425,52.372633,c(4.902425, 52.372633)
"82",82,34.9,5.723093987,0,0,0,0,1677912.125,0,0,4071158,40.1604538,34.80682373,33.45142746,36.91152191,6.73418e+15,15084.87793,119928.6406,282655.375,2.847795963,0,0,0,0,33946.79297,0,0,95263.63281,0,7362.877441,0,0,29096.04102,0,513.9090576,62892.36328,411.6272583,36979.32031,34.20495224,4791.700684,249537.5156,109.3410416,11306.11426,538233.75,9.324287415,1.887408853,13.74378872,7.935308933,5.123896599,4.877756596,8.096563339,8.565751076,14.40958309,17.76156998,17.926651,17.61975288,14.31165504,9e-05,3.814903021,5.492161751,4.259489059,4.997360229,4.915141582,4.34772253,3.918378592,3.623314619,4.231586456,3.630467176,3.397176743,3.770832777,61.13777542,81.26480103,55.08761978,30.95253181,35.25643921,71.23297882,132.3791656,87.78637695,80.91246796,171.927597,101.7282486,136.02948,0.998891094,0.971673107,0.882270711,931,0,0,0,580.75,795.9314437,385.521941957168,4.904785,52.347743,c(4.904785, 52.347743)
"83",83,23,5.477554798,0,84075.09375,0,0,1338252,0,598.9309692,4329240.5,31.20417976,36.98006821,28.80146599,34.97024155,6.7051e+15,14521.96289,97800.25781,242562.5781,2.847945929,0,0,0,0,35716.01563,0,0,94306.78125,0,2510.805176,0,0,23428.57422,0,5.505939484,49094.84766,756.0623169,30789.74805,66.91699982,6049.772461,191211.8906,170.5695801,12869.68359,506065.375,9.364911079,1.843592286,13.71655846,7.890704632,5.088127613,4.852985382,8.072867393,8.549901962,14.42363739,17.77449989,17.92466736,17.6028862,14.28647709,8.91e-05,3.781739235,5.447879791,4.220530987,4.952710152,4.882168293,4.313057899,3.90007782,3.607937813,4.209387779,3.605991364,3.371308088,3.738409042,60.43399811,80.93174744,54.82649231,29.1546936,35.54093933,74.41220093,132.2461548,86.37294769,80.34405518,169.663269,105.1214523,136.2979126,0.937060266,0.989603674,0.855414755,2627,0,0,0,0,1637.333333,521.695546364091,4.937805,52.362193,c(4.937805, 52.362193)
"84",84,26.3,3.225950003,0,868039.1875,0,1395.979492,2414085.5,0,105987.6875,3047871.75,32.03736877,31.50497055,28.81241798,32.31537628,6.74263e+15,7814.949707,86837.79688,226579.5938,2.852854013,0,10965.85547,0,661.1854858,54419.34375,0,2785.795166,124055.7734,0,3510.433105,0,1.678221583,19434.72266,0,373.7038574,51245.29688,244.6489105,17645.91211,21.2670536,2385.27417,174937,64.40813446,6568.775879,454646.25,8.73087883,1.800360441,13.70383739,7.836498737,5.046038628,4.870823383,8.093478203,8.545004845,14.4512701,17.81357574,17.94060516,17.61336517,14.26622868,8.81e-05,3.724394798,5.352811337,4.13679409,4.876503468,4.817071915,4.274666786,3.840322971,3.566120148,4.155413628,3.557616472,3.322886467,3.690074205,61.38035583,81.86739349,56.77116394,30.26079369,36.21789169,74.06710052,135.3712158,84.32081604,80.30522156,167.5247498,99.76012421,137.5263062,0.67615276,0.666857052,0.68738149,2475,0,0,0,3437.617999,1823.231876,285.629044835823,4.936905,52.332093,c(4.936905, 52.332093)
"85",85,29.2,4.171112537,0,17088.42773,0,2332.949707,4687934,0,16136.92188,16124108,36.85209274,34.83216858,35.08402252,35.49311829,6.64325e+15,15274.27344,122827.7813,323335.25,2.859560013,0,8108.219238,0,1547.898804,37737.38672,0,3737.133789,84726.82813,0,740.5933228,0,0,22510.67578,0,0,55832.58984,848.6875,35590.73047,122.0356445,5535.114258,203718.0469,271.5368958,13507.85645,506069.6875,9.689817429,2.081906319,13.82495499,8.141218185,5.292203426,4.887544632,8.085205078,8.595188141,14.30561733,17.64835167,17.89349556,17.63286591,14.41349506,9.7e-05,4.069437981,5.862161636,4.596655369,5.327978134,5.187514305,4.549520969,4.135689259,3.788233757,4.442874432,3.830425978,3.601404905,3.997320414,61.00154114,80.52218628,53.41120529,30.47121429,33.84660721,68.42324829,127.0010147,91.31216431,81.06783295,178.9238434,106.7525406,134.1219025,0.992558993,0.930609043,0.815481132,1131,0,0,0,1746.025221,1567.624151,268.329626174965,4.848765,52.379963,c(4.848765, 52.379963)
"86",86,51.2,3.092606783,0,504723.9375,0,42632.71875,7148389.5,0,197800.5781,14863911,35.96753693,29.99199486,31.12858963,30.0230484,6.60787e+15,11484.81348,117072.125,296474.4375,2.858925104,0,0,0,0,32861.99219,0,0,92616.0625,363.2148438,5004.90918,71.53733826,1173.588013,27196.67188,153.9777527,2065.895752,67798.64063,115.7284012,8738.241211,1.662406683,816.7593384,174763.7344,13.22584057,2774.364014,489689.7813,9.760596275,2.03802371,13.80163574,8.101744652,5.257964611,4.86692667,8.072704315,8.588113785,14.32509995,17.65936661,17.89301109,17.61795044,14.38967609,9.46e-05,4.00985384,5.78709507,4.527080059,5.253081322,5.126472473,4.494780064,4.093513489,3.752805233,4.398364067,3.786248446,3.556167603,3.942178726,60.4767952,80.59426117,53.60258484,29.17482185,34.17639923,70.31412506,126.4166107,90.31554413,80.8531723,177.8992615,108.3077545,134.5297699,0.943348524,0.714224376,0.483293438,1489,0,0,0,0,580.75,714.405883459417,4.874985,52.392763,c(4.874985, 52.392763)
"87",87,44.4,5.954349518,0,488465.375,0,6119.403809,6761287,0,98016.23438,14525556,36.87945938,31.54507828,31.51593018,30.82117462,6.61236e+15,12369.78418,118330.8359,301629.2813,2.858261824,0,0,0,0,33036.46484,0,0,92289.67969,340.375824,5241.467773,15.20616722,1229.017944,27316.92188,64.31754303,2041.267456,66743.26563,70.62107086,11670.91992,0.030918414,1249.179199,178494.4063,1.557186961,3172.145996,493862.2813,9.753832817,2.032536745,13.79940605,8.096054077,5.253281116,4.866690159,8.073101997,8.587374687,14.32817459,17.6627121,17.89401054,17.61761284,14.3868084,9.43e-05,4.002377033,5.776315212,4.517183781,5.24338913,5.118494511,4.488873959,4.087175846,3.74797368,4.392202854,3.780408144,3.550183773,3.935518265,60.4767952,80.59426117,53.60258484,29.17482185,34.17639923,70.31412506,126.4166107,90.31554413,80.8531723,177.8992615,108.3077545,134.5297699,0.998869124,0.680508515,0.495755801,1489,0,0,0,0,580.75,563.854881456337,4.877075,52.392323,c(4.877075, 52.392323)
"88",88,43.1,5.954349518,0,488465.375,0,6119.403809,6761287,0,98016.23438,14525556,36.87945938,31.54507828,31.51593018,30.82117462,6.61236e+15,12369.78418,118330.8359,301629.2813,2.858261824,0,0,0,0,33036.46484,0,0,92289.67969,340.375824,5241.467773,15.20616722,1229.017944,27316.92188,64.31754303,2041.267456,66743.26563,70.62107086,11670.91992,0.030918414,1249.179199,178494.4063,1.557186961,3172.145996,493862.2813,9.753832817,2.032536745,13.79940605,8.096054077,5.253281116,4.866690159,8.073101997,8.587374687,14.32817459,17.6627121,17.89401054,17.61761284,14.3868084,9.43e-05,4.002377033,5.776315212,4.517183781,5.24338913,5.118494511,4.488873959,4.087175846,3.74797368,4.392202854,3.780408144,3.550183773,3.935518265,60.4767952,80.59426117,53.60258484,29.17482185,34.17639923,70.31412506,126.4166107,90.31554413,80.8531723,177.8992615,108.3077545,134.5297699,0.953206438,0.675076013,0.48369267,1489,0,0,0,0,580.75,645.154075817993,4.876035,52.392713,c(4.876035, 52.392713)
"89",89,31.3,9.386561394,0,0,0,0,1200111,0,0,8553782,42.91604996,81.8447113,35.78191757,75.44725037,6.70478e+15,15977.06836,130095.8672,335682,2.850048065,0,0,0,0,5973.422852,0,0,85354.35156,0,1338.08252,0,0,31470.13867,0,0,66045.27344,671.973938,23147.58789,71.55180359,3774.074463,266394.2813,180.5307312,7446.278809,588565.9375,9.603161812,1.963971734,13.77369022,8.021053314,5.192620277,4.872401237,8.085142136,8.57806015,14.36775112,17.71038055,17.90992546,17.61893845,14.35136414,9.26e-05,3.910960674,5.638731956,4.391812325,5.12371397,5.019534111,4.420152664,4.005228519,3.687209606,4.314225674,3.70758462,3.475764275,3.855166435,60.60371017,80.76678467,54.14028168,30.08252907,34.74943161,71.39448547,130.2177429,88.98426819,80.87983704,173.6906891,105.8106918,135.2190704,0.974589728,0.988486257,0.984036656,244,0,0,0,0,0,897.836901963039,4.889025,52.370743,c(4.889025, 52.370743)
"90",90,39.6,8.907271385,0,0,0,0,2404517.25,0,0,8720809,41.43300247,71.19889832,34.50657272,66.43148041,6.68936e+15,14826.72656,125274.8594,331093.25,2.850981236,0,0,0,0,8623.238281,0,0,87436.78906,0,2642.710938,0,0,35862.04297,0,0.132970691,63872.41016,464.5171509,26544.6543,48.58535767,2316.944336,226335.4375,127.4186707,7606.015137,589711.875,9.629022598,1.963921666,13.7722826,8.022898674,5.193603039,4.867337704,8.080952644,8.577887535,14.36669159,17.70650291,17.90776443,17.61565971,14.35110378,9.32e-05,3.910439014,5.641093731,4.393651009,5.123691559,5.019721985,4.417681694,4.007183552,3.687767982,4.315161228,3.707893848,3.476038218,3.854113102,60.44966507,80.66763306,53.89938736,29.64051437,34.57973099,71.35234833,129.0879822,89.3412323,80.85053253,174.6543274,107.134964,135.0074768,0.998810066,0.993005727,0.835880379,951,0,0,0,0,1357.07452,568.796603896722,4.893075,52.376457,c(4.893075, 52.376457)
"91",91,48.8,7.365303516,0,0,0,0,335965.9688,0,0,5230550.5,44.47649765,50.29531479,33.88360977,54.13330841,6.72113e+15,15662.05664,132482.2344,304439.8438,2.847718716,0,0,0,0,15130.98438,0,0,95972.65625,187.210022,7478.957031,33.16845703,604.218689,34279.42578,71.30823517,1541.580566,64262.125,564.1534424,36476.76953,72.99326324,4011.061768,270992.7813,196.1800079,11043.49414,562036.625,9.479517937,1.916192174,13.7549839,7.968632698,5.150226593,4.874612808,8.091927528,8.571056366,14.39404678,17.74116516,17.91988182,17.6186409,14.32657051,9.08e-05,3.84867382,5.545424461,4.307148457,5.042320251,4.952163696,4.372616291,3.949710131,3.645896912,4.261147976,3.657956123,3.425190687,3.800325394,60.94443512,81.02875519,54.72816849,30.52097893,35.08899689,71.31703949,131.3151855,88.2154007,80.89958191,172.7849121,103.0736542,135.7235413,0.975476179,0.892895223,0.932287418,1164,580.75,580.75,580.75,580.75,956.1046196,3.12714946329537,4.898315,52.357543,c(4.898315, 52.357543)
"92",92,46.3,7.382701397,0,0,0,0,349363.4688,0,0,5219834.5,43.72126007,44.55224991,33.5658226,46.76322937,6.72038e+15,15662.05664,132482.2344,304439.8438,2.847708225,0,0,0,0,15264.53711,0,0,96531.48438,184.7602081,7860.000488,27.96323776,722.2198486,34285.36719,65.31208038,1862.39978,64114.77344,367.3700256,34738.21875,5.102566719,3894.646484,266582.375,41.30680084,10802.08301,561493.25,9.476875305,1.91381824,13.75379562,7.966302872,5.148273468,4.873853683,8.091506958,8.570630074,14.39512444,17.74201965,17.91999626,17.61806488,14.32529354,9.08e-05,3.845659018,5.541380405,4.303452969,5.038470745,4.949020863,4.369966507,3.947417021,3.644054413,4.258798599,3.655662775,3.422847986,3.797571898,60.94443512,81.08389282,54.72816849,30.52097893,35.08899689,71.31703949,131.3151855,88.2154007,80.89958191,172.7849121,103.0736542,135.7235413,0.949508564,0.881854653,0.927362571,1700,580.75,580.75,580.75,580.75,1183.416338,10.3486591161616,4.900905,52.357993,c(4.900905, 52.357993)
"93",93,43.6,7.395337582,0,0,0,0,479346.8125,0,0,5052583.5,43.72126007,44.55224991,33.5658226,46.76322937,6.71956e+15,15572.90527,131005.8906,300750,2.847536325,0,0,0,0,15836.08398,0,0,97415.96875,292.416748,8443.241211,19.47751999,1276.602173,33969.83203,68.85222626,3560.936523,63130.50781,171.9202881,31908.34961,2.382412672,3009.868408,258184.9063,19.04286194,8635.577148,562423.8125,9.464974403,1.907805681,13.7507143,7.959750175,5.143071175,4.872385979,8.090245247,8.568937302,14.39767075,17.74499893,17.92053223,17.61697197,14.32200909,9.08e-05,3.83999896,5.532984734,4.296013355,5.030884266,4.943047523,4.365058422,3.943044901,3.640758038,4.254322529,3.651224375,3.418261528,3.792382479,60.76768875,80.91912079,54.41434479,30.52097893,34.91955566,71.37686157,131.3151855,88.61164856,80.89958191,172.7849121,104.4462585,135.4557648,0.987011107,0.88955113,0.909610552,1700,580.75,580.75,580.75,667.5107169,1254.542324,1.54593356088959,4.903075,52.358533,c(4.903075, 52.358533)
"94",94,51.8,7.515828609,0,0,0,0,359663.375,0,0,6693349,45.22285843,76.60060883,35.28673553,65.73712921,6.71916e+15,15874.03906,135282.3438,322758.3125,2.849383116,0,0,0,0,16509.64063,0,0,89726.94531,268.0814819,2982.854736,10.50645065,1207.78064,30057.31641,51.51128769,1902.697266,67322.89063,53.55073166,37637.60938,0,2639.634766,286628.4063,0,8008.448242,579905.1875,9.565326691,1.961077809,13.77465057,8.015337944,5.188688755,4.879888058,8.09168148,8.577997208,14.37116241,17.71820641,17.91378021,17.62369919,14.35020638,9.05e-05,3.907430649,5.6290555,4.383347034,5.118165016,5.014679432,4.420468807,3.998707294,3.683615446,4.309327602,3.703790188,3.47191453,3.852890968,60.90304565,80.8324585,54.19978333,30.99272156,34.68575668,70.34197235,130.9946747,89.37129211,81.04736328,173.8032379,104.2206955,135.159668,0.987918122,0.944204294,0.934723781,2126,580.75,580.75,580.75,580.75,580.75,4.40608125750993,4.883475,52.361583,c(4.883475, 52.361583)
"95",95,54.5,6.986413956,0,0,0,0,264888.4063,0,0,5711081,45.01641846,63.28334808,34.17885208,60.90433502,6.72315e+15,15924.39355,135085.5938,310253.3125,2.848458529,0,0,0,0,14275.12305,0,0,88129.63281,169.6812744,2908.27832,22.42280197,685.9589844,31490.6543,64.59213257,1342.32666,66800.19531,223.6884003,47599.20703,5.206795216,3461.80127,289017.8438,24.61090851,11657.00098,564823.8125,9.525167465,1.943007588,13.76724243,7.995983124,5.17291069,4.879493237,8.093229294,8.575313568,14.3808527,17.72891045,17.91702271,17.62279129,14.34077263,9.06e-05,3.883746624,5.594347,4.351774216,5.087377071,4.989247322,4.401889801,3.97819066,3.668128729,4.289485455,3.685098171,3.452854872,3.831892729,60.90304565,80.88758087,54.19978333,30.99272156,34.68575668,70.34197235,130.9946747,89.37129211,81.04736328,173.8032379,104.2206955,135.159668,0.734510184,0.959675857,0.94148457,2078,580.75,580.75,580.75,580.75,580.75,2.04546346455717,4.888495,52.358803,c(4.888495, 52.358803)
"96",96,53.4,6.986413956,0,0,0,0,264888.4063,0,0,5711081,45.01641846,63.28334808,34.17885208,60.90433502,6.72315e+15,15924.39355,135085.5938,310253.3125,2.848458529,0,0,0,0,14275.12305,0,0,88129.63281,169.6812744,2908.27832,22.42280197,685.9589844,31490.6543,64.59213257,1342.32666,66800.19531,223.6884003,47599.20703,5.206795216,3461.80127,289017.8438,24.61090851,11657.00098,564823.8125,9.525167465,1.943007588,13.76724243,7.995983124,5.17291069,4.879493237,8.093229294,8.575313568,14.3808527,17.72891045,17.91702271,17.62279129,14.34077263,9.06e-05,3.883746624,5.594347,4.351774216,5.087377071,4.989247322,4.401889801,3.97819066,3.668128729,4.289485455,3.685098171,3.452854872,3.831892729,60.90304565,80.88758087,54.19978333,30.99272156,34.68575668,70.34197235,130.9946747,89.37129211,81.04736328,173.8032379,104.2206955,135.159668,0.742222711,0.959347492,0.942428306,2078,580.75,580.75,580.75,580.75,580.75,8.59298788151711,4.888605,52.358593,c(4.888605, 52.358593)
"97",97,31.8,2.021534443,0,482303.7188,0,809.0404663,1816536.375,0,100017.6484,4671884,34.6586113,31.24086952,27.91590118,32.06688309,6.66964e+15,10258.80078,106347.1172,251339.8125,2.850101948,0,1654.05481,0,0,17505.12305,0,0,65721.125,0,3491.244873,0,0,25733.67188,0,1176.009888,54749.30859,475.3538208,14846.52051,45.23572922,1651.140625,206132.2344,135.3552399,2652.59375,490046.9688,9.57141304,1.898805261,13.73925781,7.954758644,5.138513088,4.8498106,8.067209244,8.56125164,14.39488029,17.73676682,17.91273689,17.602314,14.31499195,9.01e-05,3.843349695,5.545100689,4.306780815,5.034998417,4.949689388,4.359615326,3.95647192,3.648578167,4.262979507,3.656179667,3.422405958,3.792473555,60.16716003,80.61940002,54.04579926,28.78252411,35.01021576,73.3187561,129.7033234,87.96002197,80.56115723,172.4424896,107.499321,135.5669861,0,0,0.178879469,0,0,0,0,0,1637.333333,438.061977412225,4.924325,52.379923,c(4.924325, 52.379923)
"98",98,30.8,2.021534443,0,482303.7188,0,809.0404663,1816536.375,0,100017.6484,4671884,34.6586113,31.24086952,27.91590118,32.06688309,6.66964e+15,10258.80078,106347.1172,251339.8125,2.850101948,0,1654.05481,0,0,17505.12305,0,0,65721.125,0,3491.244873,0,0,25733.67188,0,1176.009888,54749.30859,475.3538208,14846.52051,45.23572922,1651.140625,206132.2344,135.3552399,2652.59375,490046.9688,9.57141304,1.898805261,13.73925781,7.954758644,5.138513088,4.8498106,8.067209244,8.56125164,14.39488029,17.73676682,17.91273689,17.602314,14.31499195,9.01e-05,3.843349695,5.545100689,4.306780815,5.034998417,4.949689388,4.359615326,3.95647192,3.648578167,4.262979507,3.656179667,3.422405958,3.792473555,60.16716003,80.61940002,54.04579926,28.78252411,35.01021576,73.3187561,129.7033234,87.96002197,80.56115723,172.4424896,107.499321,135.5669861,0,0,0.180333626,0,0,0,0,0,1637.333333,407.388494402991,4.924025,52.379683,c(4.924025, 52.379683)
