"","M_id","Lopend_gemiddelde","elevation","industry_100","industry_1000","industry_25","industry_300","industry_3000","industry_50","industry_500","industry_5000","nightlight_3150","nightlight_450","nightlight_4950","nightlight_900","OMI_mean_filt","population_1000","population_3000","population_5000","radiation","road_class_1_100","road_class_1_1000","road_class_1_25","road_class_1_300","road_class_1_3000","road_class_1_50","road_class_1_500","road_class_1_5000","road_class_2_100","road_class_2_1000","road_class_2_25","road_class_2_300","road_class_2_3000","road_class_2_50","road_class_2_500","road_class_2_5000","road_class_3_100","road_class_3_1000","road_class_3_25","road_class_3_300","road_class_3_3000","road_class_3_50","road_class_3_500","road_class_3_5000","Rsp","temperature_2m_1","temperature_2m_10","temperature_2m_11","temperature_2m_12","temperature_2m_2","temperature_2m_3","temperature_2m_4","temperature_2m_5","temperature_2m_6","temperature_2m_7","temperature_2m_8","temperature_2m_9","trop_mean_filt","wind_speed_10m_1","wind_speed_10m_10","wind_speed_10m_11","wind_speed_10m_12","wind_speed_10m_2","wind_speed_10m_3","wind_speed_10m_4","wind_speed_10m_5","wind_speed_10m_6","wind_speed_10m_7","wind_speed_10m_8","wind_speed_10m_9","jan","feb","mar","apr","may","jun","jul","aug","oct","sep","nov","dec","BldDen100","BldDen500","BldDen1000","NDVI","trafBuf25","trafBuf50","trafBuf100","trafBuf400","trafBuf800","dist","Longitude","Latitude","geometry"
"21",21,32.3,2.021534443,0,482303.7188,0,809.0404663,1816536.375,0,100017.6484,4671884,34.6586113,31.24086952,27.91590118,32.06688309,6.66964e+15,10258.80078,106347.1172,251339.8125,2.850101948,0,1654.05481,0,0,17505.12305,0,0,65721.125,0,3491.244873,0,0,25733.67188,0,1176.009888,54749.30859,475.3538208,14846.52051,45.23572922,1651.140625,206132.2344,135.3552399,2652.59375,490046.9688,9.57141304,1.898805261,13.73925781,7.954758644,5.138513088,4.8498106,8.067209244,8.56125164,14.39488029,17.73676682,17.91273689,17.602314,14.31499195,9.01e-05,3.843349695,5.545100689,4.306780815,5.034998417,4.949689388,4.359615326,3.95647192,3.648578167,4.262979507,3.656179667,3.422405958,3.792473555,60.16716003,80.61940002,54.04579926,28.78252411,35.01021576,73.3187561,129.7033234,87.96002197,80.56115723,172.4424896,107.499321,135.5669861,0,0,0.191106413,0,0,0,0,1637.333333,1637.333333,379.392430100229,4.925155,52.379263,c(4.925155, 52.379263)
"22",22,34.2,6.496932507,0,0,0,0,1142315.25,0,0,3286428.5,40.40239716,45.38327789,32.65924454,43.82242584,6.73845e+15,15544.24316,124436.5,287465.9688,2.847915173,0,730.5386353,0,0,28346.27344,0,0,88673.89844,0,2092.792725,0,0,30160.25586,0,0,64070.1875,630.7178955,38711.54297,60.25260544,3034.950195,245056.3594,158.8409424,7301.547852,541982.375,9.372164726,1.913950086,13.75669098,7.962992191,5.146528721,4.883832932,8.099839211,8.571158409,14.39750099,17.74995995,17.924366,17.62454987,14.32583332,9.04e-05,3.846112251,5.536121368,4.299115181,5.037809372,4.948099613,4.374393463,3.943223,3.642636061,4.256605625,3.654687405,3.421887159,3.799106598,61.13777542,81.18721771,55.08761978,30.95253181,35.25643921,71.23297882,132.3791656,87.78637695,80.91246796,171.927597,101.7282486,136.02948,0.998880161,0.988344999,0.904976183,1594,0,0,0,580.75,447.769907,286.69871084673,4.893145,52.346803,c(4.893145, 52.346803)
"23",23,28.4,4.460495949,0,0,0,0,535646.125,0,0,6075233.5,34.61525345,30.17253113,32.19285202,30.65552139,6.68137e+15,14515.60645,124019.6797,299744.6563,2.85934782,405.5319519,5911.25293,2.825490952,1913.613159,35084.60938,30.88602066,3067.054688,84154.0625,0,2983.433594,0,334.1292725,10365.84863,0,1375.550659,52234.53516,191.191864,22706.20117,5.404287338,1276.354248,277961.9688,32.99710464,4004.869385,554791.0625,9.406173706,2.062777519,13.82199001,8.117683411,5.273964882,4.901688576,8.099320412,8.594166756,14.32166576,17.67407608,17.9042778,17.64155388,14.40421963,9.43e-05,4.0410285,5.813307762,4.551709175,5.289362907,5.155425072,4.533279896,4.105573177,3.767688274,4.416320324,3.80667305,3.576832533,3.973529577,61.4336853,80.63678741,53.32426071,32.41724396,33.9286232,67.25547791,130.0370178,91.65727997,81.43721008,176.8330383,103.6809235,134.243576,0.810705758,0.618954198,0.684452034,3517,0,0,2385.103797,1529.690726,1511.090387,56.7037297044929,4.841445,52.360193,c(4.841445, 52.360193)
"24",24,22.1,2.086676598,0,0,0,0,576030.5,0,0,1984481.5,23.12095642,32.84008408,24.74921608,29.45812035,6.68666e+15,13404.28516,90479.39063,237808.6563,2.867409945,0,5331.277832,0,0,38542.42969,0,0,90115.57031,0,0,0,0,8067.28418,0,0,39198.70703,773.1398926,30318.61133,117.8340149,3426.492188,183748.2188,264.21875,7810.229004,512017.25,8.753495216,2.06956625,13.83072662,8.121726036,5.278296947,4.919174671,8.113661766,8.597563744,14.32535839,17.68771172,17.91199493,17.6534214,14.40861607,9.34e-05,4.045187473,5.811098576,4.548865795,5.292797565,5.158099651,4.543758392,4.102854252,3.76816535,4.416723728,3.808491945,3.578190565,3.978830338,61.8057251,80.49221039,53.16460419,33.44322586,33.99999237,65.959198,130.7038269,92.17121887,81.61328125,176.8647461,100.5125885,134.4225616,0.983864944,0.846782546,0.659524502,2052,0,0,0,0,2560.857964,561.388341765149,4.825405,52.343993,c(4.825405, 52.343993)
"25",25,37.2,6.754185677,0,1250,0,0,445186.2813,0,0,6734815,45.30251312,64.79379272,35.29116058,57.49641418,6.72146e+15,15721.3623,136383.7031,325667.1875,2.850471973,0,0,0,0,23562.4668,0,0,88400.54688,0,2672.617432,0,405.9847717,25468.13672,0,1256.258423,69026.10938,727.7450562,33273.73438,96.26282501,3906.123291,285754.0313,249.1053772,9186.749023,584368.625,9.590150833,1.978344679,13.78269005,8.032682419,5.203148842,4.883621693,8.093001366,8.580732346,14.36274338,17.71071243,17.91217232,17.62674904,14.35937786,9.04e-05,3.930155277,5.660365105,4.411970139,5.147280216,5.038611412,4.439667702,4.016860485,3.697906017,4.327509403,3.721280098,3.489754677,3.873416901,60.90304565,80.8324585,54.19978333,30.99272156,34.68575668,70.34197235,130.9946747,89.37129211,81.04736328,173.8032379,104.2206955,135.159668,0.998865621,0.850646343,0.892552113,1764,0,0,0,580.75,580.75,275.831496343067,4.876205,52.361693,c(4.876205, 52.361693)
"26",26,25.2,0.106724732,0,50826.44531,0,0,1714156.125,0,0,3959203.75,29.71451569,32.9341507,21.17134476,33.98861313,6.74527e+15,11464.1123,74830.30469,156629.5156,2.85704422,0,6721.55127,0,1155.853149,64289.54688,0,2720.37085,137238.875,0,0,0,0,14577.33398,0,0,24721.42188,4.383523941,30866.48047,0,1898.768677,153315.1094,0,9063.864258,320206.75,8.305924416,1.729427814,13.67090321,7.755317211,4.982296944,4.864619255,8.090862274,8.52816391,14.48532581,17.85554886,17.95196533,17.60822296,14.23009396,8.68e-05,3.650594234,5.239273071,4.037970066,4.778214931,4.736662388,4.214240074,3.77621913,3.519129753,4.092925072,3.497928143,3.262427568,3.624326468,61.60405731,82.33999634,57.52366257,30.4328022,36.55809784,74.88368225,137.5332642,82.99407959,80.09916687,165.2917023,98.63401794,138.1353607,0.998943441,0.803148098,0.624318176,2183,0,0,0,0,0,1436.86111955042,4.963905,52.320493,c(4.963905, 52.320493)
"27",27,39.3,11.33301258,0,0,0,0,2033392.625,0,0,8179189.5,41.66603088,98.38986969,34.68779755,80.50305176,6.69773e+15,14208.11426,124520.8906,326791.8125,2.850504875,0,0,0,0,9111.397461,0,0,86034.77344,0,3289.758301,0,0,35628.78125,0,0,63196.96094,192.5466309,23484.26953,47.34803009,1629.870605,236412.7813,87.11321259,5933.912109,585349,9.609107018,1.95328021,13.76787567,8.011668205,5.184405327,4.866848946,8.081664085,8.576338768,14.37242126,17.71269989,17.90959549,17.61496544,14.34553719,9.27e-05,3.896331072,5.620629311,4.374979019,5.105391026,5.004627228,4.406513691,3.995126486,3.678606749,4.30344677,3.696818113,3.464728594,3.841566086,60.60371017,80.76678467,54.14028168,29.64051437,34.74943161,71.39448547,129.0879822,88.98426819,80.85053253,174.6543274,105.8106918,135.2190704,0.998885281,0.993548286,0.806378108,1012,0,0,0,0,1547.546049,644.35861651803,4.896005,52.374993,c(4.896005, 52.374993)
"28",28,32.7,1.651351333,19958.51172,213530.2344,2605.100098,82446.34375,2551250,6251.479492,82500,3055609.75,30.18215179,26.95290184,26.44291878,26.70242119,6.73305e+15,10011.45996,85396.0625,208823.2031,2.851125956,168.3733063,12950.67578,1.084127188,2636.734131,53521.78516,10.75837326,5866.431641,125027.8438,0,0,0,0,16007.58691,0,0,44540.30469,0,29315.33203,0,2073.108154,193126.1094,0,8853.274414,432825.9375,8.822424889,1.78866303,13.69625568,7.824676991,5.036568165,4.863364697,8.086342812,8.540589333,14.4547863,17.81649208,17.93975067,17.60838127,14.25955486,8.89e-05,3.715978622,5.341919422,4.127382755,4.86519289,4.808784008,4.265355587,3.836116552,3.562439442,4.150004864,3.55147171,3.316405535,3.681722164,61.11954117,81.70799255,56.22851181,30.26079369,36.05182648,74.16042328,135.3712158,84.888237,80.30522156,167.5247498,101.029007,137.1671906,0.642983083,0.68894854,0.641634019,2059,0,0,2293.663358,1084.554529,1251.187735,52.7191881673214,4.945705,52.337293,c(4.945705, 52.337293)
"29",29,29.8,2.578203678,0,303446.1875,0,38756.81641,2550028.5,0,99518.92188,3030992,31.48861694,27.05615616,27.69497108,28.02311134,6.73622e+15,9214.206055,86682.79688,215622.5,2.851773977,571.7156372,12718.83984,20.48044395,3189.733154,54733.76953,95.42378998,5943.843262,124853.2188,0,492.0111389,0,0,17470.08008,0,0,44140.0625,350.2258301,27717.82031,47.07037735,2191.923096,190173.6406,108.6357193,6986.812012,443088.9688,8.782471657,1.79111433,13.69809723,7.826964855,5.03842783,4.865686893,8.08863163,8.541708946,14.45429897,17.81635284,17.9402523,17.60991669,14.26104259,8.86e-05,3.717297316,5.343274117,4.128545761,4.866983891,4.809928894,4.267224312,3.836241245,3.562726736,4.150556087,3.552319527,3.317350626,3.68317771,61.11954117,81.6269455,56.22851181,30.26079369,36.05182648,74.16042328,135.3712158,84.888237,80.30522156,167.5247498,101.029007,137.1671906,0.605708556,0.666912319,0.650905003,2719,0,0,0,760.1920821,1444.017029,135.790111074526,4.942905,52.334993,c(4.942905, 52.334993)
"30",30,38.1,5.323777199,0,131885.5625,0,0,1234012.125,0,0,10188826,43.21126175,38.79024124,35.90926361,40.44129562,6.69844e+15,15933.12207,132260.625,337653,2.85343194,0,0,0,0,19531.20508,0,0,82677.46875,0,1576.05188,0,0,24770.64648,0,18.6222477,71428.21875,359.5319824,29397.26953,28.68354607,1962.899414,273136.9688,92.12274933,6664.730957,586117.1875,9.665797234,2.017802238,13.79842854,8.07479763,5.237499714,4.883550167,8.088764191,8.586286545,14.34083557,17.68597221,17.90446472,17.62808228,14.37992668,9.42e-05,3.982743979,5.737644672,4.482497215,5.215722084,5.09510231,4.480516911,4.062567711,3.732331514,4.371574879,3.762764454,3.53214407,3.919995546,60.92282867,80.66725159,53.76408768,30.99164772,34.27137756,69.37464142,129.5904694,90.40974426,81.13674927,175.7745819,105.4426804,134.6267395,0.971607186,0.927232894,0.963142263,1880,0,0,0,0,580.75,547.475437413538,4.866425,52.370133,c(4.866425, 52.370133)
"31",31,38.4,5.292201042,0,146075.9531,0,0,1422476,0,78.5396347,10040418,43.30646896,39.56876373,35.92507172,41.22536469,6.70237e+15,15978.34473,131833.4063,338639.1875,2.853096247,0,0,0,0,21178.89258,0,0,83220.48438,0,2216.704102,0,326.6808167,26028.75,0,944.3492432,70623.25781,908.2457275,27446.99023,121.360878,3507.855957,266973.5938,295.6666565,7087.987305,591330.375,9.657505989,2.00889349,13.79411697,8.066127777,5.230191231,4.880976677,8.087552071,8.584874153,14.34507942,17.68938637,17.90503502,17.62609291,14.37516499,9.37e-05,3.970892906,5.721731186,4.467887878,5.200623035,5.082723141,4.470250607,4.053421021,3.724999666,4.362281322,3.753743887,3.522930622,3.909213305,60.92282867,80.73227692,53.76408768,30.99164772,34.27137756,69.37464142,129.5904694,90.40974426,81.13674927,175.7745819,105.4426804,134.6267395,0.926783153,0.938426645,0.962464694,1493,0,0,0,580.75,580.75,210.094518576225,4.871065,52.371223,c(4.871065, 52.371223)
"32",32,26.6,6.806306839,0,0,0,0,1514774.125,0,0,2859413.75,38.05104446,40.34365463,32.95209503,38.63539505,6.74342e+15,15097.44238,119450.7031,282880.0313,2.848572016,0,3700.511719,0,0,31312.34766,0,0,86994.33594,0,3855.680908,0,128.7272339,30325.74609,0,1380.741821,63091.94531,214.9511261,23346.83789,0,3356.485596,235287.5,2.946830511,6922.852051,536542.75,9.268940926,1.906361938,13.75408268,7.954162121,5.139522552,4.885515213,8.102018356,8.570085526,14.40195656,17.75586891,17.92651558,17.6253624,14.32195663,9.04e-05,3.836350918,5.520668507,4.285176754,5.024879932,4.937342644,4.367488384,3.933882952,3.635922432,4.247921944,3.646717548,3.413777351,3.790668964,61.13777542,81.18721771,55.08761978,31.37309647,35.25643921,71.23297882,133.4081879,87.78637695,80.92271423,171.1092224,101.7282486,136.02948,0.998880217,0.980490927,0.828996622,894,0,0,0,479.1865486,2333.370295,133.41029294471,4.893505,52.343593,c(4.893505, 52.343593)
"33",33,26.6,6.949454784,0,0,0,0,1099432.125,0,0,4404312.5,43.80086136,39.03952789,33.3934288,41.41160583,6.72528e+15,15541.87891,129019.25,291888.5625,2.846967936,0,0,0,0,27777.19141,0,0,97446.64844,6.238258362,8271.882813,0,599.5320435,33620.53516,0,1448.087402,61949.14063,426.4683228,37462.27734,57.92884064,4108.027344,246530.0625,133.7828369,10947.8418,553733,9.424015045,1.896708965,13.7464962,7.946732044,5.13283205,4.873989582,8.092333794,8.566879272,14.40373516,17.75319099,17.92331314,17.61766052,14.31627846,9.04e-05,3.827095509,5.512345314,4.277582645,5.013637066,4.928835869,4.355710983,3.930874348,3.63206315,4.242912292,3.640655518,3.407493591,3.781160593,60.8363533,81.08389282,54.94420624,30.46918678,35.311306,72.35551453,132.7030945,87.43030548,80.73773956,170.9323273,103.3163376,136.0104828,0.998892194,0.891609201,0.909956528,1472,0,0,580.75,580.75,1177.401795,86.1649533925574,4.905405,52.353793,c(4.905405, 52.353793)
"34",34,40.5,5.151553631,1884.967407,41054.72266,10.24113178,16875,5476652.5,93.25092316,16875,17114238,33.79716873,42.35194778,33.85356903,41.32702637,6.63156e+15,15111.26172,120947.0703,319230.875,2.860762358,938.104187,9082.969727,121.2103348,2777.178955,38887.28516,310.6035156,4331.525879,83226.35156,0,740.5933228,0,0,22466.44141,0,712.4822998,53212.97656,380.4152832,33805.19531,39.67267227,2488.99585,195510.9688,110.358284,10589.65918,492715.7188,9.594774246,2.09237361,13.8292532,8.151988983,5.301091671,4.888183117,8.084598541,8.596595764,14.29977608,17.64209366,17.8916626,17.63362885,14.41897392,9.74e-05,4.08374691,5.882667542,4.615499496,5.346501827,5.202751637,4.560898781,4.147720814,3.797443628,4.454609394,3.841572285,3.612829685,4.010090351,61.00154114,80.52218628,53.41120529,30.47121429,33.84660721,68.42324829,127.0010147,91.31216431,81.06783295,178.9238434,106.7525406,134.1219025,0.992271217,0.884308121,0.805756939,1246,0,1749.166667,1749.166667,1640.719693,1428.733072,27.844603886891,4.845285,52.381333,c(4.845285, 52.381333)
"35",35,44.2,6.384309292,0,0,0,0,1576334.875,0,0,2765189,37.54078293,40.07126999,32.92601013,38.21574402,6.74471e+15,14660.70996,115018.3203,278686.5,2.848788023,0,4715.555176,0,0,31709.5957,0,44.77776337,86281.78906,0,4160.982422,0,813.3338623,30312.19336,0,1701.158691,63123.34375,701.9931641,20757.25391,71.23767853,3403.788086,233365.1875,196.5626831,5794.704102,535159.125,9.243839264,1.90482676,13.75360012,7.952324867,5.138077736,4.88601017,8.102588654,8.569877625,14.40289974,17.75719261,17.92702103,17.62562943,14.32118034,9.04e-05,3.834376097,5.517451763,4.282279968,5.02224493,4.935145378,4.366155148,3.931923866,3.634538651,4.246126652,3.645085335,3.412116289,3.788979292,61.13777542,81.18721771,55.08761978,31.37309647,35.25643921,71.23297882,133.4081879,87.78637695,80.92271423,171.1092224,101.7282486,136.02948,0.998879065,0.954379669,0.792780521,894,580.75,580.75,578.6467647,415.9711417,2800.589611,13.3755518795815,4.892355,52.342693,c(4.892355, 52.342693)
"36",36,53.4,4.809550285,0,1250,0,0,1611929.75,0,56.29676056,6257037.5,40.15233612,57.5760231,32.46937943,58.18989944,6.69876e+15,14339.08105,121235.5625,300600.0625,2.849133968,651.3768311,2998.457764,73.41054535,1530.305298,13287.16602,201.2345581,1962.471069,99056.40625,0,5095.405273,0,317.803772,33552.59375,0,562.4040527,58570.35547,691.5585938,16016.03906,86.00067902,2188.865723,243042.9375,227.4239044,4922.400879,569194.3125,9.544909477,1.91552484,13.75018311,7.971079826,5.151743889,4.86105299,8.07827282,8.567822456,14.39018917,17.73292732,17.91432571,17.61003876,14.32510853,9.18e-05,3.854837418,5.559601307,4.319916248,5.050598145,4.960583687,4.372346878,3.961339474,3.653071642,4.26981163,3.664278269,3.431232929,3.804101944,60.46837997,80.77509308,54.27003479,29.63521576,34.97101974,72.40505219,130.5287628,88.26529694,80.72951508,172.6277161,106.0229645,135.5052032,0.962340007,0.738780124,0.665940675,1299,1637.333333,1637.333333,1637.333333,1637.333333,1632.651807,20.6831161774015,4.910305,52.371493,c(4.910305, 52.371493)
"37",37,27.5,4.827134609,0,358433.0938,0,1287.76123,6556509,0,15684.40234,17532946,35.57441711,37.02204514,33.95661545,38.09774017,6.62126e+15,15227.93164,120437.9688,315193.5625,2.860352039,0,8090.433594,0,207.5477753,38342.91016,0,2853.010986,79067.33594,0,3184.803711,0,43.82674026,20041.12891,0,497.2159729,57987.20703,694.8817139,25346.45703,62.41988373,3986.409912,187360.3438,145.0304565,8439.115234,491309.5625,9.74455452,2.087305784,13.82610703,8.147723198,5.297285557,4.884441853,8.081991196,8.59561348,14.30149364,17.64203262,17.89092255,17.63100624,14.41615677,9.68e-05,4.077161789,5.875112534,4.608520508,5.338395119,5.196169853,4.554244995,4.143625736,3.793731928,4.449978352,3.836831093,3.60800457,4.003853798,60.88466644,80.49949646,53.3286171,30.47121429,33.67545319,68.44496918,127.0010147,91.50183868,81.06783295,178.9238434,108.1787338,133.9360504,0.979173682,0.761543788,0.795072658,1716,0,0,0,1476.663935,1402.846424,303.099817906036,4.849605,52.384093,c(4.849605, 52.384093)
"38",38,47.1,6.546655655,0,218476.6406,0,0,1985433.5,0,19759.14844,10541899,42.91333008,43.83878708,35.92510605,47.97793961,6.70124e+15,16038.67188,129409.6094,338753.5938,2.853346348,0,0,0,0,21645.45508,0,0,83023.60938,60.67660522,2629.351318,0,689.9006958,26006.87109,0,1114.750732,70780.61719,543.3146362,29383.92188,57.83963013,2846.053467,250679.0938,143.2974854,7365.932617,584739.5,9.664936066,2.007464886,13.7926693,8.065572739,5.229465008,4.877981663,8.085196495,8.584489822,14.34505939,17.68776703,17.90395737,17.62409019,14.37427998,9.41e-05,3.969015121,5.720709801,4.466856003,5.198554516,5.081112862,4.467564106,4.053123951,3.724263668,4.361444473,3.752642155,3.521809578,3.90721941,60.75389481,80.73227692,53.97228622,30.07851982,34.51568985,70.38465118,128.7770233,89.70046234,80.9697113,175.727417,105.6163254,134.9258575,0.962384581,0.966789534,0.959264226,1418,0,580.75,580.75,580.75,580.75,35.8248215349727,4.874505,52.374133,c(4.874505, 52.374133)
"39",39,26,5.462370872,0,196237.0625,0,0,4950424.5,0,0,12980854,41.58029556,38.41035843,33.82587051,37.7750473,6.65384e+15,15223.50879,122312.1484,322414.1875,2.855133057,0,0,0,0,32817.58594,0,0,88920.99219,0,4677.810547,0,458.3887329,29066.58789,0,1433.377075,64027.61719,580.6774292,28995.01367,91.82054138,4694.038574,191491.6563,184.8831024,11355.41602,554531.875,9.708720207,2.015887976,13.79394341,8.076997757,5.238101482,4.870729923,8.078248978,8.585283279,14.33852005,17.67653084,17.89908218,17.61966515,14.37832737,9.4e-05,3.98012948,5.741306305,4.485360146,5.213933945,5.094055176,4.473235607,4.06606102,3.732753277,4.372581482,3.762354136,3.531727314,3.916254044,60.4767952,80.59426117,53.60258484,29.62400246,34.17639923,70.31412506,127.614357,90.31554413,80.91449738,176.7784729,108.3077545,134.5297699,0.992459246,0.835885116,0.845508316,1175,0,0,0,580.75,580.75,284.421706318063,4.876935,52.384563,c(4.876935, 52.384563)
"40",40,26.7,6.021710873,0,491370.2813,0,0,6830982.5,0,52028.74219,14613988,38.74468613,34.72172928,32.30819321,32.45364761,6.61716e+15,12881.63477,118940.4063,303289.25,2.858114719,0,0,0,0,33131.375,0,0,92194.83594,0,5431.552246,0,1141.381226,27091.35352,0,2055.627686,67881.14844,0,13894.89844,0,614.5560913,181758.5781,0,2380.288086,498124.375,9.750741959,2.034048796,13.80030346,8.097248077,5.254369736,4.867776394,8.073839188,8.587615967,14.32755661,17.66259003,17.89417648,17.61836624,14.38764668,9.45e-05,4.004513264,5.778772354,4.519501686,5.246026993,5.120625973,4.490977287,4.088507175,3.74917531,4.39369154,3.7819345,3.551754713,3.937539101,60.4767952,80.59426117,53.60258484,29.17482185,34.17639923,70.31412506,126.4166107,90.31554413,80.8531723,177.8992615,108.3077545,134.5297699,0.990470934,0.786294461,0.577720621,1840,0,0,0,0,580.75,706.284076044705,4.874505,52.391093,c(4.874505, 52.391093)
"41",41,30.2,7.644451141,0,0,0,0,519220,0,0,4965770.5,43.72126007,44.55224991,33.5658226,46.76322937,6.72114e+15,15585.83984,131220.0781,301285.3438,2.847468376,0,0,0,0,16162.7627,0,0,97178.42188,40.37930679,8138.95459,0,1028.212891,33766.32031,0.945318639,2180.572754,63403.40625,415.2628479,33776.01953,54.25591278,3484.432373,259410.625,125.9133682,10235.4541,559031.6875,9.463175774,1.908705473,13.75146961,7.960548401,5.143723488,4.873468399,8.091316223,8.569402695,14.39756203,17.74509239,17.9208107,17.61767578,14.32256317,9.07e-05,3.840355635,5.533214092,4.29618454,5.031371117,4.9433074,4.365738392,3.942882538,3.640731573,4.254365444,3.651415348,3.418487787,3.792830706,60.94443512,81.08389282,54.72816849,30.52097893,35.08899689,71.31703949,131.3151855,88.2154007,80.89958191,172.7849121,103.0736542,135.7235413,0.949690653,0.869467335,0.923686405,1700,0,0,580.75,580.75,1175.217467,67.5224948894615,4.901105,52.357493,c(4.901105, 52.357493)
"42",42,54.7,4.581319332,0,1250,0,0,1902226.125,0,0,6946607.5,40.90952682,82.28007507,33.60228348,73.59733582,6.69674e+15,13934.57617,123684.0078,316228.4688,2.849421978,0,3365.225098,0,0,11562.09668,0,145.9190521,108824.3672,0,4840.406738,0,0,34639.64453,0,968.9642334,60877.26172,564.2526855,16828.05859,85.98449707,2875.592773,238121.3594,187.5659637,4183.568359,564837.125,9.580400467,1.931773543,13.75770473,7.989193916,5.166100979,4.862713337,8.079374313,8.571849823,14.38260746,17.72342873,17.91194344,17.61159325,14.33391285,9.22e-05,3.871406317,5.58496809,4.342596531,5.072810173,4.978328228,4.385659218,3.975231647,3.663294554,4.283498287,3.677472353,3.444834471,3.818988085,60.46837997,80.77509308,54.27003479,29.20749474,34.97101974,72.40505219,129.3976898,88.26529694,80.71476746,173.5608368,106.0229645,135.5052032,0.925961419,0.650903719,0.629573893,822,0,0,0,0,1632.704524,444.8899905975,4.905055,52.374133,c(4.905055, 52.374133)
"43",43,58.5,5.132092953,0,1250,0,0,1793847.875,0,0,6731626,40.56784439,75.4272995,33.1739006,69.29475403,6.69767e+15,13692.22168,122030.1484,307699.0625,2.849313974,0,3245.905029,0,3.637886286,12060.00488,0,1941.421021,108910.2891,0,4952.780762,0,0,34466.62109,0,787.4425049,60626.82031,488.1741638,16023.4834,76.95496368,2227.869385,242112.4063,167.0113831,5031.444824,563375.8125,9.569450378,1.927205682,13.75566387,7.984055042,5.162033081,4.862462521,8.079285622,8.570771217,14.38480759,17.72623444,17.91270256,17.61129189,14.33145428,9.21e-05,3.866625309,5.577579498,4.335985661,5.066403389,4.973179817,4.381901741,3.971120596,3.660289764,4.279492855,3.673644066,3.440895319,3.814720869,60.46837997,80.77509308,54.27003479,29.63521576,34.97101974,72.40505219,130.5287628,88.26529694,80.72951508,172.6277161,106.0229645,135.5052032,0.94593322,0.666584622,0.641500732,933,0,0,0,1637.333333,1632.769209,318.396071314347,4.906865,52.373143,c(4.906865, 52.373143)
"44",44,49.5,6.147591114,0,1250,0,0,1596611.625,0,0,6421656.5,40.16561508,57.56385803,32.48065567,58.18527985,6.69909e+15,14451.22754,122717.2266,305805.9375,2.849133968,45.58173752,2972.747803,0,1369.519531,12820.73535,3.291623354,1906.224731,101004.6094,0,5039.562012,0,382.6712341,33706.64063,0,707.6947021,59464.60547,569.0466919,16386.68359,106.8967056,2381.473145,244770.1406,241.7965546,5014.891113,567897.4375,9.549286842,1.918587923,13.75174809,7.974396229,5.154384136,4.86179924,8.078927994,8.5686903,14.38889885,17.73140717,17.91405869,17.61060715,14.32680798,9.2e-05,3.857711554,5.563862324,4.323723316,5.054457664,4.963602543,4.374821186,3.9635396,3.65473175,4.272069931,3.666522503,3.433564186,3.806741953,60.46837997,80.77509308,54.27003479,29.63521576,34.97101974,72.40505219,130.5287628,88.26529694,80.72951508,172.6277161,106.0229645,135.5052032,0.894185589,0.717876968,0.657984441,1365,0,0,1637.333333,1637.333333,1632.722584,96.3230376648337,4.909405,52.371893,c(4.909405, 52.371893)
"45",45,53,3.476172924,0,1250,0,0,2280798.5,0,0,7661018.5,39.87786484,71.72519684,32.52281952,64.7666626,6.68638e+15,13100.31543,121867.4609,317743.4375,2.850228071,0,3483.865479,0,0,11198.49805,0,0,89511.875,0,4163.37793,0,439.8976135,35746.41797,0,1594.974487,61987.08984,178.4422302,19005.4082,13.75351715,1691.149292,222994.25,43.90179062,5441.402832,575266.25,9.612017632,1.945521712,13.7638464,8.004641533,5.178335667,4.8634758,8.079656601,8.575102806,14.37599564,17.71499062,17.90966606,17.6125145,14.34133148,9.23e-05,3.885783911,5.60718441,4.36249876,5.0920825,4.993797779,4.39694643,3.987575769,3.672318459,4.295531273,3.688977242,3.45668149,3.831825256,60.44966507,80.65481567,53.89938736,29.64051437,34.57973099,71.35234833,129.0879822,89.3412323,80.85053253,174.6543274,107.134964,135.0074768,0.976992716,0.696703158,0.618231794,941,0,0,0,1637.333333,1565.592744,335.952479484984,4.900605,52.376593,c(4.900605, 52.376593)
"46",46,38.2,6.462935925,0,235595.4063,0,0,5481774.5,0,1562.213135,13714568,41.1035881,37.85442352,33.44546127,36.38938141,6.64877e+15,15231.88574,122731.4766,323269.8438,2.855895042,0,0,0,0,34217.32422,0,0,88413.40625,0,5490.121582,0,0,28232.625,0,467.1716309,64064.33594,557.3359375,26711.66211,45.03608322,3775.602295,188694.9688,146.3593903,8725.560547,544656.125,9.719341278,2.025168657,13.79789543,8.086470604,5.245943546,4.871705532,8.078063965,8.586587906,14.33351231,17.67140007,17.89766693,17.62061501,14.38320541,9.41e-05,3.992706299,5.759129047,4.501723289,5.230167866,5.107404232,4.483407974,4.07648325,3.740794182,4.382820129,3.772114992,3.541721344,3.927517176,60.4767952,80.59426117,53.60258484,29.62400246,34.17639923,70.31412506,127.614357,90.31554413,80.91449738,176.7784729,108.3077545,134.5297699,0.976294077,0.792884549,0.814419742,4140,0,0,0,0,580.75,499.940976175097,4.873805,52.385293,c(4.873805, 52.385293)
