,Lopend_gemiddelde,Latitude,Longitude,elevation,industry_3000,industry_5000,nightlight_450,nightlight_4950,nightlight_900,population_3000,population_5000,road_class_1_1000,road_class_1_5000,road_class_2_1000,road_class_2_25,road_class_2_3000,road_class_2_500,road_class_2_5000,road_class_3_100,road_class_3_1000,road_class_3_25,road_class_3_300,road_class_3_3000,road_class_3_50,road_class_3_5000,Rsp,oct,BldDen100,BldDen500,NDVI,trafBuf25,trafBuf50,trafBuf800
68,26.6,52.390393,4.882805,6.429423332,5946127.0,13251523.0,29.73902893,31.79800987,29.73852539,117117.0313,299014.9375,0.0,91660.47656,5029.58252,36.65706253,28106.29688,2406.720459,63864.17969,140.8345184,13971.15332,1.822253823,2122.858887,181530.5,11.80869007,513558.9063,9.736919403,80.91449738,0.931725142,0.610268367,1287.0,0.0,0.0,736.28118
69,37.3,52.368003,4.924155,5.618154049,1183246.625,4936513.5,40.35557556,30.48688698,40.89869308,109198.5391,268240.1563,913.0478516,88735.11719,6714.971191,0.0,27426.375,1380.364258,53960.97656,359.2249146,24785.34961,51.90520859,1486.321411,210429.2813,111.106163,547360.5625,9.466850281,80.56183624,0.898024317,0.92364297,2154.0,0.0,0.0,1637.333333
70,23.2,52.295193,4.915905,0.484661549,321250.0,2197896.0,11.94689369,17.9033699,10.52872086,29534.26953,127849.3906,2453.604004,100870.9688,0.0,0.0,9325.645508,0.0,33972.60156,502.4937134,11143.80664,20.46166229,2210.677002,50618.05078,103.7292938,278959.9688,7.783352852,80.89361572,0.0,0.0,2934.0,0.0,0.0,2689.836968
71,25.5,52.301493,4.915705,-1.727184534,930122.125,2571910.5,9.96723175,19.47652054,10.00381279,35548.81641,152454.9688,556.1340942,106280.25,227.9012146,0.0,12129.43457,0.0,39779.62109,193.7946472,9306.03418,7.397688389,1312.202271,61975.23047,39.42766571,321361.0,7.968461514,80.89361572,0.0,0.0,4614.0,0.0,0.0,0.0
72,39.2,52.361863,4.871955,6.729011059,546468.0625,6554540.0,44.55353928,34.9335556,45.89444351,137546.0469,326912.0,0.0,87111.71094,2235.532715,0.0,23585.1543,1.441659927,69317.60938,478.7023926,31900.31836,47.87887573,2501.067627,287648.1563,132.687851,588265.5,9.605268478,81.18243408,0.995875909,0.816632343,1764.0,0.0,0.0,580.75
73,40.4,52.357843,4.856045,6.059617043,563042.6875,4291999.5,28.9072113,32.76932526,31.34042549,129009.9688,311359.875,2544.806152,76463.72656,287.4712524,0.0,13658.87207,0.0,60516.37109,529.3045044,34484.73047,56.73625183,3149.914063,269427.25,160.002655,577527.0,9.648338318,81.31047821,0.957446863,0.789556522,2729.0,0.0,0.0,580.75
74,42.8,52.363153,4.876185,6.861386776,405416.125,7372759.0,64.79379272,35.29116058,57.49641418,135986.3594,329203.2188,0.0,89075.32031,2768.031006,0.0,23752.80859,1337.658203,69519.6875,423.4577332,30201.69141,0.324808359,3267.049561,282206.7188,22.44271088,584403.5,9.600846291,81.01452637,0.998865731,0.900682244,1319.0,0.0,0.0,580.75
75,51.9,52.362563,4.875125,7.064917088,453521.75,7035129.0,64.79379272,35.29116058,57.49641418,137025.125,327076.875,0.0,88625.03906,2631.150391,0.0,23719.64063,1141.455322,69377.82813,805.6246338,31315.64453,141.6517792,3455.547363,284102.9375,319.9967651,585358.3125,9.600401878,81.04736328,0.998864686,0.859777064,1319.0,0.0,0.0,580.75
76,39.4,52.348533,4.919045,5.185927391,1937825.875,4116277.5,40.0404129,33.19083023,37.44019318,113712.0781,270581.5,2007.743286,88568.29688,4839.120605,39.28393555,29760.25,1406.792236,59251.56641,548.9227905,39021.45313,40.57807159,3393.893311,220320.8438,130.9450378,547632.625,9.300098419,80.73773956,0.762400546,0.856995659,1849.0,1637.333333,1637.333333,938.5004465
77,28.1,52.366993,4.912205,6.957075596,1155848.625,5373989.0,50.33089447,32.90360641,50.75201797,123102.0391,298681.0625,1761.914795,102358.8984,7724.59668,0.0,32387.41797,459.6251221,58219.64063,348.2937012,18689.05078,9.704810143,2678.970947,253725.5469,61.55084229,582747.6875,9.494997978,80.72951508,0.924587181,0.877693113,2067.0,0.0,0.0,1633.333673
78,30.1,52.373693,4.856595,4.016424656,2153578.25,12431494.0,31.54216385,35.85561752,33.58995056,129934.0234,333122.1875,3545.950439,84519.32813,0.0,0.0,23213.97461,0.0,66625.54688,224.1370544,38062.99609,2.401591301,3991.776855,256915.7656,24.30124474,549027.6875,9.709098816,81.16926575,0.998848272,0.842080938,1952.0,0.0,0.0,0.0
79,24.6,52.353453,4.936375,1.3093853,1528216.125,3949613.5,30.53038406,30.24457932,30.70352364,100828.6563,243333.2969,592.1916504,95180.85938,0.0,0.0,28333.9043,0.0,50452.83984,138.9786072,29205.11133,1.160698652,1354.074463,209704.8125,12.25059605,518339.0,9.29382515,80.31852722,0.998819365,0.883775721,2664.0,0.0,0.0,0.0
80,33.6,52.372633,4.902425,7.049925804,1629528.125,7091242.5,82.28007507,33.60228348,73.59733582,124636.1484,318675.0938,2705.235352,115883.0547,4420.013184,0.0,34554.375,400.0428772,63443.44922,23.6405983,20373.79102,0.0,1622.015381,248213.8281,0.0,573813.625,9.574669838,80.72951508,0.998891054,0.883952284,933.0,0.0,0.0,1631.247381
81,34.9,52.347743,4.904785,5.723093987,1677912.125,4071158.0,34.80682373,33.45142746,36.91152191,119928.6406,282655.375,0.0,95263.63281,7362.877441,0.0,29096.04102,513.9090576,62892.36328,411.6272583,36979.32031,34.20495224,4791.700684,249537.5156,109.3410416,538233.75,9.324287415,80.91246796,0.998891094,0.971673107,931.0,0.0,0.0,795.9314437
82,23.0,52.362193,4.937805,5.477554798,1338252.0,4329240.5,36.98006821,28.80146599,34.97024155,97800.25781,242562.5781,0.0,94306.78125,2510.805176,0.0,23428.57422,5.505939484,49094.84766,756.0623169,30789.74805,66.91699982,6049.772461,191211.8906,170.5695801,506065.375,9.364911079,80.34405518,0.937060266,0.989603674,2627.0,0.0,0.0,1637.333333
83,26.3,52.332093,4.936905,3.225950003,2414085.5,3047871.75,31.50497055,28.81241798,32.31537628,86837.79688,226579.5938,10965.85547,124055.7734,3510.433105,0.0,19434.72266,373.7038574,51245.29688,244.6489105,17645.91211,21.2670536,2385.27417,174937.0,64.40813446,454646.25,8.73087883,80.30522156,0.67615276,0.666857052,2475.0,0.0,0.0,1823.231876
84,29.2,52.379963,4.848765,4.171112537,4687934.0,16124108.0,34.83216858,35.08402252,35.49311829,122827.7813,323335.25,8108.219238,84726.82813,740.5933228,0.0,22510.67578,0.0,55832.58984,848.6875,35590.73047,122.0356445,5535.114258,203718.0469,271.5368958,506069.6875,9.689817429,81.06783295,0.992558993,0.930609043,1131.0,0.0,0.0,1567.624151
85,51.2,52.392763,4.874985,3.092606783,7148389.5,14863911.0,29.99199486,31.12858963,30.0230484,117072.125,296474.4375,0.0,92616.0625,5004.90918,71.53733826,27196.67188,2065.895752,67798.64063,115.7284012,8738.241211,1.662406683,816.7593384,174763.7344,13.22584057,489689.7813,9.760596275,80.8531723,0.943348524,0.714224376,1489.0,0.0,0.0,580.75
86,44.4,52.392323,4.877075,5.954349518,6761287.0,14525556.0,31.54507828,31.51593018,30.82117462,118330.8359,301629.2813,0.0,92289.67969,5241.467773,15.20616722,27316.92188,2041.267456,66743.26563,70.62107086,11670.91992,0.030918414,1249.179199,178494.4063,1.557186961,493862.2813,9.753832817,80.8531723,0.998869124,0.680508515,1489.0,0.0,0.0,580.75
87,43.1,52.392713,4.876035,5.954349518,6761287.0,14525556.0,31.54507828,31.51593018,30.82117462,118330.8359,301629.2813,0.0,92289.67969,5241.467773,15.20616722,27316.92188,2041.267456,66743.26563,70.62107086,11670.91992,0.030918414,1249.179199,178494.4063,1.557186961,493862.2813,9.753832817,80.8531723,0.953206438,0.675076013,1489.0,0.0,0.0,580.75
88,31.3,52.370743,4.889025,9.386561394,1200111.0,8553782.0,81.8447113,35.78191757,75.44725037,130095.8672,335682.0,0.0,85354.35156,1338.08252,0.0,31470.13867,0.0,66045.27344,671.973938,23147.58789,71.55180359,3774.074463,266394.2813,180.5307312,588565.9375,9.603161812,80.87983704,0.974589728,0.988486257,244.0,0.0,0.0,0.0
89,39.6,52.376457,4.893075,8.907271385,2404517.25,8720809.0,71.19889832,34.50657272,66.43148041,125274.8594,331093.25,0.0,87436.78906,2642.710938,0.0,35862.04297,0.132970691,63872.41016,464.5171509,26544.6543,48.58535767,2316.944336,226335.4375,127.4186707,589711.875,9.629022598,80.85053253,0.998810066,0.993005727,951.0,0.0,0.0,1357.07452
90,48.8,52.357543,4.898315,7.365303516,335965.9688,5230550.5,50.29531479,33.88360977,54.13330841,132482.2344,304439.8438,0.0,95972.65625,7478.957031,33.16845703,34279.42578,1541.580566,64262.125,564.1534424,36476.76953,72.99326324,4011.061768,270992.7813,196.1800079,562036.625,9.479517937,80.89958191,0.975476179,0.892895223,1164.0,580.75,580.75,956.1046196
91,46.3,52.357993,4.900905,7.382701397,349363.4688,5219834.5,44.55224991,33.5658226,46.76322937,132482.2344,304439.8438,0.0,96531.48438,7860.000488,27.96323776,34285.36719,1862.39978,64114.77344,367.3700256,34738.21875,5.102566719,3894.646484,266582.375,41.30680084,561493.25,9.476875305,80.89958191,0.949508564,0.881854653,1700.0,580.75,580.75,1183.416338
92,43.6,52.358533,4.903075,7.395337582,479346.8125,5052583.5,44.55224991,33.5658226,46.76322937,131005.8906,300750.0,0.0,97415.96875,8443.241211,19.47751999,33969.83203,3560.936523,63130.50781,171.9202881,31908.34961,2.382412672,3009.868408,258184.9063,19.04286194,562423.8125,9.464974403,80.89958191,0.987011107,0.88955113,1700.0,580.75,580.75,1254.542324
93,51.8,52.361583,4.883475,7.515828609,359663.375,6693349.0,76.60060883,35.28673553,65.73712921,135282.3438,322758.3125,0.0,89726.94531,2982.854736,10.50645065,30057.31641,1902.697266,67322.89063,53.55073166,37637.60938,0.0,2639.634766,286628.4063,0.0,579905.1875,9.565326691,81.04736328,0.987918122,0.944204294,2126.0,580.75,580.75,580.75
94,54.5,52.358803,4.888495,6.986413956,264888.4063,5711081.0,63.28334808,34.17885208,60.90433502,135085.5938,310253.3125,0.0,88129.63281,2908.27832,22.42280197,31490.6543,1342.32666,66800.19531,223.6884003,47599.20703,5.206795216,3461.80127,289017.8438,24.61090851,564823.8125,9.525167465,81.04736328,0.734510184,0.959675857,2078.0,580.75,580.75,580.75
95,53.4,52.358593,4.888605,6.986413956,264888.4063,5711081.0,63.28334808,34.17885208,60.90433502,135085.5938,310253.3125,0.0,88129.63281,2908.27832,22.42280197,31490.6543,1342.32666,66800.19531,223.6884003,47599.20703,5.206795216,3461.80127,289017.8438,24.61090851,564823.8125,9.525167465,81.04736328,0.742222711,0.959347492,2078.0,580.75,580.75,580.75
96,31.8,52.379923,4.924325,2.021534443,1816536.375,4671884.0,31.24086952,27.91590118,32.06688309,106347.1172,251339.8125,1654.05481,65721.125,3491.244873,0.0,25733.67188,1176.009888,54749.30859,475.3538208,14846.52051,45.23572922,1651.140625,206132.2344,135.3552399,490046.9688,9.57141304,80.56115723,0.0,0.0,0.0,0.0,0.0,1637.333333
97,30.8,52.379683,4.924025,2.021534443,1816536.375,4671884.0,31.24086952,27.91590118,32.06688309,106347.1172,251339.8125,1654.05481,65721.125,3491.244873,0.0,25733.67188,1176.009888,54749.30859,475.3538208,14846.52051,45.23572922,1651.140625,206132.2344,135.3552399,490046.9688,9.57141304,80.56115723,0.0,0.0,0.0,0.0,0.0,1637.333333
98,42.6,52.391363,4.879445,2.879986525,6277148.0,13908301.0,34.72172928,32.30819321,32.45364761,118214.0391,301397.25,0.0,91951.1875,5286.881836,59.30691528,27285.63672,2493.587158,65195.98438,232.2311401,13404.54883,3.447796345,1918.708252,179963.5313,21.26706314,503705.5625,9.744710922,80.8531723,0.998871256,0.697470904,1099.0,0.0,0.0,636.9260745
99,35.3,52.390993,4.882105,6.429423332,5946127.0,13251523.0,29.73902893,31.79800987,29.73852539,117117.0313,299014.9375,0.0,91660.47656,5029.58252,36.65706253,28106.29688,2406.720459,63864.17969,140.8345184,13971.15332,1.822253823,2122.858887,181530.5,11.80869007,513558.9063,9.736919403,80.8531723,0.947955109,0.596611682,1287.0,0.0,0.0,750.2107806
100,30.6,52.376993,4.892905,8.907271385,2404517.25,8720809.0,71.19889832,34.50657272,66.43148041,125274.8594,331093.25,0.0,87436.78906,2642.710938,0.0,35862.04297,0.132970691,63872.41016,464.5171509,26544.6543,48.58535767,2316.944336,226335.4375,127.4186707,589711.875,9.629022598,80.85053253,0.994973702,0.993287084,951.0,0.0,0.0,1326.642585
101,25.3,52.371893,4.851405,5.103813171,1765922.75,12308986.0,32.00411606,34.85959244,32.53277588,128817.8594,328893.0625,6115.818359,83580.21094,0.0,0.0,21910.41016,0.0,63736.07422,579.8828125,42889.25391,48.04837418,6283.230469,261250.2969,141.4525757,526424.1875,9.715455055,81.16926575,0.998843227,0.78092183,1679.0,0.0,0.0,1857.487728
102,24.6,52.329093,4.861705,1.966758013,350625.0,2976767.75,29.14658165,26.07340622,29.36166382,82822.02344,221231.7031,795.7646484,91987.83594,5233.380371,0.0,15366.74121,419.9191589,66926.25781,219.8091278,17690.31445,37.58291245,2713.620361,160327.5,84.64694977,475335.875,9.027065277,81.36543274,0.0,0.310729461,4430.0,0.0,0.0,90.25
103,26.9,52.370693,4.905305,5.227185249,1553479.375,6694903.0,75.4234848,34.38027954,72.00325012,125889.5,317832.1563,2532.033936,106976.2344,4353.777832,0.0,33553.17578,1285.352051,62503.21094,0.195765868,17890.63672,0.0,1122.383911,252279.2656,0.0,573447.9375,9.552524567,80.72951508,0.984484931,0.909099096,1057.0,0.0,0.0,1630.709821
104,41.8,52.363153,4.898495,8.11192894,533593.3125,6283944.5,58.60289764,34.60275269,62.96073914,132738.4063,314474.2188,0.0,96212.74219,7292.976563,0.0,34465.42969,3.906447887,64844.52734,247.3829803,27333.24414,49.44297791,2193.42334,282030.3438,115.9436569,578496.6875,9.519784927,80.89958191,0.840615342,0.921934772,1689.0,0.0,0.0,1209.923385
105,24.6,52.381143,4.869365,5.143680573,4361522.5,13615048.0,39.84796906,34.77856064,38.2939682,124108.4531,332631.2813,0.0,85133.39844,2218.611816,0.0,20850.69531,0.0,66631.07031,240.4347687,26755.81836,16.46896935,2763.312256,205650.3594,53.5652504,549152.125,9.711707115,80.99923706,0.998860922,0.976539096,1612.0,0.0,0.0,580.75
106,28.0,52.389233,4.886315,6.276581764,5307528.0,12550370.0,29.73902893,31.79800987,29.73852539,117566.2734,303941.125,0.0,90676.50781,5176.131836,0.113940321,28411.28125,2520.246582,62384.42578,1.44278574,17964.18945,0.0,838.0592041,187311.9219,0.0,527576.875,9.721128464,80.81193542,0.809339966,0.521899807,1505.0,0.0,0.0,710.1620158
107,28.4,52.365183,4.926965,6.111266613,1039947.063,4806947.5,38.81426239,29.51972771,37.80063629,108416.9609,264870.1563,392.0679321,91243.35156,5076.842773,26.88194084,26789.86719,2399.499512,52259.84766,398.280304,28672.05469,65.46198273,3011.253662,200241.875,143.0367889,537469.3125,9.434997559,80.55220795,0.935773565,0.930386055,2377.0,0.0,0.0,1637.333333
108,51.2,52.368493,4.903905,6.691532135,1225823.625,6684190.0,72.80783844,34.41397095,70.25518799,128434.0234,317746.0,1755.278931,101572.0625,4344.432617,104.0194473,32893.75781,1832.663452,63284.64844,107.5215378,22055.88672,22.03927422,653.1414185,268324.6563,46.97494507,580459.25,9.536091805,80.72951508,0.998892072,0.943543308,570.0,1637.333333,1637.333333,1630.163713
109,43.5,52.369913,4.908235,5.588139057,1477499.25,6401914.0,57.027668,32.97754288,57.98173523,124685.0313,310153.75,2528.725342,103655.2891,4552.697754,38.95949173,33156.35547,1334.654297,60842.23438,288.3375549,18115.32031,36.69514465,2584.198975,253419.4531,92.01383209,575464.875,9.538850784,80.72951508,0.996930705,0.892072411,1057.0,1637.333333,1637.333333,1631.104668
110,45.7,52.370053,4.907715,5.588139057,1477499.25,6401914.0,57.027668,32.97754288,57.98173523,124685.0313,310153.75,2528.725342,103655.2891,4552.697754,38.95949173,33156.35547,1334.654297,60842.23438,288.3375549,18115.32031,36.69514465,2584.198975,253419.4531,92.01383209,575464.875,9.538850784,80.72951508,0.981952825,0.889701172,1057.0,1637.333333,1637.333333,1631.069049
111,40.4,52.355933,4.900235,7.092491627,557160.4375,4853850.5,44.55224991,33.5658226,46.76322937,131947.1875,300206.75,0.0,96393.94531,7567.174316,0.0,33548.5,1699.27771,63702.15625,618.630249,36876.93359,70.6321106,4595.268555,260858.8125,190.7411499,558359.0,9.462773323,80.89958191,0.931664448,0.877605724,5383.0,0.0,0.0,1052.252339
112,34.7,52.383953,4.892805,2.214333057,3593483.25,9999174.0,54.23392105,32.35163498,52.27965164,118670.2031,311498.9375,0.0,90890.52344,4877.79834,13.92176056,33253.46094,1496.195435,62087.17578,62.93836975,21615.69727,1.950714588,595.7422485,190242.4844,10.72179413,559601.8125,9.674595833,80.81193542,0.937653189,0.580726311,1038.0,580.75,580.75,978.0746194
113,33.7,52.382593,4.891305,4.072606087,3650135.25,10262002.0,51.42490387,33.43677139,51.68357468,121136.6563,322338.5313,0.0,91168.24219,5489.242188,0.0,32800.86719,1174.003052,64549.16016,293.2841187,24211.98438,1.791890144,3058.102783,198633.0156,19.55979156,568119.75,9.672908783,80.81193542,0.941375595,0.787481631,1174.0,0.0,0.0,974.214367
114,36.6,52.356643,4.910345,5.584806919,1032985.5,4747710.5,43.82687378,33.17541504,43.5336113,125889.1172,289383.2188,0.0,94022.34375,9408.644531,99.7078476,33563.69531,4871.38623,59266.55469,161.308609,33325.28125,3.10942173,1300.987915,241710.9375,20.84988022,566489.0625,9.423298836,80.73550415,0.997565252,0.851444666,1737.0,1637.333333,1637.333333,1320.605879
115,36.5,52.357553,4.876675,7.036248207,518067.9063,5119760.5,59.76128387,34.48246384,54.82266617,137429.75,315011.1563,0.0,85191.9375,2206.281982,0.0,29108.50977,0.0,66457.42969,554.6870728,46178.35156,40.64847946,5354.052734,282076.2188,123.8481216,585680.5625,9.564868927,81.04736328,0.998865698,0.803276132,1275.0,0.0,0.0,580.75
116,34.5,52.361993,4.907905,7.231956482,568818.75,5330789.5,48.96345139,33.37316513,48.42168427,128723.5703,304499.875,34.49757767,96661.08594,9228.9375,74.76846313,33862.92188,4547.511719,61245.71484,162.4360199,23454.56445,0.524066091,1958.240601,258291.0781,6.338406086,586693.5,9.476023674,80.73550415,0.983987865,0.918613278,1576.0,1637.333333,1637.333333,1402.086391
117,38.6,52.364793,4.905605,6.859083652,744777.5625,5870067.0,62.07860184,34.55218124,63.08473969,129179.3203,309020.0938,911.8799438,97383.05469,7854.803711,42.78841782,34445.72266,2187.509521,62409.40625,47.4853363,22933.00391,0.733060122,881.3156738,271118.0313,4.123586178,590237.5,9.50308609,80.72951508,0.992691759,0.927731261,1186.0,1637.333333,1637.333333,1459.869576
118,36.9,52.363823,4.906645,7.698723316,667750.4375,5490337.5,49.34039688,33.37805939,48.88347626,128606.5547,306919.125,658.916687,97935.96875,8451.509766,58.7506752,34084.23047,3765.596924,61633.67578,145.8519897,22580.55859,21.57354736,1861.627808,265436.7188,51.63064194,591819.375,9.49094677,80.73550415,0.998880674,0.910414942,1101.0,1637.333333,1637.333333,1439.705306
119,21.0,52.473993,4.746105,1.303813815,603750.0,4057519.0,3.959967852,6.307385445,3.916301489,20097.25781,80409.73438,0.0,41071.05859,0.0,0.0,8876.24707,0.0,38963.87891,189.4553986,6483.437012,32.59120178,1147.777954,64946.32422,79.75550079,183739.4063,6.179944515,77.33332825,0.0,0.0,4030.0,0.0,0.0,0.0
120,26.2,52.440993,4.813605,2.179475784,4409972.5,17871544.0,21.20412827,14.92600155,19.48715019,55983.30469,143736.4219,0.0,61552.25,6059.541992,103.2654266,29203.65625,2183.690674,45406.33594,347.8868408,21934.81641,51.86771774,2164.08374,110903.1875,126.1607208,206673.8438,8.597959518,80.0759964,0.967053584,0.959585567,1754.0,1626.5,1626.5,1522.178927
121,39.2,52.429593,4.839905,3.551141739,8541398.0,20316828.0,17.9925518,19.42955208,18.24083138,69631.40625,182419.4688,0.0,79335.79688,5015.147949,31.44225693,28183.6582,1963.321655,59190.10938,172.4355316,23667.02148,9.292628288,3350.477051,117663.2422,32.3974762,231707.4531,9.526129723,80.54504395,0.943227494,0.716778454,1913.0,1559.5,1559.5,1559.768886
122,28.1,52.495393,4.758505,2.518664598,1963179.0,2873390.25,17.2349453,5.417706966,15.52195358,32101.10156,69859.71875,0.0,34814.87891,4109.953613,82.46730804,17577.31641,2058.066162,32011.54492,78.16789246,28724.46289,0.265061051,1364.359985,78306.39844,9.251605988,180075.0156,6.461979389,78.44168854,0.595655159,0.869075684,2360.0,132.6666667,132.6666667,132.6666667
123,25.1,52.496993,4.778205,1.972927213,2344412.25,2759696.0,15.72893715,5.107383251,15.88600349,39831.72656,64683.8125,918.3286133,24270.47461,7785.543457,0.0,18609.97461,4044.612793,31395.07031,184.2788696,11054.99219,8.068538666,1222.599976,93825.46094,27.56306458,151067.7344,7.266636848,79.16822052,0.940265218,0.658084162,1781.0,0.0,0.0,132.6666667
124,23.9,52.486393,4.803105,1.624027967,2280299.5,2952500.0,14.7399044,6.285713673,12.5134182,37380.17969,79733.65625,0.0,39494.82031,3449.533936,28.10284042,16437.9375,1315.718994,31706.55273,655.5891724,8866.30957,64.55033875,1601.051636,80031.01563,165.2290039,181581.7813,8.23763752,80.35523224,0.998807875,0.688429172,3052.0,132.6666667,132.6666667,132.6666667
125,25.3,52.467693,4.806005,1.261972547,1055822.625,5855258.0,18.48405647,8.83671093,16.13396454,40151.63281,99846.51563,5530.792969,42506.9375,3994.552979,68.64138031,15760.53516,1995.946777,48845.53125,115.5977097,22642.35547,36.45687485,987.3321533,81572.60156,59.25706863,237220.5,8.347397804,80.02889252,0.964177908,0.76443158,2531.0,132.6666667,132.6666667,500.9847315
126,25.4,52.459493,4.817605,2.157574892,775291.0625,7781221.0,18.34195328,9.653831482,17.65462685,45468.89844,101071.5547,5703.383301,48663.56641,3803.023193,0.0,15870.48633,0.0,47353.53125,334.0811462,10192.08887,16.64211845,1304.939087,115661.9453,78.40207672,219530.1875,8.774368286,79.97551727,0.897653943,0.72799369,1716.0,0.0,0.0,1143.779484
127,33.1,52.432693,4.822005,1.860390067,8091983.5,22536020.0,25.10582161,20.18405342,24.58177948,66819.42969,175888.9063,0.0,77961.03906,9596.101563,3.654757023,28134.95313,2406.209229,58010.05078,27.85938454,12307.54297,0.0,303.6873779,106169.9609,0.120507315,216935.125,8.935741425,80.40203857,0.612941891,0.881760558,1505.0,0.0,1626.5,1599.907025
128,28.1,52.437793,4.812505,2.746484995,6053038.5,19991678.0,23.99938202,16.71425819,21.49023628,60753.82813,158484.2188,0.0,66376.98438,6365.34668,0.0,28743.93555,2316.435547,51133.1875,457.1451111,20960.47266,91.50485992,2395.757568,109522.4297,183.7172089,208095.4375,8.549747467,80.0759964,0.994594543,0.896879502,1291.0,0.0,0.0,1626.5
129,30.6,52.439893,4.835205,2.107199907,4662173.5,16701490.0,16.65734291,15.76556015,17.12508011,55973.25391,144781.0625,0.0,69665.73438,0.0,0.0,27143.83984,0.0,43750.90234,822.6732788,33593.87891,65.3805542,5251.666016,121442.8984,214.5422668,230283.1875,9.412220955,80.32154083,0.998834025,0.860209786,2389.0,0.0,0.0,0.0
130,37.1,52.350993,4.854505,5.93155241,307782.75,2387952.75,40.41667557,31.46198463,38.1937294,121236.7891,295633.6563,3330.527588,82100.00781,0.095179439,0.0,15678.25879,0.0,59573.08203,618.1393433,37250.97656,81.04615784,4100.508789,247507.5469,191.0267487,582262.5625,9.633951187,81.34624481,0.998844291,0.966952173,1683.0,0.0,0.0,435.4536924
131,35.4,52.424233,4.888905,2.441574097,4255075.0,12091377.0,15.36658669,16.62862968,14.95770168,58355.62891,167250.7188,10916.86426,78765.80469,3826.277344,0.0,15159.71094,1684.415039,46578.17969,202.4147034,12777.70801,3.768404007,1006.118774,111282.7422,31.63455009,289367.2188,9.936209679,80.66388702,0.812122465,0.473158733,2545.0,0.0,0.0,2928.269466
