,Longitude,Latitude,mean_value_NO2,nightlight_450,nightlight_3150,population_1000,population_3000,road_class_2_25,road_class_3_3000,road_class_3_300,trop_mean_filt_2019,BldDen100,NDVI,trafBuf25,trafBuf50
90,11.948795,48.904228,18.87270358,1.463156,2.254605,596.334351,5068.124512,40.88422,55391.85156,561.624023,4.79e-05,0.350549986,4956.0,582.1666667,582.1666667
91,11.96096,51.197249,16.00112999,10.686007,4.732986,4362.084961,19731.85547,54.696136,118914.8594,1764.153931,5.08e-05,0.435438159,3923.0,535.7083333,535.7083333
92,11.979056,51.496185,16.40622721,15.647725,12.589517,8633.855469,61517.17188,0.0,205704.1563,2875.222656,5.55e-05,0.964209252,2877.0,0.0,0.0
93,11.981314,51.494756,43.35071401,15.647725,12.589517,8663.722656,62960.78906,101.032005,205749.625,2781.385254,5.57e-05,0.964007948,2745.0,438.7916667,438.7916667
94,11.983406,51.475164,26.33047127,24.83952,13.795472,10903.92383,68047.83594,58.01725,203794.2344,2554.115723,5.68e-05,0.830542506,1766.0,438.7916667,438.7916667
95,12.032141,51.321364,12.38926694,5.237989,8.196409,770.388123,6226.778809,0.0,65405.75781,3077.76709,6.02e-05,0.8921612,3062.0,0.0,0.0
96,12.064708,53.817775,6.774713196,0.268446,0.048592,217.292191,532.706787,0.0,18437.14258,2019.6875,2.91e-05,0.334581366,5991.0,0.0,0.0
97,12.0749,50.877923,15.81126311,22.961483,7.152602,7176.029297,37375.38672,0.0,174151.9531,3166.794189,4.74e-05,0.999650922,3703.0,0.0,0.0
98,12.080003,54.17133,11.95752137,16.576452,10.141871,5970.185059,22060.69531,0.0,74779.5,3056.392578,4.26e-05,0.994277788,3677.0,0.0,0.0
99,12.09792,54.17729,17.44413172,16.135149,8.997338,3748.612061,15681.75098,0.0,37704.81641,2007.972778,4.24e-05,0.0,2053.0,0.0,0.0
100,12.099553,54.09262,27.85649264,26.638794,16.132772,7752.754883,44566.00781,146.16362,166308.4219,2060.446289,3.74e-05,0.838230858,3009.0,0.0,0.0
101,12.101557,49.015245,41.44046159,29.013266,15.951349,8299.855469,63702.14063,0.0,244686.1719,3940.13916,5.83e-05,0.941238926,1029.0,0.0,0.0
102,12.128139,49.321955,19.5149331,5.125248,3.329323,1908.562378,12773.2793,0.0,128292.1016,1766.693848,4.61e-05,0.864205579,5252.0,0.0,0.0
103,12.138054,50.486138,21.6979939,14.05159,5.516478,7506.957031,34457.22656,164.927063,168508.6875,2027.71814,4.29e-05,0.679382956,3843.0,310.2083333,310.2083333
104,12.141994,54.092278,34.33341923,33.823528,17.08263,5406.568848,46023.25781,75.051353,173005.8906,3448.648193,3.67e-05,0.79758665,2429.0,0.0,0.0
105,12.157051,48.539801,27.69221696,19.099573,12.481651,7527.768066,47039.97656,0.0,201315.9063,1821.612305,5.57e-05,0.974572147,1555.0,0.0,0.0
106,12.159361,49.67895,24.26994331,15.34832,5.580733,5737.385742,26668.27344,0.0,153715.1875,4522.55127,4.19e-05,0.999524093,1559.0,0.0,0.0
107,12.174105,54.161555,10.3608657,0.414112,3.746727,152.638428,6909.279785,0.0,21341.65625,686.070251,3.88e-05,0.0,5619.0,0.0,0.0
108,12.175512,53.78175,7.872379402,4.97221,2.874088,3066.831055,15025.49707,0.0,82099.32031,2262.706055,2.98e-05,0.975682367,3921.0,0.0,0.0
109,12.188324,47.648459,36.0790888,0.85604,0.701292,989.59436,7982.19043,0.0,79196.6875,1252.689941,3.85e-05,0.194547467,4886.0,1977.583333,2041.851004
110,12.205199,50.655861,14.62736888,14.450114,2.879961,5938.435059,12588.0918,0.0,88885.76563,4532.057617,4.12e-05,0.9231703,2910.0,0.0,0.0
111,12.211112,50.608136,8.384391336,0.34629,0.408992,237.034546,5083.568848,0.0,67131.92969,2315.605469,4.38e-05,0.44994286,4019.0,0.0,0.0
112,12.244764,51.840576,18.17969225,17.24194,6.206749,5984.102539,27267.99805,0.0,135680.3125,4935.137695,5.02e-05,0.999573369,922.0,0.0,0.0
113,12.297411,51.317905,14.84055745,16.578489,11.501141,9183.834961,66770.82813,0.0,157704.0313,1870.61499,5.91e-05,0.482261658,4694.0,0.0,0.0
114,12.302866,51.651166,14.15147137,6.452921,7.23815,2184.416016,13755.99805,0.0,67247.57813,2874.324707,5.24e-05,0.882828173,3864.0,0.0,0.0
115,12.334686,51.335872,37.59925495,20.900642,19.411369,10770.16113,71808.73438,65.242722,182526.7344,4008.052246,5.86e-05,0.999475297,2282.0,504.2083333,504.2083333
116,12.377163,51.344164,40.51016945,65.23204,28.526846,12954.92871,91080.23438,128.189301,278004.8125,2901.299316,5.89e-05,0.905520776,1306.0,504.2083333,504.2083333
117,12.437621,50.987758,17.93939399,16.999949,5.013996,7033.946777,23687.87891,0.0,112440.3672,3233.380127,4.73e-05,0.951264064,2597.0,0.0,0.0
118,12.463929,53.396348,6.454633361,0.196822,0.11365,10.33016,464.207031,0.0,8752.87793,0.0,3.4e-05,0.06845862,4546.0,0.0,0.0
119,12.468739,50.354783,11.92694514,5.712283,1.086679,2210.366455,6285.513184,0.0,62861.63281,2207.747559,3.35e-05,0.0,5346.0,0.0,0.0
120,12.486621,50.720405,25.1264556,16.715378,10.059575,7704.075684,41515.50781,50.038147,160115.8594,2754.714844,4.89e-05,0.999312854,1649.0,319.7916667,319.7916667
121,12.493056,51.125,19.12114432,9.844909,2.302922,4542.312988,10269.04199,44.614883,63430.36719,1845.659912,5.51e-05,0.426399655,3381.0,223.5416667,223.5416667
122,12.538174,48.021657,17.38480863,4.554009,1.782182,2216.226562,8574.515625,0.0,63986.14844,3246.575195,3.92e-05,0.805927095,3389.0,0.0,0.0
123,12.542056,50.826001,19.91841007,12.218078,3.851087,6014.586426,16393.17188,0.0,110472.5547,2603.18335,5.05e-05,0.99927217,2755.0,0.0,0.0
124,12.548376,52.409309,25.74031205,21.224649,8.573621,5287.402344,28927.93164,0.0,101271.7734,1990.671753,4.54e-05,0.776685904,3493.0,0.0,0.0
125,12.548869,49.438464,6.512736314,0.23716,0.094644,57.184532,834.042725,0.0,23824.7793,1102.338989,3.35e-05,0.291214245,4602.0,0.0,0.0
126,12.552303,52.420442,12.44849954,13.407005,8.113503,4489.258301,29903.30664,0.0,110747.0469,1849.749756,4.64e-05,0.442174096,4595.0,0.0,0.0
127,12.561389,52.194225,6.50388472,0.0,0.003811,0.0,74.927399,0.0,1827.499268,0.0,4.43e-05,0.0,4544.0,0.0,0.0
128,12.59827,51.867471,29.26422275,7.226359,5.311045,3557.714111,13177.125,75.043732,59251.69141,3567.466797,4.98e-05,0.999293605,2454.0,373.8333333,373.8333333
129,12.663663,51.870852,11.37186357,9.751345,3.050334,4007.654541,13680.09375,0.0,101574.6094,2079.281006,4.79e-05,0.963790903,3723.0,0.0,0.0
130,12.721938,54.436985,5.154586364,0.219108,0.637892,95.671127,1476.915771,0.0,20439.83594,138.89679,3.13e-05,0.0,6637.0,0.0,0.0
131,12.781387,48.182835,14.26838782,1.321842,2.381772,568.874329,5650.500977,0.0,71471.98438,563.095337,4.93e-05,0.31445806,4879.0,0.0,0.0
132,12.809481,52.93189,17.49121735,7.518982,3.018088,3610.092773,12191.77344,0.0,73585.9375,1904.063477,3.82e-05,0.818950016,4527.0,0.0,0.0
133,12.829314,48.177175,21.32507635,19.601816,16.086906,4121.158203,15855.22656,0.0,88124.94531,2882.955566,4.86e-05,0.788510146,3251.0,0.0,722.0416667
134,12.885194,52.608609,10.40280621,8.829399,2.174879,2856.112061,6843.0,0.0,44489.03516,1409.536011,4.73e-05,0.955722045,4424.0,0.0,0.0
135,12.903367,50.84574,38.09904512,9.816126,13.689794,5536.34668,57437.29688,44.294884,176878.3594,3065.402832,5.5e-05,0.870949932,6036.0,152.5833333,152.5833333
136,12.959368,50.85519,13.78146048,3.366312,6.481964,3505.735107,32848.70703,0.0,86586.57031,513.810852,5.29e-05,0.404297187,5685.0,0.0,0.0
137,12.997278,50.570872,18.53974761,4.37964,1.830014,4031.2229,13901.42969,57.01115,98170.55469,2957.177734,4.55e-05,0.387574863,4662.0,283.0,283.0
138,13.009406,51.303772,8.528443954,0.162371,0.110335,82.663673,458.938873,0.0,15554.23633,0.0,4.44e-05,0.0,6443.0,0.0,0.0
139,13.031662,53.141303,4.225969147,0.0,0.064233,12.107857,264.041992,0.0,11189.94238,0.0,3.7e-05,0.017223918,4886.0,0.0,0.0
140,13.037474,52.393932,34.79640823,16.202822,11.28319,7051.856934,42860.375,54.004917,114043.7422,2902.541504,4.99e-05,0.997617665,3792.0,433.5416667,433.5416667
141,13.059945,52.401352,14.75910351,30.390234,12.934272,11942.46875,50482.8125,0.0,147027.7031,2850.906738,5.18e-05,0.913950521,2872.0,0.0,0.0
142,13.08101,54.31923,17.8873325,13.992676,9.125627,4756.665527,29248.20313,0.0,120637.5313,2780.521729,3.11e-05,0.861366121,3532.0,0.0,0.0
143,13.094618,52.388869,33.89595585,18.050404,12.721516,8959.666016,49319.46875,0.0,168391.4375,3806.89917,5.27e-05,0.998895209,2598.0,0.0,0.0
144,13.123698,52.484168,13.07743989,2.367165,2.017979,1610.771973,11231.75684,0.0,65544.40625,2667.604248,5.32e-05,0.380540284,5979.0,0.0,0.0
145,13.225144,52.473192,11.70041604,0.114224,1.783188,196.854965,4180.272949,0.0,24342.53711,0.0,5.74e-05,0.0,1636.0,0.0,0.0
146,13.26644,53.559784,18.87462273,23.387415,7.796115,7356.777344,31287.91992,0.0,124926.6641,2574.833496,3.18e-05,0.59469842,3322.0,0.0,199.4583333
147,13.296081,52.653269,11.59992724,0.789828,3.495843,762.265991,19074.09766,0.0,159353.4688,483.507385,5.4e-05,0.0,3910.0,0.0,0.0
148,13.31825,52.463611,45.44499844,20.53059,17.059238,16617.0918,122066.3672,0.0,337358.9375,3786.07666,6.64e-05,0.998689008,2454.0,0.0,0.0
149,13.332972,52.5066,45.27167357,63.686974,36.552731,15306.16113,141415.2656,0.0,302988.9688,3843.523193,7.63e-05,0.962453499,1450.0,0.0,0.0
150,13.342138,54.323514,4.325877326,0.787049,0.191621,574.913635,1068.020874,0.0,22957.34766,0.0,2.83e-05,0.193763762,5612.0,0.0,0.0
151,13.346826,50.9163,22.42496099,21.719799,5.897831,7973.465332,28906.68359,42.768852,107648.625,4458.090332,4.63e-05,0.966847592,1942.0,617.4583333,617.4583333
152,13.348775,52.485814,23.93782487,25.54277,29.035522,16948.75977,142373.2813,0.0,316808.1875,2444.399902,7.18e-05,0.97669324,2968.0,0.0,0.0
153,13.349326,52.543041,28.02327072,21.441858,24.181057,15721.78809,128554.7031,0.0,203908.5469,3648.856445,7.39e-05,0.969866721,2437.0,0.0,0.0
154,13.368103,52.398406,12.89507598,8.922575,8.544774,5322.230469,69631.28906,0.0,137678.0938,0.0,5.84e-05,0.416448439,4836.0,0.0,0.0
155,13.38772,52.438115,47.31925935,17.594357,15.95265,13215.88281,122127.0156,151.987061,195410.5156,676.342285,6.24e-05,0.903931757,3864.0,915.5416667,915.5416667
156,13.418833,52.513606,26.91138366,46.59964,42.240818,17276.06445,149484.4531,0.0,284228.2188,3373.036621,7.51e-05,0.894415002,747.0,0.0,0.0
157,13.420573,48.947611,4.375497353,0.0,0.009768,0.0,0.0,0.0,3741.832031,0.0,2.79e-05,0.0,5227.0,0.0,0.0
158,13.422039,48.573629,32.79470108,10.697116,5.224802,4438.489258,23702.47852,25.013893,126234.1641,874.819153,4.47e-05,0.699558131,1984.0,0.0,39.79166667
159,13.424304,52.349703,14.82729895,4.319551,3.432906,2181.255859,12642.51367,0.0,112151.625,2454.137695,5.27e-05,0.814319838,3278.0,0.0,0.0
160,13.430844,52.489451,25.89646203,18.542301,25.419037,15982.36133,128410.1563,0.0,242793.4375,3968.898926,7.18e-05,0.952259203,3683.0,0.0,0.0
161,13.433967,52.481709,50.28900214,20.471781,22.829247,15954.85742,121604.7969,0.0,222867.9375,4304.446289,6.99e-05,0.998576394,1269.0,728.9583333,728.9583333
162,13.441654,52.467534,48.79300661,26.208338,19.30545,16027.25977,117873.6016,0.0,204101.6406,3393.353027,6.75e-05,0.99856725,1765.0,0.0,1495.125
163,13.465078,50.659097,7.609705604,0.005799,0.111578,86.566162,3370.039062,0.0,61904.69922,266.907776,4.63e-05,0.0,7775.0,0.0,0.0
164,13.469931,52.514072,41.55839104,29.105326,29.538931,16917.91992,138273.6875,126.704903,222598.5938,3359.831543,7.2e-05,0.997216528,1826.0,728.9583333,728.9583333
165,13.483079,52.644169,13.60095944,1.447749,3.401088,2373.718994,25032.66797,0.0,84833.71875,1015.362915,5.44e-05,0.0,2463.0,0.0,0.0
166,13.526796,51.462734,11.488929,4.703167,1.199613,2275.864502,6099.563965,0.0,63340.88672,1840.766113,4.71e-05,0.695783444,3570.0,0.0,0.0
167,13.529504,52.485296,19.66846912,18.791441,14.149224,14128.84961,97087.78125,0.0,177470.7813,4352.986328,6.48e-05,0.901329515,2862.0,0.0,0.0
168,13.582269,52.677651,24.20690199,12.400044,3.756088,4791.319824,18810.33594,0.0,130594.7422,2950.339844,5.11e-05,0.917154335,3505.0,916.5416667,916.5416667
169,13.64705,52.447697,12.52701845,3.992688,2.315109,2984.828125,18368.19336,0.0,46353.10156,574.823181,5.23e-05,0.061295932,3849.0,0.0,0.0
170,13.675005,51.119514,12.16614491,0.682767,2.796081,1252.682251,18775.90625,0.0,141871.1719,1407.414062,6.18e-05,0.448964951,5478.0,0.0,0.0
171,13.730205,51.036105,18.08904482,21.324776,16.215698,11494.7666,84765.0625,0.0,235708.9844,2993.217041,6.7e-05,0.885666009,4200.0,0.0,0.0
172,13.731608,51.026294,40.62603002,14.464865,13.408978,9257.000977,68066.80469,133.852798,202529.1094,2509.526611,6.59e-05,0.980037544,2779.0,571.125,571.125
173,13.741397,51.06493,29.73436231,24.116098,18.029615,10992.31348,88318.45313,75.607468,200310.0625,2019.251221,6.7e-05,0.997010395,1248.0,571.125,571.125
174,13.75145,50.731478,6.713232621,1.234943,0.595099,128.611786,813.895813,0.0,18830.62109,279.48465,4.58e-05,0.0,5554.0,0.0,0.0
175,13.822211,52.832467,22.64269277,9.988539,3.444447,3329.267334,14631.80078,45.599098,86472.04688,4982.838867,4.09e-05,0.98622402,2499.0,205.25,205.25
176,13.84825,52.481882,18.92114309,2.26128,1.245637,819.393921,4698.795898,0.0,37827.77344,1578.328369,4.92e-05,0.855360974,2145.0,1005.708333,1005.708333
177,14.015252,52.563835,8.970798667,0.166264,0.0522,116.635025,648.399048,0.0,16344.09375,237.455582,4.35e-05,0.023780571,2809.0,0.0,0.0
178,14.057064,51.897598,6.207636929,0.0,0.008179,0.0,1.738499,0.0,528.153992,0.0,4.32e-05,0.027896932,4319.0,0.0,0.0
179,14.257407,53.520456,6.502282708,0.0,0.021249,68.34671,402.086884,0.0,16159.48535,375.025452,3.46e-05,0.030208103,5220.0,0.0,0.0
180,14.285139,53.064262,8.173633924,11.438848,5.143951,2977.339844,10166.87891,0.0,75736.24219,2693.760742,4.15e-05,0.902250697,3976.0,0.0,0.0
181,14.327998,51.756593,29.65813132,22.779057,9.765059,8769.030273,43053.01563,0.0,170673.8906,4572.251953,5.73e-05,0.997485564,2430.0,0.0,0.0
182,14.33447,51.746848,13.15232845,13.860606,9.457351,7471.117676,40793.16406,0.0,177371.9375,2209.189209,5.65e-05,0.971829388,2614.0,0.0,0.0
183,14.3764,51.5645,9.425081246,7.944459,2.130175,2470.947754,8530.03125,0.0,87208.64063,2730.121338,6.41e-05,0.881124995,2947.0,0.0,0.0
184,14.443771,51.175669,13.87366016,10.07647,4.782402,5707.794434,22999.96094,60.084026,118493.7266,2952.339355,4.79e-05,0.969509233,3720.0,0.0,0.0
185,14.52596,52.33468,12.06672833,11.532557,8.172271,4801.82959,27123.5,0.0,159037.1094,3170.782227,4.4e-05,0.727795492,3553.0,0.0,0.0
186,14.538595,52.337336,32.9599726,19.325607,9.412919,5845.476562,30677.7168,109.903625,165610.5781,3215.379395,4.41e-05,0.941274255,3500.0,452.7083333,452.7083333
187,14.638166,52.146264,9.129764959,10.263781,8.003739,3342.498535,17570.51953,0.0,104548.7891,2136.013672,4.65e-05,0.918983818,2412.0,0.0,0.0
188,14.749731,51.285356,8.22015753,0.0,0.053854,365.266724,1363.940063,0.0,35597.76953,574.916748,4.71e-05,0.717315596,4025.0,0.0,0.0
189,14.822846,50.892377,12.48993845,5.532133,3.408374,3247.932617,17908.78125,0.0,104287.6719,2157.889404,4.98e-05,0.996691064,3611.0,0.0,0.0
190,14.973958,51.155801,22.67586588,16.50769,9.437798,7621.192871,38889.76563,0.0,156372.625,1821.602417,4.73e-05,0.851950782,3985.0,385.4583333,385.4583333
191,3.749458,51.295278,15.05613835,1.060604,0.566366,431.499115,3340.270996,0.0,28314.40625,0.0,8.75e-05,0.170218869,4406.0,0.0,0.0
192,3.916947,51.635556,14.54278983,3.084091,1.828723,510.084167,3973.745605,0.0,62689.73828,374.136292,7.92e-05,0.0,,0.0,0.0
193,4.121389,51.978056,28.10466834,15.604338,48.635914,3027.089844,22885.69141,0.0,38824.15234,465.240356,0.000110551,0.458967437,,0.0,0.0
194,4.227778,51.931944,30.62382874,32.096897,100.999016,6289.384766,36983.04688,0.0,82291.88281,2672.11499,0.000113773,0.883815245,2201.0,0.0,0.0
195,4.289172,52.078056,23.80003823,31.636267,32.542873,19526.88086,152556.2813,0.0,440915.1875,4427.856445,9.47e-05,0.998244368,1382.0,0.0,0.0
196,4.316125,52.075,33.51795714,62.547649,33.463608,19430.93164,145140.6563,0.0,425772.5,5404.715332,9.3e-05,0.998273121,1103.0,0.0,0.0
197,4.326953,51.911389,33.5237679,25.204449,25.728195,10659.71094,52694.66406,0.0,134134.9219,4605.375977,0.000117976,0.857845954,2380.0,0.0,0.0
198,4.35527754,51.86610794,26.47688464,28.055578,33.108524,7586.918945,59368.49219,0.0,110291.2422,2283.377441,0.000109749,0.998291764,2893.0,0.0,0.0
199,4.360286,51.435,17.63502886,6.085185,3.053299,859.870911,7257.086914,0.0,52288.96875,22.413157,9.06e-05,0.0,3653.0,0.0,0.0
200,4.360564,52.039722,26.27165485,34.512497,31.625206,12226.99609,77072.05469,0.0,240385.9375,4393.72168,9.77e-05,0.717709177,2111.0,0.0,0.0
201,4.401389,51.921111,30.65451905,41.989662,31.966093,13159.41797,81118.71875,0.0,207265.1719,5662.296875,0.000113358,0.851636261,1997.0,0.0,0.0
202,4.431111,51.938056,37.25905718,24.568649,26.463511,7471.027832,62119.12109,0.0,223737.5625,4022.281494,0.000108109,0.400771494,3528.0,1324.916667,1798.942342
203,4.45084143,51.78749847,18.295411,2.09058,2.797963,584.106628,7113.730469,0.0,41981.64453,141.905975,8.82e-05,0.049436701,5944.0,0.0,0.0
204,4.461667,51.926944,43.86138845,39.865604,35.826664,8894.609375,70353.35156,26.208359,401415.5625,6465.899414,0.000108858,0.968908226,2658.0,806.5833333,806.5833333
205,4.480289,51.915,31.05791392,75.539658,35.922504,7641.791992,68351.53125,0.0,444277.3125,5844.774414,0.000109854,0.998429888,1295.0,0.0,0.0
206,4.48111105,51.89111328,40.5862995,30.813156,34.55143,7905.258789,61834.46875,127.531685,349289.25,7239.32666,0.000110565,0.99842822,1563.0,381.0,381.0
207,4.48749971,51.89389038,27.76215987,30.808338,33.062397,8087.779785,62030.5,0.0,362755.8438,6472.503906,0.000110246,0.963005201,1969.0,0.0,0.0
208,4.510286,52.298056,14.06741702,0.731506,1.628673,348.087708,6729.452637,0.0,25278.18359,0.0,7.95e-05,0.0,3232.0,0.0,0.0
209,4.513889,51.652778,18.02661665,1.030048,2.174319,183.433258,3476.892578,0.0,39872.83594,843.844055,9.67e-05,0.032898439,6580.0,0.0,0.0
210,4.57472229,51.86888885,37.76173316,49.379997,20.920666,3889.730225,49432.71094,0.0,191692.7344,1334.751343,9.87e-05,0.308806972,3782.0,0.0,0.0
211,4.601922,52.463014,26.53563607,21.857534,23.446232,4536.478516,34327.03906,0.0,72585.76563,3174.610107,8.54e-05,0.0,1564.0,0.0,0.0
212,4.603333,52.493889,18.8530512,27.733618,22.927347,4441.672363,27509.31641,0.0,26547.53125,1390.607178,8.39e-05,0.436820986,3830.0,0.0,0.0
213,4.642319,52.370511,27.04265507,21.232311,16.547443,13169.47266,95442.32813,61.839516,256567.6563,2634.692871,8.47e-05,0.654175198,2446.0,372.6666667,372.6666667
214,4.708214,51.800658,22.54108603,17.63336,13.069267,7678.185547,45516.52344,0.0,157951.7344,3518.763672,8.86e-05,0.998651591,2768.0,0.0,0.0
215,4.715072,52.32745,23.15003743,8.236762,10.162917,678.939392,9938.854492,0.0,49779.03906,0.0,9.92e-05,0.0,4512.0,0.0,0.0
216,4.73,52.4,19.34029966,3.629015,11.687222,1190.117432,24170.26953,0.0,47455.17188,735.811157,9.23e-05,0.0,4386.0,0.0,0.0
217,4.766678,52.287428,22.76938095,36.766491,32.278408,3070.843262,29905.60547,0.0,65978.79688,125.964485,9.42e-05,0.594754986,3095.0,0.0,0.0
218,4.77,52.43,25.87117145,12.78924,16.13566,3706.628174,42407.14063,0.0,27777.5,0.0,9.3e-05,0.0,,0.0,0.0
219,4.773589,52.333561,29.91961452,16.328678,22.420898,2860.167236,40853.32813,0.0,125138.3125,2036.395264,0.000100617,0.930881538,4230.0,0.0,0.0
220,4.780847,51.603333,22.75518032,26.343204,16.921253,9032.339844,57154.46094,0.0,198478.0156,1546.363403,0.000100178,0.758179967,3457.0,0.0,0.0
221,4.79361963,52.37888718,21.05611366,13.444684,21.747868,8734.416016,80018.97656,0.0,118670.0156,823.067322,9.92e-05,0.583448332,3607.0,0.0,0.0
222,4.8166666,52.45000076,21.7975141,18.178207,13.130635,8945.960938,52825.6875,0.0,129376.9375,1276.436768,9.12e-05,0.734120039,2221.0,0.0,0.0
223,4.82500839,51.59360886,32.68024287,20.392078,11.483783,6340.463379,37014.32813,25.284933,162988.8906,1642.540283,9.64e-05,0.625839903,2884.0,0.0,433.25
224,4.832064,52.420219,29.86955573,25.776829,26.574331,8318.298828,82542.53125,0.0,90942.8125,87.456688,9.64e-05,0.0,961.0,0.0,0.0
225,4.838336,52.138889,15.78360199,0.0,0.884753,87.536758,2515.588867,0.0,17556.16016,0.0,7.5e-05,0.139645083,5326.0,0.0,0.0
226,4.84501123,52.38111115,43.48832508,42.351948,33.797169,15107.95801,120971.4375,0.0,196461.8125,2638.67041,9.72e-05,0.993007699,1769.0,1749.166667,1749.166667
227,4.86084175,52.3758316,43.2637065,34.806812,42.237385,15712.50098,128084.5938,0.0,243473.1719,3663.452637,9.4e-05,0.997552078,960.0,0.0,0.0
228,4.866208,52.359714,24.81094337,31.097437,41.855293,15239.64356,136898.9688,0.0,287593.6563,1493.035034,9.03e-05,0.799834974,3361.0,0.0,0.0
229,4.87611961,52.38500214,48.16574608,37.854424,41.103588,15231.88574,122731.4766,0.0,190509.7969,4235.517578,9.4e-05,0.790146023,3805.0,0.0,0.0
230,4.88805819,52.3900032,35.06463218,25.239384,36.977203,10591.0293,116109.9688,51.472958,185408.9688,709.329468,9.37e-05,0.03180873,990.0,580.75,580.75
231,4.9000001,52.35805511,34.85650362,44.55225,43.72126,15662.05664,132482.2344,59.099571,266435.8438,4053.182617,9.07e-05,0.949506179,1700.0,580.75,580.75
232,4.90500307,52.3730545,29.08209049,82.280075,40.909527,14009.62305,123863.4063,0.0,244122.6563,2331.983154,9.16e-05,0.976668434,933.0,0.0,0.0
233,4.923431,51.974639,17.08341811,1.029101,1.006176,518.797913,4326.180664,0.0,40377.51953,919.029724,7.58e-05,0.541348073,5404.0,0.0,0.0
234,4.94389725,52.38888931,23.5426653,18.010702,19.023829,9138.512695,73385.28125,0.0,150003.7813,955.202942,8.76e-05,0.332488959,3886.0,0.0,0.0
235,4.988614,52.203056,32.10715437,4.632362,3.541947,728.100281,9422.826172,0.0,47107.35547,0.0,7.76e-05,0.0,5928.0,0.0,0.0
236,4.98889446,52.32138824,22.12298893,15.837851,19.657148,7463.553223,58137.55078,0.0,122431.3203,278.920288,8.55e-05,0.622513139,3802.0,0.0,0.0
237,5.050842,52.804722,11.93491873,31.797735,45.35025,91.5327,1291.117188,0.0,6026.286133,0.0,6.15e-05,0.0,5185.0,0.0,0.0
238,5.121114,52.068889,30.27351063,19.090389,24.24,12515.31152,81878.3125,0.0,230673.8438,4761.165039,8.49e-05,0.953913246,2288.0,0.0,0.0
239,5.125286,52.106111,28.17205501,17.746143,18.935888,13142.80078,89046.88281,0.0,284489.0,4191.137695,8.41e-05,0.989856621,3932.0,0.0,0.0
240,5.128333,52.102222,21.65350281,18.676455,20.695179,13757.28516,93143.9375,0.0,287760.1875,3559.564697,8.36e-05,0.901411043,2555.0,0.0,0.0
241,5.148903,51.519444,20.53100315,0.950276,1.459969,293.506775,4563.220703,0.0,26836.61133,533.80957,8.5e-05,0.415526302,5340.0,0.0,0.0
242,5.181553,52.235083,23.26486953,13.807837,9.204523,12159.3125,49590.85938,129.080765,97505.52344,1263.639282,7.68e-05,0.947094798,2854.0,528.3333333,528.3333333
243,5.235903,52.257361,18.49874708,9.29531,6.013189,4334.260254,18294.89844,0.0,126032.8672,2553.072266,7.3e-05,0.672726725,3893.0,0.0,0.0
244,5.393333,51.4075,18.82718005,14.924675,10.021893,6004.892578,32734.55078,0.0,136688.0625,4009.974365,9.28e-05,0.276787483,3811.0,0.0,0.0
245,5.4289,51.44528,29.09586955,18.0833,24.816061,4182.883301,54541.12109,0.0,226627.4688,488.746582,9.47e-05,0.14888137,4472.0,0.0,0.0
246,5.472783,51.469722,24.24161698,36.021629,23.399303,9168.821289,64783.86719,0.0,218060.2344,2543.07959,9.45e-05,0.937372521,3143.0,0.0,0.0
247,5.57349157,52.91691589,9.579690677,0.004053,0.33956,18.296518,3538.900146,0.0,15973.47168,0.0,5.13e-05,0.0,4838.0,0.0,0.0
248,5.593378,52.423211,13.15773071,0.0,0.08346,148.396027,1383.597778,0.0,7558.783203,0.0,6.59e-05,0.0,6319.0,0.0,0.0
249,5.708619,52.1125,15.02149589,2.632999,0.570858,1519.478882,5253.990234,0.0,18340.90039,600.341064,7.46e-05,0.401120646,4044.0,0.0,0.0
250,5.853614,51.541111,18.12247755,2.034976,0.684437,430.902527,2757.386719,0.0,7551.720703,0.0,8.61e-05,0.675590357,5584.0,0.0,0.0
251,5.858061,51.838889,22.48568748,36.130714,14.842609,11526.18359,66039.35938,0.0,246128.0938,5378.666992,8.88e-05,0.983280958,2495.0,0.0,0.0
252,5.858061,51.848889,31.99603715,38.992451,14.48407,9061.546875,61227.97266,0.0,223846.8125,3589.074463,8.9e-05,0.999650258,1754.0,0.0,0.0
253,5.882236,50.903056,14.03914417,2.999257,3.527583,1093.261108,11127.85742,0.0,67371.97656,2445.308105,7.71e-05,0.408218454,4947.0,0.0,0.0
254,5.971114,50.888056,25.97315533,36.091125,11.363604,6779.57666,39558.17188,0.0,161746.4531,4811.183105,7.97e-05,0.953965145,2389.0,957.0,957.0
255,5.986853,50.900317,16.43577666,8.675526,11.328291,4420.401367,42343.3125,0.0,191633.3281,2844.081787,8.04e-05,0.375184923,2257.0,0.0,0.0
256,6.018069,52.655,10.93243727,0.065244,0.345052,211.150208,1589.692505,0.0,11655.48535,138.529205,6.4e-05,0.123610048,,0.0,0.0
257,6.043064,51.120278,16.78611346,2.206053,0.979027,1474.080322,6058.872559,0.0,27973.77344,1580.131592,8.36e-05,0.75367751,2675.0,0.0,0.0
258,6.093826,50.754729,12.5174637,12.758219,10.464824,8463.055664,51330.99219,0.0,148571.8281,2135.01416,7.16e-05,0.981612324,4675.0,0.0,0.0
259,6.09576,50.773126,46.69354706,29.086441,17.88912,12350.31152,83313.69531,25.146179,192473.875,3329.947266,7.38e-05,0.99977025,1472.0,346.0416667,346.0416667
