FID;Longitude;Latitude;wkd_day_value;wnd_day_value;wkd_night_value;wnd_night_value;mean_value_NO2;radiation;nightlight_450;nightlight_4950;nightlight_3150;nightlight_900;elevation;industry_1000;industry_100;industry_25;industry_3000;industry_300;industry_5000;industry_500;industry_50;population_1000;population_3000;population_5000;road_class_1_1000;road_class_1_100;road_class_1_25;road_class_1_3000;road_class_1_300;road_class_1_5000;road_class_1_500;road_class_1_50;road_class_2_1000;road_class_2_100;road_class_2_25;road_class_2_3000;road_class_2_300;road_class_2_5000;road_class_2_500;road_class_2_50;road_class_3_1000;road_class_3_100;road_class_3_25;road_class_3_3000;road_class_3_300;road_class_3_5000;road_class_3_500;road_class_3_50;temperature_2m_10;temperature_2m_11;temperature_2m_12;temperature_2m_1;temperature_2m_2;temperature_2m_3;temperature_2m_4;temperature_2m_5;temperature_2m_6;temperature_2m_7;temperature_2m_8;temperature_2m_9;TROP_2018;wind_speed_10m_10;wind_speed_10m_11;wind_speed_10m_12;wind_speed_10m_1;wind_speed_10m_2;wind_speed_10m_3;wind_speed_10m_4;wind_speed_10m_5;wind_speed_10m_6;wind_speed_10m_7;wind_speed_10m_8;wind_speed_10m_9;trop_mean_filt_2019;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;BldDen100;BldDen500;BldDen1000;NDVI;trafBuf25;trafBuf50;trafBuf100;trafBuf400;trafBuf800
29;10.618275;51.798629;3.923051695;3.045534377;3.616592878;2.986284349;3.593723217;2.787889;0.262688;0.036467;0.016482;0.147799;1134.345703;0;0;0;0;0;0;0;0;125.484444;126.036133;847.020386;0;0;0;0;0;0;0;0;0;0;0;0;0;787.999512;0;0;0;0;0;0;0;2934.527344;0;0;9.56711;3.467334;0.641588;-3.586051;0.409167;4.931325;4.972168;11.852217;15.37783;15.766406;15.757936;11.109846;219.855255;3.768871;3.004149;3.779531;2.535798;3.185545;3.01681;3.081809;2.329763;2.855204;2.521804;2.512538;2.480832;3.39E-05;72.3476944;69.6829834;74.47298431;68.4858017;75.42810059;95.54662323;256.6535645;87.5220871;90.59426117;88.15540314;152.6132813;97.58753967;0.015189198;0.025808987;0.006452247;4682;0;0;0;0;0
30;10.664881;53.87453;37.70160562;30.9580068;27.53482376;22.25314286;32.52516609;2.811368;16.023867;7.774101;10.798458;14.594932;16.803862;5625;0;0;1796250;0;5312500;0;0;7798.769043;55121.62109;107873.1875;5544.525879;0;0;16192.80176;0;33803.19141;0;0;7526.241699;200.237198;57.106949;23232.47852;923.886475;40794.86719;2457.960205;93.512337;24848.67188;109.028091;0;193908.5313;1476.121826;377367.875;7916.144043;0;11.973731;5.992115;3.631998;0.195148;2.440771;6.426033;7.248057;13.49593;16.68819;16.846922;17.398153;13.870138;307.01889;4.236376;3.615231;4.291328;3.201473;3.956918;3.424045;3.793535;3.3356;3.665743;2.95157;3.201496;3.171369;5.33E-05;49.97146988;41.5152626;51.92472839;41.71304321;64.20578766;142.0928802;106.3009644;54.40569687;76.50501251;115.8304443;64.67476654;63.62168503;1.000506166;0.959784927;0.790498828;1920;454.7083333;454.7083333;454.7083333;454.7083333;1571.226392
31;10.668641;50.653245;14.88137797;11.41543907;16.29292788;13.35341667;14.41176232;2.83349;9.795706;1.666337;2.618886;8.121476;494.324097;54375;0;0;1341250;0;1841875;0;0;2996.199219;9384.149414;17232.25195;0;0;0;15435.50781;0;24376.74219;0;0;2237.59668;22.908171;0;6549.911133;469.429688;8286.412109;1115.119019;0;22156.7207;761.902039;52.870453;54399.31641;3911.334229;137835.5625;9092.585938;184.617172;9.521862;3.169389;0.355212;-5.086632;0.70402;5.051511;5.586643;12.526791;16.34831;16.854301;16.749121;11.212116;237.526642;3.146068;2.58117;3.12333;2.393033;2.763287;2.745797;2.414314;1.970232;2.409718;2.404297;2.243926;2.22446;3.79E-05;59.93028641;35.45380783;80.94438171;41.76612473;59.52565384;72.04801178;179.4534454;133.5089264;66.40205383;89.75806427;111.1455231;87.40220642;0.954771051;0.805351081;0.559746364;2032;0;0;0;420.7916667;420.7916667
32;10.67332;53.862237;30.70436639;23.75238776;24.22943187;20.21179976;26.83923685;2.806214;19.173674;8.077641;11.031623;17.968613;10.16275;153750;0;0;2266250;10625;5441250;58125;0;7623.398926;57468.10938;109520.0547;0;0;0;10711.73633;0;42262.05859;0;0;4587.15918;314.607727;70.754814;28801.91406;905.108826;39453.41797;1794.875;136.38623;27588.36523;295.473358;0;196243.3125;2498.077637;393016.8125;8311.960938;18.851679;11.971043;5.984183;3.625571;0.178201;2.439041;6.437747;7.252205;13.509969;16.696091;16.855299;17.406481;13.866205;307.063751;4.218346;3.596393;4.26961;3.184702;3.93858;3.409772;3.778843;3.318394;3.649776;2.939354;3.187561;3.156511;5.24E-05;49.91994858;41.27869034;51.86343765;41.91969299;64.4850769;142.6507874;106.6201019;54.26305771;76.66066742;114.1062012;64.39266205;63.07845688;1.000503001;0.796922449;0.818408058;1940;454.7083333;454.7083333;454.7083333;454.7083333;454.7083333
33;10.693092;50.61153;34.56991439;22.46096049;22.44143269;17.04479762;27.7066545;2.85891;8.184977;2.454316;3.97402;7.718614;433.470673;10625;0;0;774375;0;3138750;0;0;5624.871582;17941.03516;28616.17969;0;0;0;11692.20703;0;41425.62891;0;0;0;0;0;0;0;3296.31543;0;0;32781.30469;755.174683;80.616974;126535;3161.644287;185829.1875;8490.658203;242.669449;9.58944;3.237985;0.39252;-4.976067;0.826999;5.12847;5.750034;12.695712;16.511578;17.012938;16.89843;11.345632;237.206711;3.081852;2.543231;3.065785;2.353509;2.731978;2.715806;2.398479;1.954575;2.38558;2.389615;2.227898;2.192638;3.66E-05;58.01988983;34.42313004;78.84526062;38.70323181;60.66749573;70.86520386;180.5025787;128.0055847;66.20452118;88.84156799;110.2149506;90.89655304;0.876119016;0.691677235;0.59809972;1752;0;0;0;0;0
34;10.695936;53.835492;13.80680111;10.60309946;13.94936477;12.42986905;13.09937956;2.803812;12.218112;5.174301;5.625757;10.098574;15.377806;625;0;0;1650625;0;2136250;625;0;4255.746582;27148.38867;74168.71875;0;0;0;2816.64209;0;16145.37305;0;0;1688.022949;0;0;12934.19531;0;26852.56445;0;0;15427.56641;136.632156;0;117068.2969;1667.207764;313831.6563;5614.084961;0;11.962408;5.963631;3.609249;0.137871;2.434231;6.462905;7.259016;13.540769;16.713631;16.871733;17.424177;13.85506;305.989349;4.178305;3.554456;4.221846;3.148723;3.898967;3.379708;3.746988;3.281177;3.615038;2.912904;3.157442;3.123961;4.97E-05;50.009758;40.85746002;52.11711121;42.38724136;65.60704803;144.9034576;106.9803238;54.52059174;76.93267059;111.7932358;64.63346863;62.49134445;1.000494516;0.893137218;0.642980983;3045;0;0;0;0;454.7083333
35;10.756733;52.800773;6.528772237;5.1;7.396407915;7.333635236;6.539858686;2.847117;0;0.000314;0;0;74.73011;0;0;0;1250;0;27500;0;0;3.22454;181.597137;823.880127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11039.37598;0;40222.125;0;0;12.247842;5.837562;3.463471;-0.642267;2.668326;7.13485;7.733391;14.296535;17.55825;17.875366;18.000797;13.937806;306.351807;3.675161;3.038432;3.628856;2.54996;3.259229;2.913871;3.176852;2.573915;2.966447;2.467266;2.642959;2.576619;4.13E-05;51.39191055;38.27104187;49.29017639;39.27163696;71.09939575;141.9494324;133.3060303;56.81839371;61.34674072;65.58688354;62.60229111;58.16444016;0.104152963;0.004166119;0.00104153;5545;0;0;0;0;0
36;10.769534;50.654066;5.080335097;3.428575478;4.245494726;3.368411911;4.403902397;2.824931;0;0.28734;0.121693;0;928.570068;0;0;0;0;0;170625;0;0;422.579346;524.063782;2349.157227;0;0;0;0;0;14.474264;0;0;0;0;0;0;0;0;0;0;3945.453613;73.622963;0;16914.28906;731.688477;62154.19922;1576.944824;0;9.382216;3.014872;0.177558;-5.247262;0.600933;4.921292;5.396502;12.381153;16.204514;16.703161;16.667175;11.037675;225.32576;3.191581;2.630681;3.187318;2.414468;2.795557;2.78078;2.445415;1.984985;2.446237;2.440152;2.283971;2.257076;3.76E-05;66.55314636;35.15298843;87.84325409;48.37430573;62.55460739;73.70755768;183.0843506;140.7232666;66.38878632;98.73406982;128.1133575;88.49937439;0.097721462;0.01164441;0.002911103;3059;0;0;0;0;0
37;10.775796;53.698939;42.04064516;30.7405042;24.68586006;23.17977941;33.95987274;2.807405;2.341286;0.332992;0.760235;1.976428;17.58567;0;0;0;0;0;0;0;0;1923.39978;11582.99609;13288.4082;0;0;0;0;0;0;0;0;2574.784668;220.466125;25.056623;8966.164062;838.910767;20034.60938;1433.77124;75.210663;10431.38379;344.411835;25.011162;78115.1875;3171.070312;112248.1328;4698.423828;75.036156;11.961346;5.937552;3.586191;0.007952;2.422308;6.548862;7.285457;13.635162;16.771389;16.948101;17.477968;13.821165;266.742188;4.02439;3.415262;4.047966;3.000774;3.726926;3.237447;3.596745;3.119335;3.456118;2.798306;3.024489;2.996741;4.46E-05;54.22758865;40.48024368;53.10273361;44.85153198;70.32243347;149.5688782;114.7240295;56.35196304;67.92780304;107.2776718;65.19807434;62.8050499;1.000462838;0.463685723;0.227187378;2091;98.66666667;98.66666667;98.66666667;98.66666667;98.66666667
38;10.787135;50.619181;5.080335097;3.428575478;4.245494726;3.368411911;4.403902397;2.830008;0.060733;0.178371;0.162095;0.04628;895.202515;0;0;0;8125;0;8125;0;0;0;1504.770996;2889.886963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2212.278809;0;0;28002.93555;0;71058.49219;259.318573;0;9.373172;3.014966;0.151647;-5.196251;0.676803;4.954316;5.459601;12.456635;16.279293;16.762032;16.742479;11.066014;225.408081;3.129981;2.592043;3.128698;2.378274;2.766872;2.751905;2.42857;1.972524;2.424021;2.427155;2.269008;2.22861;3.74E-05;61.88521957;34.77334595;83.59249878;40.8866806;62.25469971;71.9955368;182.8634338;129.7698212;64.44965363;93.04747009;119.5429764;88.87562561;0;0;0;3068;0;0;0;0;0
39;10.790143;51.839382;14.43933946;10.99218367;13.47796439;11.25810263;13.2508646;2.908188;20.104641;2.615635;5.701644;17.660412;237.631317;22500;0;0;1687500;625;1799375;16250;0;6133.98877;19470.86719;24480.72266;0;0;0;8205.503906;0;20559.35352;0;0;3790.682129;0;0;9107.09375;783.127441;15409.72754;1263.615723;0;33804.63281;385.432465;22.452026;108868.0781;2836.989258;163219;10783.42188;144.138107;10.723987;4.493392;1.56852;-2.722863;1.192668;5.878337;6.245436;12.972131;16.57655;16.995817;16.989964;12.384898;246.466644;3.831795;3.086551;3.894532;2.575253;3.199931;3.042436;3.167972;2.351389;2.881018;2.503116;2.51596;2.518065;3.87E-05;40.95494461;46.77604675;45.70084;25.58378601;80.59106445;76.90631866;207.440094;72.05641174;66.88928223;54.44581223;86.03010559;60.77928162;0.789472256;0.950917805;0.868900654;3232;0;0;0;251.3333333;251.3333333
40;10.791404;51.497195;18.2206844;12.09940934;15.53953208;12.5036899;15.87188198;2.953596;26.459705;3.718682;8.226113;23.436642;186.681625;460000;0;0;3743125;30625;4580000;71875;0;5726.363281;24360.77734;30701.37695;0;0;0;6115.750977;0;23457.04883;0;0;3841.146484;193.780396;46.73362;8195.853516;1220.187256;13484.51563;1936.161621;80.470352;29222.31055;142.553009;0;121247.2344;2319.085938;185324.75;7685.743652;2.06612;11.082464;4.785764;1.949066;-2.728944;1.784729;6.36951;7.04852;13.850513;17.503653;17.895178;17.783693;13.062419;275.11731;3.743422;3.081368;3.779033;2.579918;3.200006;3.037254;3.040353;2.284033;2.800488;2.578686;2.46165;2.435951;4.29E-05;36.52557373;37.66553116;53.67005157;23.14468575;60.3817749;69.80083466;183.7577515;58.40002823;47.54961777;58.3778038;67.73781586;59.87114716;0.983020728;0.955008842;0.943422985;2194;0;330.5416667;330.5416667;330.5416667;330.5416667
41;10.793683;52.427886;39.10930401;26.70421088;25.24220627;18.68394771;31.49946716;2.877177;63.469898;13.984592;27.283394;68.578812;63.980164;651250;0;0;4217500;0;7247500;22500;0;6126.272949;32426.06055;61687.67969;0;0;0;515.598022;0;24382.76172;0;0;0;0;0;9481.416016;0;15920.43945;0;0;31549.77344;866.219299;150.385559;174316.7344;3550.787598;360522.8125;10800.57031;400.745789;12.360242;6.021913;3.488314;-0.639953;2.876586;7.389321;7.904021;14.434753;17.745892;18.201317;18.26025;13.981185;360.881348;3.696158;3.006007;3.626268;2.479448;3.247713;2.905116;3.150631;2.485868;2.860294;2.462188;2.544586;2.477088;5.50E-05;42.39860153;36.64413071;47.48724747;30.91415024;73.53850555;90.21347809;132.2748718;73.61273193;55.52861786;52.15898895;67.68258667;53.09577179;1.000435008;0.91946104;0.911758724;1519;0;0;0;0;0
42;10.81638;52.44081;19.23878771;13.95293878;18.61145811;15.45158377;17.72190906;2.87813;12.791963;12.40148;20.012747;16.092117;65.759346;36875;0;0;2363125;0;6615625;13750;0;2664.500977;27908.61328;52634.85156;0;0;0;0;0;427.454163;0;0;4130.723145;341.616028;0;11563.11914;1160.368652;16965.12891;1987.458618;50.255226;14878.91602;96.270493;0;172216.2031;893.93103;322981.5625;3284.997559;0;12.362357;6.021463;3.489681;-0.658041;2.861496;7.375594;7.907044;14.434617;17.745283;18.199167;18.258677;13.985272;360.391876;3.702054;3.01198;3.633411;2.489253;3.252581;2.910573;3.15922;2.493341;2.869392;2.464308;2.555362;2.486599;5.19E-05;42.51694107;36.61494827;47.25770187;30.66144562;72.46615601;93.23166656;131.2210541;72.09931183;54.78790283;51.91923904;66.33359528;52.62904358;0.327966689;0.463659603;0.389439624;4176;0;0;376.1666667;376.1666667;376.1666667
43;10.867188;51.333333;6.105524495;4.822836735;5.885892256;5.2085;5.723478722;2.959496;0;0.865196;0.201031;0;416.800171;0;0;0;3750;0;356875;0;0;40.700718;460.540527;10061.07422;0;0;0;0;0;0;0;0;0;0;0;5239.328125;0;16328.81055;0;0;0;0;0;6159.711914;0;80255.00781;0;0;11.096941;4.907412;2.292291;-2.180351;2.170171;6.417552;7.011921;13.755634;17.480726;18.006027;17.823425;12.85874;262.640015;3.819178;3.209853;3.863828;2.686072;3.324687;3.113633;3.059859;2.285938;2.811607;2.683994;2.456135;2.486835;3.93E-05;27.03507233;29.05713844;43.62279892;16.65765572;56.26347733;68.61493683;163.6509094;61.78029633;37.95261002;50.91175461;48.58183289;43.09022141;0;0;0.004039699;6420;0;0;0;0;0
44;10.887686;49.89833;24.74015152;19.05627891;24.09053846;22.55909524;23.29511969;3.069693;18.091354;5.883843;11.137832;17.741211;237.391266;279375;0;0;4656250;20625;5532500;35625;0;8184.483398;49497.48438;72119.92188;0;0;0;9718.625977;0;43740.22656;0;0;0;0;0;22963.36328;0;38595.13672;0;0;25774.51367;193.536072;37.476368;136121.9063;2180.173096;241711.3594;6623.44043;93.968582;11.142433;4.884603;2.276434;-3.032064;3.198207;7.260105;7.915216;14.673205;18.797132;19.188284;19.189173;13.021616;325.269684;2.772322;2.426764;2.904487;2.454139;2.680064;2.712996;2.330508;1.92421;2.298998;2.276167;2.064925;2.027459;5.18E-05;27.33302689;28.69532013;51.28123474;25.15259552;62.50904846;75.55442047;136.1506653;83.1367569;68.7127533;53.44865417;85.92552948;75.20825958;0.829024291;0.937376298;0.950964995;1958;0;0;0;0;0
45;10.88837;48.376576;27.50867052;20.56476871;25.28088547;22.96495238;25.22286248;3.211;21.93749;13.434999;17.487705;22.559147;486.092651;351875;0;0;1804375;0;6070000;13750;0;12123.06445;99742.53906;204411.0938;0;0;0;12919.49414;0;60059.55469;0;0;0;0;0;10567.81055;0;29351.84961;0;0;42079.60938;404.448151;29.054831;283658.7813;3433.057861;582645.125;11971.00195;148.725861;10.675544;4.146637;1.197679;-4.085174;3.019124;7.270497;7.594073;13.865019;18.991079;19.065031;19.294699;12.555307;388.967499;2.719309;2.639581;2.912084;2.532448;2.527912;2.954391;2.353355;2.044164;2.215911;2.309781;1.798447;1.920882;6.75E-05;31.15918732;25.56578636;36.38526917;90.2155304;77.55730438;71.66487122;110.8979263;128.2801361;55.30257034;44.39653015;52.31666946;58.14686203;0.622567063;0.932237138;0.937850694;2050;0;0;0;0;0
46;10.895029;48.364589;30.85375723;22.81368027;25.8389375;24.67;27.53938004;3.211;32.37941;13.177987;17.375845;28.558411;500.997559;61250;0;0;1883750;0;5933125;0;0;12625.2207;99156.14063;206479.3594;0;0;0;8436.583008;0;39248.71484;0;0;0;0;0;13281.43262;0;30191.42188;0;0;39609.03516;692.269043;100.428177;271033.8438;3957.470703;573808.5;8810.369141;212.584656;10.686462;4.142024;1.186665;-4.097416;3.024105;7.281659;7.596889;13.873347;18.998642;19.065008;19.306248;12.559409;387.517731;2.72681;2.646256;2.916804;2.538667;2.533819;2.962689;2.355952;2.050247;2.218224;2.316034;1.799973;1.921893;6.68E-05;31.63901329;25.78940392;36.62701416;90.76419067;78.0178299;71.03468323;111.2280426;128.9341583;55.45599747;44.55290604;52.62911224;58.45162582;1.000315964;0.969825468;0.966736317;1492;0;0;0;0;0
47;10.896221;48.370237;55.88103534;41.66527891;31.07052885;30.19220238;44.81945324;3.210963;30.863495;13.043656;17.580967;27.741467;495.978577;625;0;0;2198125;0;5796250;0;0;12500.95898;101373.8125;205837.6094;0;0;0;2797.39209;0;56385.49219;0;0;0;0;0;12399.03418;0;30567.10352;0;0;44644.78516;444.695251;82.087425;278862.9375;4681.25;572213.9375;11740.73926;154.17009;10.682753;4.14447;1.190926;-4.096341;3.021482;7.276291;7.596247;13.870345;18.997236;19.066652;19.301683;12.558344;388.500458;2.723251;2.642052;2.91315;2.53475;2.530102;2.957812;2.354832;2.047343;2.216775;2.312832;1.798984;1.9206;6.67E-05;31.63901329;25.78940392;36.62701416;90.31971741;78.0178299;71.03468323;110.7715454;128.9341583;55.24077988;44.46556473;52.62911224;58.45162582;1.000315463;0.997017287;0.962254785;2402;0;0;0;0;0
48;10.903051;48.326013;18.23002492;13.6692449;20.57767677;18.72558333;17.96746568;3.212161;20.734934;7.250856;9.153712;20.860279;499.137604;433750;625;0;1133125;43750;1976875;111250;0;8914.53125;45276.77344;122132.5;0;0;0;16530;0;26215.84375;0;0;0;0;0;5033.161133;0;20180.96875;0;0;23563.5;109.913261;0;114548.8984;2222.444824;344850.875;7668.927734;0;10.721565;4.12947;1.159121;-4.117505;3.044717;7.323986;7.60835;13.902356;19.021345;19.063984;19.347601;12.574673;382.360504;2.750323;2.67049;2.935846;2.561099;2.555185;2.991915;2.363782;2.069468;2.226381;2.336647;1.80533;1.926978;5.80E-05;33.41019821;26.99071121;38.30791473;92.43932343;80.59074402;70.94462585;112.9850922;130.0882568;56.37221146;44.9702034;55.14302063;59.77419281;1.000311113;0.964054331;0.787170073;3684;0;0;0;0;0
49;10.963528;49.605914;17.77750758;13.76899171;20.45946937;19.93827918;17.85833085;3.082034;6.215135;6.053122;5.284844;5.911192;290.852112;0;0;0;703125;0;2514375;0;0;2815.634033;22179.625;70325.46094;0;0;0;15135.15039;0;45008.62891;0;0;0;0;0;0;0;4461.943359;0;0;16829.39844;625.074829;82.904205;120476.9453;2149.962646;340016.3438;4092.077148;193.690491;11.144499;4.804869;2.117218;-3.442645;3.243254;7.227069;7.840189;14.421528;18.81601;19.212702;19.218143;12.912331;353.328644;2.887683;2.567505;2.98829;2.614543;2.770714;2.863972;2.411891;2.036521;2.386965;2.369108;2.120003;2.054611;5.80E-05;23.20087051;28.38827133;49.44496155;30.46809578;64.00304413;96.76378632;104.043457;66.03812408;61.25764465;59.28074265;86.73677826;66.89181519;0.977924349;0.437221177;0.272194091;3546;0;0;0;0;0
50;11.019353;50.984874;41.3160927;29.89423024;27.15038574;20.35838592;33.7717404;2.978732;17.155064;9.850466;14.747444;18.179081;203.120468;625;0;0;1435625;0;3287500;0;0;8797.777344;64660.45703;113320.8672;2513.04248;0;0;8941.428711;0;26537.79688;0;0;0;0;0;0;0;0;0;0;34300.875;590.564819;49.370186;243303.4531;4492.643066;412139.875;10989.0791;91.015594;11.411137;5.116668;2.611238;-2.274438;2.523019;6.634409;7.310645;14.08241;18.004421;18.623594;18.358259;13.020605;324.894836;3.759853;3.148397;3.817963;2.694087;3.224954;3.11655;2.812723;2.171123;2.719545;2.703506;2.378791;2.475778;5.28E-05;25.26114845;21.34433174;39.5537529;30.83203888;57.95866013;64.91786957;150.4422607;82.84217072;30.72764778;53.69705963;50.96715546;28.812994;1.000306704;0.965819326;0.916785915;2338;0;0;0;0;0
51;11.0248;49.462229;30.26465398;20.80106803;31.20888942;25.66122619;28.24846245;3.100577;18.557398;15.269397;16.780367;18.448961;306.049164;1083750;6875;0;4541875;90625;8983125;327500;1250;10570.95117;85779.71875;222661.5938;6277.499512;0;0;24901.95703;0;56026.35938;291.386658;0;4074.101562;31.599581;0;20781.80273;1082.63269;65363.66797;1977.435181;0;18948.70313;581.383301;33.979874;209502.9375;2061.806885;573645.8125;4632.645508;156.204132;11.082075;4.709189;1.975971;-3.708358;3.156602;7.191361;7.808784;14.371972;18.934301;19.237635;19.272739;12.866828;416.19162;2.859354;2.552878;2.965882;2.615679;2.717635;2.888447;2.408763;2.029448;2.373961;2.366616;2.075537;2.030673;7.30E-05;19.73203278;27.04439735;46.8107338;32.45989609;63.88093567;102.5753632;99.97344971;64.69837189;58.70736313;59.00904465;74.95337677;62.30249405;1.00027121;0.927786376;0.869015934;1474;0;0;0;431.9166667;1749.323236
52;11.02792;49.32273;22.3372161;16.08398639;23.77600869;19.90553571;21.25710578;3.101196;14.682675;2.735885;4.960156;13.796739;346.112274;147500;0;0;1448125;0;1786250;76875;0;7219.12207;28223.47266;46159.125;1640.049072;0;0;19524.10547;0;36490.17969;0;0;3960.108398;0;0;10417.04297;0;14772.60547;209.75267;0;29296.37305;418.467712;0;129754.3047;2102.961426;230198.7969;7280.861816;127.721008;11.082582;4.647637;1.872256;-3.806646;3.162787;7.256958;7.798337;14.384896;19.139391;19.338459;19.399273;12.91508;352.634857;2.842196;2.551119;2.959609;2.620569;2.668383;2.917391;2.425812;2.04597;2.375366;2.383205;2.04587;2.027364;5.53E-05;17.83563995;26.97875023;45.69075775;38.18712234;60.72670364;104.9459076;95.52213287;63.25222778;55.13938904;60.82949829;64.83761597;63.51361847;0.544902375;0.834197713;0.846196902;4570;0;0;0;0;431.9166667
53;11.036096;49.440478;51.80154656;33.36567347;37.99361969;27.66391667;42.70352816;3.100178;21.902529;18.592291;21.596119;20.570538;313.758728;493750;0;0;6251875;0;11928750;1875;0;10277.34863;93075.76563;232612.1719;0;0;0;33580.60547;0;68179.08594;0;0;4015.585449;427.097687;124.975754;30207.31836;1187.583496;61918.9375;2020.466187;225.34198;31280.95313;588.036865;0;238827.6875;4278.701172;644946.9375;10137.8457;50.312458;11.07551;4.689737;1.950937;-3.745037;3.149549;7.19397;7.805733;14.373147;18.965607;19.24995;19.291782;12.867741;433.36499;2.8567;2.551807;2.962567;2.61768;2.710737;2.893374;2.412222;2.031512;2.374767;2.369064;2.070275;2.029076;7.35E-05;19.63087463;27.19540024;47.29226303;33.8735466;63.2336731;104.1076813;99.27588654;65.09983826;58.51944351;59.8870163;73.40431213;62.69960403;1.000264814;0.986366703;0.953640479;2327;431.9166667;431.9166667;431.9166667;431.9166667;431.9166667
