FID;Longitude;Latitude;wkd_day_value;wnd_day_value;wkd_night_value;wnd_night_value;mean_value_NO2;radiation;nightlight_450;nightlight_4950;nightlight_3150;nightlight_900;elevation;industry_1000;industry_100;industry_25;industry_3000;industry_300;industry_5000;industry_500;industry_50;population_1000;population_3000;population_5000;road_class_1_1000;road_class_1_100;road_class_1_25;road_class_1_3000;road_class_1_300;road_class_1_5000;road_class_1_500;road_class_1_50;road_class_2_1000;road_class_2_100;road_class_2_25;road_class_2_3000;road_class_2_300;road_class_2_5000;road_class_2_500;road_class_2_50;road_class_3_1000;road_class_3_100;road_class_3_25;road_class_3_3000;road_class_3_300;road_class_3_5000;road_class_3_500;road_class_3_50;temperature_2m_10;temperature_2m_11;temperature_2m_12;temperature_2m_1;temperature_2m_2;temperature_2m_3;temperature_2m_4;temperature_2m_5;temperature_2m_6;temperature_2m_7;temperature_2m_8;temperature_2m_9;TROP_2018;wind_speed_10m_10;wind_speed_10m_11;wind_speed_10m_12;wind_speed_10m_1;wind_speed_10m_2;wind_speed_10m_3;wind_speed_10m_4;wind_speed_10m_5;wind_speed_10m_6;wind_speed_10m_7;wind_speed_10m_8;wind_speed_10m_9;trop_mean_filt_2019
77;11.597062;50.933513;16.2964844;11.36653742;18.02287157;16.28728571;15.76761538;2.954798;12.466928;3.062128;5.069834;11.810664;145.394562;136250;0;0;1019375;0;1864375;21875;0;11296.93457;42874.26953;66398.64063;0;0;0;0;0;0;0;0;5566.696777;0;0;15861.47363;565.990723;29269.62891;2545.016602;0;34046.09375;478.430176;62.606476;153406.4688;2349.134277;262800.8125;7549.827148;106.825623;11.527259;5.114853;2.543483;-2.422659;2.712766;6.708331;7.26806;14.196389;18.251665;18.706387;18.65406;13.164904;294.602844;3.552035;2.971712;3.544481;2.600447;3.056192;2.955532;2.680035;2.127507;2.617549;2.545635;2.319852;2.387739;4.55E-05
78;11.611464;52.127899;17.7264248;13.26524332;20.64387735;17.26542413;17.52740268;2.954102;20.616922;12.186063;16.893696;21.277168;59.676685;126875;0;0;846875;0;2690000;0;0;8230.030273;55761.46094;123523.8594;4907.486816;0;0;20443.77539;0;33686.10547;0;0;0;0;0;10467.41211;0;22220.70703;0;0;30166.33203;385.737366;0;239594.9688;3959.358887;526042.5625;11021.38867;50.259548;12.372656;6.165228;3.45903;-1.310027;2.773979;7.356059;8.155408;14.763983;18.337761;18.749187;18.80794;14.294941;343.515106;3.427776;2.800315;3.333447;2.456391;2.936664;2.794949;3.088609;2.438995;2.785725;2.355797;2.408569;2.392436;5.32E-05
79;11.631919;52.131742;31.74819872;21.64973288;24.56428296;19.75648746;26.97215754;2.949646;36.696781;12.508533;17.286533;32.196255;58.518456;1250;0;0;916250;0;3699375;0;0;8123.949707;58126.14063;128273.0313;5114.47998;0;0;18753.70898;0;33222.78516;119.244537;0;1958.632568;0;0;11706.58594;0;21172.72656;0;0;32904.86719;732.773254;82.178146;237504.2031;3330.461426;523679.1875;7985.023438;231.046844;12.384215;6.175066;3.467537;-1.298133;2.778262;7.376951;8.174953;14.789268;18.360659;18.766378;18.832975;14.315213;342.545288;3.427165;2.800538;3.333242;2.456211;2.941028;2.7953;3.086831;2.437625;2.786635;2.354239;2.408689;2.395984;5.22E-05
80;11.632669;52.12076;43.74494997;29.62993197;27.24831569;19.58612172;34.82776426;2.949246;25.816965;12.305951;17.686255;24.335661;57.428192;625;0;0;1279375;0;3255625;0;0;6077.319824;58153.72656;123623.4922;84.8899;0;0;18828.97461;0;31722.82031;0;0;0;0;0;9688.695312;0;17552.41406;0;0;24955.0332;757.017334;111.012207;221710.5313;4568.654297;528341.5625;10653.10352;254.494659;12.37905;6.169878;3.46104;-1.309261;2.779556;7.366229;8.165971;14.783708;18.36322;18.767698;18.833069;14.310736;340.555969;3.420545;2.794997;3.325043;2.453157;2.934504;2.792365;3.081731;2.434481;2.781985;2.352377;2.402844;2.392007;5.18E-05
81;11.661233;50.791616;6.009259882;4.56255814;5.921686567;5.568046972;5.670826579;2.916773;0;0.081936;0.02458;0;349.46344;0;0;0;0;0;0;0;0;0.117894;464.223572;1994.344727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1762.716064;0;0;19453.52148;0;67490.42969;575.808105;0;11.440195;4.976524;2.295825;-2.759684;2.67793;6.74234;7.205379;14.230749;18.194254;18.644321;18.725641;13.068368;265.795898;3.486371;2.960179;3.506711;2.619663;2.98175;2.894418;2.592455;2.068538;2.525854;2.466401;2.302186;2.371627;4.05E-05
82;11.73846;52.99875;8.650346933;6.645646259;9.576286961;8.241380952;8.450011956;2.866687;7.180743;1.315113;3.03189;6.728269;27.334799;58750;0;0;1351250;0;1570625;0;0;2707.100342;11662.26563;14627.67969;0;0;0;0;0;1636.438965;0;0;0;0;0;9340.046875;0;14057.71387;0;0;20219.36914;173.568146;0;80156.46094;2466.689453;130741.5938;6955.824219;0;12.274902;6.052381;3.651361;-0.498002;2.42844;7.167579;8.013256;14.493061;17.838873;18.121431;18.539791;14.22519;284.88092;3.564839;2.986053;3.575065;2.593824;3.201222;2.865512;3.193547;2.667199;3.027505;2.424859;2.688983;2.692763;4.06E-05
83;11.738962;51.803534;19.90931755;13.80829252;18.71440694;14.18603819;17.91764079;2.976;12.371262;3.745184;6.992856;13.884161;64.661263;403750;0;0;3916875;0;4967500;0;0;3652.306152;17459.03125;24167.31445;0;0;0;158.18866;0;20058.51172;0;0;2831.84668;0;0;9772.407227;0;12174.0332;0;0;21373.93164;495.40332;112.03019;106244.1406;3585.70166;183905.1875;8150.854492;233.816391;12.587262;6.308927;3.575991;-1.089336;3.064438;7.545789;8.323519;14.933113;18.777517;19.126827;19.204643;14.478144;352.59082;3.499978;2.939863;3.418705;2.531138;3.01893;2.857493;3.009246;2.362742;2.748683;2.389127;2.386071;2.485871;5.31E-05
84;11.777818;48.853211;11.7288963;9.199916782;12.26009718;11.44492718;11.34661764;3.188816;0.434232;0.380933;0.295422;0.339932;367.29126;0;0;0;46875;0;98750;0;0;189.289612;1393.250244;4805.072754;0;0;0;0;0;0;0;0;0;0;0;0;0;477.406494;0;0;5155.361328;24.899918;0;35303.8125;949.782654;92283.67188;2003.971191;0;11.018932;4.423134;1.5754;-4.651709;2.800063;7.382096;7.982354;14.582807;19.713875;19.743469;19.884275;13.058715;328.552734;2.674931;2.431073;2.717117;2.305135;2.375875;2.767435;2.456393;2.033874;2.27559;2.324494;1.852055;1.87141;4.98E-05
85;11.850274;52.602056;10.43666574;7.431530612;12.27654634;9.873007246;10.2486441;2.916751;13.181631;1.787017;4.1923;12.251506;37.704666;0;0;0;899375;0;1267500;0;0;4543.007324;19303.56641;23307.99023;0;0;0;0;0;8140.669434;0;0;0;0;0;0;0;15839.86328;0;0;35303.73438;236.137268;48.694389;117327.4922;2470.175537;144350.9219;9366.291016;88.099998;12.326737;6.107144;3.602272;-0.70767;2.571299;7.397977;8.201076;14.772361;18.16213;18.512079;18.782982;14.347537;310.330322;3.44893;2.842848;3.412635;2.469379;3.022711;2.783316;3.10205;2.475993;2.87772;2.318992;2.515915;2.498044;4.30E-05
86;11.864763;52.268354;12.11610987;8.696768707;15.58416988;12.86304296;12.36167185;2.93164;8.039787;1.767287;3.800185;7.262162;50.948925;8750;0;0;2051250;0;2731875;8750;0;2884.746094;10724.61719;12610.70313;0;0;0;0;0;11340.85156;0;0;3313.744141;0;0;9898.138672;538.405884;16158.43652;1511.744751;0;25519.13281;58.086563;0;83875.84375;1703.738037;109310.9375;6647.588867;0;12.469951;6.260201;3.573888;-1.029983;2.746527;7.597113;8.369947;14.998389;18.544744;18.888071;19.079075;14.527033;319.368164;3.502612;2.888642;3.44269;2.509245;3.059791;2.840348;3.121035;2.468054;2.864713;2.369602;2.469741;2.49577;4.60E-05
87;11.879245;48.909518;24.0827378;19.45794558;18.05154808;16.859;21.07785241;3.126657;5.626307;1.965831;3.652564;5.566022;348.431946;136875;5000;0;1142500;48750;1810000;89375;0;2117.106934;11021.44922;17527.38281;0;0;0;0;0;0;0;0;0;0;0;1968.1698;0;8220.476562;0;0;23737.48828;511.700256;67.603378;116461.8906;2388.897705;213162.2813;6910.115234;187.434372;10.901189;4.308898;1.458294;-4.896082;2.661255;7.244108;7.854757;14.478122;19.54982;19.60343;19.775406;12.945556;299.877228;2.700763;2.431938;2.736848;2.326616;2.379697;2.747617;2.493529;2.027039;2.28502;2.318791;1.865659;1.888162;5.06E-05
88;11.891412;51.837306;9.107815642;6.972877551;10.77646946;9.875369928;9.171559703;2.984075;0.432899;0.161666;0.13934;0.35846;74.701462;0;0;0;33125;0;60000;0;0;196.339523;912.535889;2604.349121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6507.124023;13.169033;0;23025.35938;1021.188965;79842.20313;2252.212158;0;12.553089;6.289969;3.564492;-1.187096;3.033143;7.58305;8.389225;15.055402;18.854687;19.165298;19.320034;14.55103;339.617462;3.452625;2.884222;3.35334;2.497922;3.012942;2.831068;2.999543;2.367897;2.734471;2.361938;2.368877;2.476529;4.75E-05
89;11.897492;50.320611;17.02160606;11.72022449;18.83645673;15.32097619;16.28196165;2.996037;9.438989;2.175732;4.152959;8.322189;528.29425;336250;6875;625;1671250;58750;2446875;71875;1875;4872.402344;25884.71289;37289.53125;0;0;0;2572.075928;0;19530.91406;0;0;7421.910156;0;0;20310.9668;903.454651;27558.45313;3261.396484;0;22646.97852;191.805115;63.084892;145126.3125;1583.037964;251230.0469;4637.76709;82.447182;9.773343;3.410777;0.420571;-5.499952;1.058791;5.255893;5.994462;12.959596;17.016068;17.365133;17.57238;11.444598;261.478424;3.311238;2.883547;3.355745;2.698037;2.92333;2.931984;2.630956;2.100368;2.545441;2.502226;2.34766;2.383779;4.02E-05
90;11.948795;48.904228;21.04740144;15.30176144;18.65135659;15.69446602;18.87270358;3.145272;1.463156;1.566954;2.254605;1.671716;341.768188;57500;0;0;1249375;0;1678125;0;0;596.334351;5068.124512;13258.12109;0;0;0;0;0;0;0;0;2001.113281;197.413651;40.88422;9639.791016;580.134949;14638.67773;996.089111;105.636986;7668.663086;162.952484;9.537071;55391.85156;561.624023;152375.2344;2240.9646;59.143017;10.949784;4.343163;1.490634;-4.879074;2.692731;7.292162;7.939528;14.560155;19.636766;19.691061;19.857393;13.007632;303.383881;2.691724;2.418916;2.719156;2.306483;2.356126;2.72223;2.488266;2.020759;2.276412;2.304374;1.854948;1.883243;0.000047904
91;11.96096;51.197249;19.36049888;13.31319048;13.51176241;10.80358354;16.00112999;3.005835;10.686007;2.845303;4.732986;9.548827;114.942566;58750;0;0;797500;0;1263750;43750;0;4362.084961;19731.85547;25414.27539;0;0;0;8860.134766;0;42431.15625;0;0;2701.178711;213.730957;54.696136;7940.355957;623.691528;15317.77539;1563.389282;93.053398;23506.47656;213.394363;51.813328;118914.8594;1764.153931;175238.75;5671.925781;78.983665;12.330729;5.8939;3.26361;-1.749229;3.190984;7.482669;8.088972;14.931034;19.143326;19.415033;19.484446;14.186258;381.601532;3.708105;3.157637;3.698745;2.687558;3.22157;3.042546;2.846104;2.290073;2.800052;2.559666;2.433865;2.548028;5.08E-05
92;11.979056;51.496185;17.15283124;12.02223129;18.68566619;15.74260143;16.40622721;2.976068;15.647725;8.999279;12.589517;15.571784;119.549751;6250;0;0;416250;0;1688750;6250;0;8633.855469;61517.17188;118587.125;3702.151855;0;0;18286.50391;212.043015;52440.33594;784.449402;0;4034.237305;0;0;15316.83887;1122.669556;23466.67578;2492.309326;0;33666.41016;133.153748;0;205704.1563;2875.222656;417905.5;7946.061523;0;12.417828;6.071816;3.406893;-1.319213;3.139767;7.518063;8.290283;15.062699;19.194784;19.355728;19.523563;14.445588;402.527618;3.506982;2.988343;3.44291;2.508175;3.048015;2.89671;2.810178;2.262075;2.703882;2.393598;2.353189;2.4722;5.55E-05
93;11.981314;51.494756;54.88911068;34.66214286;35.58784124;22.44305489;43.35071401;2.976233;15.647725;8.999279;12.589517;15.571784;121.387863;6250;0;0;431875;0;1487500;6250;0;8663.722656;62960.78906;119821.7891;3344.109131;0;0;18333.19727;39.0919;53210.47656;330.801727;0;4409.705566;404.164581;101.032005;16172.67773;1217.088379;24208.27148;2656.300781;179.136124;29591.35156;314.578094;28.302513;205749.625;2781.385254;419622.8438;7684.523926;105.81852;12.41887;6.072581;3.408592;-1.31885;3.141638;7.517176;8.28951;15.062207;19.195353;19.357679;19.524942;14.445827;403.101593;3.508289;2.989641;3.444446;2.509559;3.049539;2.897619;2.810737;2.262721;2.704812;2.394367;2.353759;2.473084;5.57E-05
94;11.983406;51.475164;31.62069152;20.29754508;23.79961994;18.27235075;26.33047127;2.974975;24.83952;9.733609;13.795472;22.150291;115.995903;98125;0;0;330625;0;1577500;6875;0;10903.92383;68047.83594;140654.0313;759.494507;0;0;19417.45508;0;37476.85938;0;0;9540.87207;735.144348;58.01725;24528.74219;2401.99585;32616.49414;5596.074219;294.457245;29028.82422;135.659851;0;203794.2344;2554.115723;479744.5;6633.292969;0;12.423227;6.071805;3.411337;-1.336893;3.151248;7.514304;8.284031;15.05686;19.204334;19.376245;19.533884;14.439092;411.877319;3.530615;3.010701;3.471266;2.528455;3.0689;2.912491;2.81687;2.268163;2.717501;2.407845;2.362885;2.484097;5.68E-05
95;12.032141;51.321364;12.62095411;9.463578231;14.13573985;12.71602625;12.38926694;2.994581;5.237989;8.478883;8.196409;5.279226;99.089722;41875;0;0;4211875;0;8572500;8750;0;770.388123;6226.778809;26831.24414;0;0;0;0;0;424.598389;0;0;0;0;0;2150.82666;0;22465.48633;0;0;18740.31836;254.428284;66.824036;65405.75781;3077.76709;198149.3438;7668.913086;114.363724;12.485429;6.089174;3.441262;-1.518742;3.253506;7.59016;8.29076;15.09867;19.343052;19.554506;19.668274;14.451043;418.478088;3.708767;3.181466;3.686405;2.693031;3.225171;3.035912;2.884039;2.331271;2.838659;2.531975;2.450383;2.579491;6.02E-05
96;12.064708;53.817775;6.805209199;5.842867133;7.299352267;7.174327628;6.774713196;2.848354;0.268446;0.127585;0.048592;0.19694;16.136749;75000;0;0;85000;0;275625;46875;0;217.292191;532.706787;2963.012939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5458.049316;159.071854;0;18437.14258;2019.6875;55744.99219;3517.310059;23.536388;11.730918;5.743237;3.359278;-0.413897;1.924662;6.120311;7.19539;13.532048;16.681648;16.947874;17.641621;13.665964;249.68277;4.056148;3.46934;4.13322;2.985506;3.644096;3.288501;3.677664;3.165771;3.604686;2.832487;3.103179;3.101779;2.91E-05
97;12.0749;50.877923;17.09832133;11.95581633;16.83898077;14.51757143;15.81126311;2.970588;22.961483;4.522814;7.152602;18.929081;192.735321;13750;0;0;55625;0;180625;0;0;7176.029297;37375.38672;63322.53125;0;0;0;2369.670898;0;32193.52344;0;0;0;0;0;9982.958008;0;17680.70898;0;0;31128.48047;145.000595;0;174151.9531;3166.794189;327526.4375;8138.083008;0;11.585535;5.166606;2.52381;-2.592617;2.805912;6.905771;7.297509;14.297718;18.446245;18.756645;18.912724;13.28825;310.358856;3.577518;3.030207;3.589359;2.716139;3.092168;2.986487;2.704255;2.173582;2.648314;2.511527;2.379951;2.462716;4.74E-05
98;12.080003;54.17133;12.76996418;10.34326531;12.10571581;10.75333333;11.95752137;2.874781;16.576452;9.00732;10.141871;15.27281;1.131482;463125;0;0;1431250;0;3656875;1250;0;5970.185059;22060.69531;51735.68359;0;0;0;0;0;16361.32422;0;0;2020.087891;0;0;6199.741699;534.934998;10391.33496;997.921997;0;19573.85938;6.932155;0;74779.5;3056.392578;163330.1094;8180.507324;0;0;0;0;0;0;0;0;0;0;0;0;0;288.335876;0;0;0;0;0;0;0;0;0;0;0;0;4.26E-05
99;12.09792;54.17729;17.86875691;17.91183673;17.03755482;15.40203804;17.44413172;2.870939;16.135149;8.35646;8.997338;14.341702;2.214663;109375;0;0;1638750;0;4040000;0;0;3748.612061;15681.75098;43088.1875;0;0;0;0;0;15005.73242;0;0;0;0;0;3762.663086;0;8184.174316;0;0;12691.31348;189.603561;19.906094;37704.81641;2007.972778;118137.3516;4049.410156;70.711288;0;0;0;0;0;0;0;0;0;0;0;0;288.628784;0;0;0;0;0;0;0;0;0;0;0;0;4.24E-05
100;12.099553;54.09262;35.34962738;24.3085034;20.5464497;15.76190476;27.85649264;2.87414;26.638794;11.501365;16.132772;24.494221;13.385056;374375;0;0;1260625;10000;2265000;105625;0;7752.754883;44566.00781;87609.59375;0;0;0;10744.34961;0;20556.89258;0;0;2742.101807;405.27655;146.16362;15177.73828;1064.011841;29085.09766;1564.755615;233.398788;27581.63672;213.228134;24.314901;166308.4219;2060.446289;317646.6563;7490.637695;70.235191;11.894608;6.109674;3.553761;0.171789;2.013959;5.890745;7.105335;13.166045;16.560907;16.92959;17.669712;13.919666;276.092773;5.021183;4.437638;5.103709;3.7917;4.441418;3.900828;4.485699;3.736725;4.420835;3.418707;3.753659;3.809906;3.74E-05
101;12.101557;49.015245;48.61770569;37.91318367;33.16565657;33.29580952;41.44046159;3.155507;29.013266;10.516699;15.951349;25.310392;343.12146;3125;0;0;1480000;0;4478125;0;0;8299.855469;63702.14063;113542.3828;0;0;0;34207.73828;0;87116.10938;0;0;0;0;0;2316.185547;0;10485.66895;0;0;33502.17969;475.730316;49.458675;244686.1719;3940.13916;441263.25;7956.608398;155.713409;10.94779;4.265216;1.457223;-5.434932;2.426774;7.038354;7.965648;14.554414;19.493874;19.672178;19.710501;12.996775;321.036102;2.69311;2.397911;2.718681;2.360403;2.351646;2.662438;2.543251;2.023272;2.3059;2.2804;1.87787;1.915421;5.83E-05
102;12.128139;49.321955;20.94430105;15.26629932;20.41413462;18.61735714;19.5149331;3.107157;5.125248;1.756097;3.329323;4.67126;389.372742;0;0;0;484375;0;1336875;0;0;1908.562378;12773.2793;20208.41016;0;0;0;17308.23047;0;32914.29688;0;0;0;0;0;4315.679199;0;7854.207031;0;0;19936.72266;346.134949;75.358185;128292.1016;1766.693848;219487.9531;4937.808105;138.93959;10.649837;4.081216;1.29461;-4.853209;2.343896;6.747962;7.548381;14.361267;19.094395;19.224855;19.451527;12.654422;273.303101;2.730755;2.388219;2.715521;2.462944;2.552952;2.733868;2.530466;2.045074;2.348781;2.303031;1.952893;1.919269;4.61E-05
103;12.138054;50.486138;26.72986061;17.8445034;18.43641236;12.39959524;21.6979939;2.95905;14.05159;2.788273;5.516478;12.696688;344.675049;119375;0;0;956250;8750;2305000;23750;0;7506.957031;34457.22656;46042.73438;0;0;0;0;0;16995.43945;0;0;5178.297852;533.04657;164.927063;18405.58398;1328.074707;29984.38867;2196.545898;222.390579;24746.10547;224.95871;71.31356;168508.6875;2027.71814;277175.8438;6623.898438;116.101334;10.29946;3.945772;1.023967;-4.749726;1.469637;5.706901;6.332975;13.36543;17.438646;17.822792;18.034147;12.0423;277.675018;3.47601;3.001797;3.517523;2.857784;3.028346;3.032217;2.695689;2.210825;2.651348;2.573978;2.433133;2.510524;4.29E-05
104;12.141994;54.092278;44.96617647;29.25931973;24.90400219;14.89137466;34.33341923;2.874294;33.823528;11.712611;17.08263;29.386333;8.245862;0;0;0;510000;0;1693750;0;0;5406.568848;46023.25781;84182.82813;0;0;0;474.080231;0;37824.125;0;0;3442.367188;200.087494;75.051353;17424.32422;591.924072;24389.89648;1098.069458;111.567253;22610.45117;583.265503;25.011311;173005.8906;3448.648193;318807.4688;8301.615234;139.692795;11.872314;6.081753;3.533623;0.155837;1.997438;5.887257;7.090343;13.160155;16.547955;16.915598;17.657816;13.889771;273.827118;4.932049;4.350227;5.0092;3.717444;4.361388;3.838629;4.416885;3.676042;4.353412;3.365561;3.689698;3.747815;3.67E-05
105;12.157051;48.539801;31.9460243;23.35136735;24.93672115;21.99361905;27.69221696;3.214446;19.099573;6.676107;12.481651;17.445581;394.757172;23750;0;0;2558125;0;3764375;11875;0;7527.768066;47039.97656;67542.64063;0;0;0;9350.012695;0;26828.12305;0;0;684.870239;0;0;12782.6582;0;20226.65039;0;0;25431.76563;399.882446;42.671234;201315.9063;1821.612305;329658.6563;7576.668457;96.260437;11.05762;4.307313;1.329593;-4.523952;2.980332;7.51727;8.032729;14.619127;19.77013;19.71694;19.971241;13.058836;341.369812;2.750938;2.505369;2.759816;2.460157;2.452365;2.792788;2.482391;2.125339;2.258878;2.324987;1.838349;1.864094;5.57E-05
106;12.159361;49.67895;26.6540066;19.11678912;24.58782692;21.86122619;24.26994331;3.051369;15.34832;2.793312;5.580733;13.560714;403.097534;58125;0;0;338750;0;485000;0;0;5737.385742;26668.27344;36856.25;0;0;0;14923.17578;0;27397.57422;0;0;0;0;0;15339.76758;0;23306.58594;0;0;31441.65625;467.826172;44.356407;153715.1875;4522.55127;247517.375;11269.73145;157.053284;10.209888;3.604898;0.564617;-5.25192;1.474743;6.158068;7.007937;14.031215;18.345764;18.525385;18.851202;12.198157;267.807922;2.897103;2.541047;2.886878;2.639657;2.755111;2.832628;2.602064;2.079992;2.439589;2.386552;2.100311;2.056796;4.19E-05
107;12.174105;54.161555;10.49584718;8.914285714;11.39915507;9.983394834;10.3608657;2.883402;0.414112;5.712242;3.746727;0.643694;3.654646;0;0;0;1615625;0;3775000;0;0;152.638428;6909.279785;29065.03906;0;0;0;0;0;14479.13184;0;0;0;0;0;0;0;5540.425781;0;0;2989.521729;76.7575;0;21341.65625;686.070251;83600.92188;1335.151978;0;11.917663;6.230272;3.633508;0.326984;2.02951;5.847196;7.079207;13.058821;16.516205;16.891415;17.665354;13.966228;283.690643;5.240425;4.66938;5.347679;3.994785;4.644687;4.047059;4.642789;3.84633;4.595571;3.547798;3.884068;3.999771;0.000038824
108;12.175512;53.78175;8.922930464;6.291138378;7.532063335;6.632896305;7.872379402;2.843852;4.97221;1.560154;2.874088;5.174299;20.284733;0;0;0;27500;0;298125;0;0;3066.831055;15025.49707;21134.26172;0;0;0;0;0;0;0;0;0;0;0;11295.60352;0;18775.01953;0;0;19893.09961;430.728516;68.327576;82099.32031;2262.706055;128525.6953;5045.831055;81.733696;11.684125;5.704376;3.31368;-0.51985;1.854677;6.083154;7.169659;13.530776;16.671221;16.952053;17.651335;13.6384;250.3405;4.004456;3.425969;4.089413;2.947125;3.600784;3.242029;3.619937;3.107347;3.54365;2.788888;3.052859;3.077345;2.98E-05
109;12.188324;47.648459;39.44003303;38.08529932;30.39408173;29.47446429;36.0790888;3.256957;0.85604;0.576296;0.701292;0.943032;470.731689;53125;0;0;173750;0;463125;0;0;989.59436;7982.19043;16943.30273;5141.397461;396.680298;29.758926;13330.33106;1505.543091;25486.14258;3128.249756;152.690186;539.28949;0;0;5059.849609;0;13958.28711;0;0;8146.691406;202.459442;37.518623;79196.6875;1252.689941;175895.1094;2449.563477;68.519325;8.297326;-0.275686;-4.104781;-7.52725;-0.210722;4.304526;4.492593;11.179453;16.044664;16.095314;16.961082;9.690194;237.543259;1.327459;1.218774;1.342089;1.248094;1.207252;1.396643;1.330405;1.237959;1.173314;1.179564;1.019154;1.036194;3.85E-05
110;12.205199;50.655861;15.62524008;11.30396599;15.44811538;14.23295238;14.62736888;2.94252;14.450114;1.38031;2.879961;12.361724;272.310211;80625;0;0;440000;0;942500;17500;0;5938.435059;12588.0918;17771.28906;0;0;0;0;0;0;0;0;3302.489014;0;0;10633.51856;663.025391;19421.45898;1372.027954;0;31246.10547;637.245361;26.87109;88885.76563;4532.057617;154442.7188;10257.49609;162.162079;11.006355;4.62855;1.797332;-3.388488;2.21073;6.434458;6.845282;13.896512;17.979477;18.346809;18.598169;12.741597;281.831451;3.49285;2.990483;3.54051;2.769183;3.006374;2.974235;2.641423;2.147278;2.593253;2.507721;2.385141;2.465055;4.12E-05
111;12.211112;50.608136;8.6937787;6.308006803;9.403980769;8.44125;8.384391336;2.959176;0.34629;0.885932;0.408992;0.21539;434.35611;0;0;0;177500;0;838125;0;0;237.034546;5083.568848;16961.79102;0;0;0;0;0;0;0;0;0;0;0;2858.217529;0;11041.12695;0;0;6807.301758;212.852478;23.60603;67131.92969;2315.605469;190891.1563;3849.805176;93.416214;10.779328;4.411166;1.537095;-3.804554;1.921273;6.192437;6.673355;13.726077;17.80372;18.18092;18.413683;12.518053;285.177582;3.483006;2.985332;3.534462;2.792267;3.009499;2.985354;2.654721;2.159002;2.606754;2.519449;2.391899;2.471533;4.38E-05
112;12.244764;51.840576;21.58074074;14.34640816;16.39364598;13.30613365;18.17969225;2.94548;17.24194;3.87951;6.206749;15.376278;64.870247;40625;0;0;2136875;0;3708750;0;0;5984.102539;27267.99805;49076.27734;0;0;0;2100.274902;0;13027.6084;0;0;2933.46582;0;0;15918.14844;0;30821.29688;148.947693;0;33173.66406;877.50061;201.635803;135680.3125;4935.137695;237057.9219;12374.33789;438.252808;12.46532;6.177905;3.478473;-1.377996;2.905614;7.563708;8.46112;15.253625;19.097658;19.269949;19.563217;14.629461;340.721588;3.421776;2.865156;3.320416;2.486825;3.036067;2.831776;2.987223;2.403901;2.762159;2.361765;2.388207;2.511423;5.02E-05
113;12.297411;51.317905;15.83235506;11.00657823;16.14550193;14.28716667;14.84055745;2.984456;16.578489;9.885009;11.501141;16.295097;121.792061;10000;0;0;1081250;0;2656250;0;0;9183.834961;66770.82813;121008.5625;0;0;0;0;0;5771.45752;0;0;2519.287598;0;0;19076.25586;0;36002.25391;0;0;29065.41797;387.48233;35.040001;157704.0313;1870.61499;352409.5;6426.84668;111.566772;12.270086;5.921217;3.275;-1.908904;3.02415;7.329886;8.106528;14.956649;19.293898;19.435404;19.649652;14.285751;414.890686;3.70819;3.189767;3.689254;2.725885;3.250681;3.04036;2.935465;2.371806;2.890357;2.538462;2.479254;2.605772;5.91E-05
114;12.302866;51.651166;14.62030904;10.94051318;15.88976424;13.88346715;14.15147137;2.966909;6.452921;5.558196;7.23815;7.273134;78.531403;753750;0;0;6158125;0;11340000;76875;0;2184.416016;13755.99805;34736.57813;0;0;0;0;0;0;0;0;0;0;0;8353.366211;0;24826.27539;0;0;12674.14258;392.151184;33.226112;67247.57813;2874.324707;203246.0313;6472.245117;151.232544;12.409593;6.092737;3.443089;-1.395045;2.990549;7.407173;8.314599;15.163141;19.243713;19.32807;19.629208;14.532196;367.397247;3.447339;2.925514;3.361665;2.487183;3.059371;2.853351;2.893048;2.33726;2.733635;2.36936;2.375155;2.509843;5.24E-05
115;12.334686;51.335872;46.44288243;32.91620408;29.06998077;24.07040476;37.59925495;2.974734;20.900642;16.561663;19.411369;20.626587;118.071365;26250;0;0;912500;1875;2826250;1875;0;10770.16113;71808.73438;194512.4063;0;0;0;3199.115723;0;9152.426758;0;0;3554.981445;200.038422;65.242722;23629.5293;865.399536;56029.39453;1677.631348;81.286789;33209.67188;285.272034;0;182526.7344;4008.052246;527432.5625;12159.47949;24.693077;12.250837;5.909541;3.262953;-1.900615;3.009178;7.31474;8.092309;14.954948;19.288656;19.413174;19.646423;14.279338;417.60907;3.689739;3.173061;3.666945;2.711922;3.241159;3.027378;2.93704;2.373288;2.886407;2.526896;2.474963;2.601717;5.86E-05
116;12.377163;51.344164;49.02042202;36.90507514;31.57233333;27.51368547;40.51016945;2.976951;65.23204;19.232197;28.526846;55.414024;112.180527;101875;0;0;696250;0;2896875;0;0;12954.92871;91080.23438;211875.7031;0;0;0;1466.80957;0;15209.77441;0;0;9164.943359;551.734009;128.189301;31095.31055;1358.831787;57390.26172;3156.387695;232.22258;30514.82422;657.692871;144.231812;278004.8125;2901.299316;615564.9375;6595.13916;340.957123;12.233809;5.897827;3.249461;-1.922625;2.99347;7.30382;8.081714;14.955032;19.291317;19.400614;19.651533;14.27216;421.56723;3.681612;3.166546;3.657671;2.708651;3.240216;3.022138;2.944252;2.380695;2.891478;2.524396;2.477729;2.603401;5.89E-05
