FID;Longitude;Latitude;wkd_day_value;wnd_day_value;wkd_night_value;wnd_night_value;mean_value_NO2;radiation;nightlight_450;nightlight_4950;nightlight_3150;nightlight_900;elevation;industry_1000;industry_100;industry_25;industry_3000;industry_300;industry_5000;industry_500;industry_50;population_1000;population_3000;population_5000;road_class_1_1000;road_class_1_100;road_class_1_25;road_class_1_3000;road_class_1_300;road_class_1_5000;road_class_1_500;road_class_1_50;road_class_2_1000;road_class_2_100;road_class_2_25;road_class_2_3000;road_class_2_300;road_class_2_5000;road_class_2_500;road_class_2_50;road_class_3_1000;road_class_3_100;road_class_3_25;road_class_3_3000;road_class_3_300;road_class_3_5000;road_class_3_500;road_class_3_50;temperature_2m_10;temperature_2m_11;temperature_2m_12;temperature_2m_1;temperature_2m_2;temperature_2m_3;temperature_2m_4;temperature_2m_5;temperature_2m_6;temperature_2m_7;temperature_2m_8;temperature_2m_9;TROP_2018;wind_speed_10m_10;wind_speed_10m_11;wind_speed_10m_12;wind_speed_10m_1;wind_speed_10m_2;wind_speed_10m_3;wind_speed_10m_4;wind_speed_10m_5;wind_speed_10m_6;wind_speed_10m_7;wind_speed_10m_8;wind_speed_10m_9;trop_mean_filt_2019
371;8.355628;49.028594;22.08028484;15.1985034;25.06449348;21.65801242;21.43977877;3.217397;15.676297;12.137597;12.969136;15.503386;116.182373;3125;0;0;1494375;0;6893125;0;0;10293.29688;66259.82813;147811.5313;0;0;0;21698.60156;0;51772.44922;0;0;4107.298828;0;0;23887.42969;853.36554;37761.32813;1866.569824;0;29491.97266;0;0;172949.1719;201.943451;358679.2813;5474.023926;0;12.650446;6.336741;3.767188;-1.759293;5.118735;8.994288;9.546458;15.962952;20.804682;21.332233;20.533493;14.892571;555.965393;2.622603;2.740512;3.334486;2.526984;2.733361;3.041648;2.195773;1.956694;2.403766;2.457014;1.92964;2.239486;0.000076092
372;8.360797;51.442993;13.69904335;7.417291066;12.24710317;7.539519704;11.57019777;2.850466;2.033715;0.634722;1.265338;2.053992;316.090332;13750;3750;0;989375;12500;1131250;12500;0;2828.161133;10314.92578;13570.58594;0;0;0;0;0;0;0;0;1671.743408;0;0;5950.271973;0;12322.30469;295.342896;0;21717.84375;561.558105;40.401123;89824.6875;4129.969727;129034.1641;8355.619141;151.263092;11.142525;4.810924;2.059725;-2.279798;2.882624;6.738769;6.295545;13.24207;16.795321;17.16062;16.705666;12.294641;337.681244;3.996172;3.200799;4.030411;3.042161;3.755605;3.441981;2.951241;2.414774;3.021283;2.776558;2.535655;2.786562;4.59E-05
373;8.3649;49.6287;28.59414655;22.36597781;27.31588663;24.49311893;26.71290703;3.153694;24.710672;5.2456;8.17711;20.374989;97.583748;123750;0;0;1408750;0;2907500;5625;0;6929.006348;31817.52344;55484.87109;9656.613281;0;0;22480.25781;0;32850.57422;0;0;785.778442;0;0;8874.666992;0;12965.41211;51.386852;0;37126.33594;680.311768;69.819168;146776.7344;5883.266602;259352.8594;13025.17383;165.069931;12.431161;6.277133;3.910407;-1.051278;4.637543;8.638727;9.331519;15.806479;20.341396;20.846823;19.96183;14.609225;581.543274;2.799456;2.69095;3.290922;2.406379;2.777654;2.924202;2.344952;2.02372;2.455859;2.468;2.00132;2.260756;8.19E-05
374;8.38719;49.00796;46.60100531;34.82129252;32.54733936;29.41080745;39.37397785;3.220454;27.352383;11.409744;15.955245;25.723389;120.903107;0;0;0;800625;0;1387500;0;0;11460.71387;77102.67188;156915.0156;0;0;0;29124.05859;0;67652.8125;0;0;8835.883789;225.615723;75.190979;29309.16406;1567.815918;52504.25781;4209.362305;125.338989;37522.75781;267.513184;25.056334;240751.5938;2689.001465;461297.8125;8616.298828;75.171036;12.600857;6.300726;3.715441;-1.872017;5.108468;8.941931;9.492525;15.901217;20.737064;21.291531;20.50676;14.840418;534.860107;2.636486;2.738744;3.328354;2.527931;2.734462;3.050756;2.202659;1.963599;2.397692;2.456031;1.932674;2.244121;7.42E-05
375;8.39062;48.22915;46.04559194;34.27358747;25.37782238;20.86869565;36.48460821;3.108237;4.449713;0.816564;1.677497;3.892346;457.314789;6250;0;0;793750;0;894375;0;0;2190.737061;11295.61328;17733.94922;0;0;0;0;0;0;0;0;4079.80542;179.488098;75.72464;12708.95117;639.374207;17749.3418;1452.043457;121.840263;21405.375;340.849823;11.04292;92665.10156;4408.125;170038.5;8315.863281;45.051376;9.735264;3.275019;-0.445225;-5.394271;2.624132;6.312824;6.604864;12.876496;17.636225;17.865362;17.946516;11.551305;240.227737;2.320035;2.472087;2.746001;2.315727;2.430269;2.743916;2.092305;1.837047;2.196438;2.249267;1.711576;1.993162;3.83E-05
376;8.402331;49.514959;22.45598247;16.73444996;23.52938916;20.41689189;21.42754067;3.146338;23.069124;23.578697;33.291073;28.709198;94.217278;559375;0;0;7824375;0;13795000;625;0;6194.207031;48527.85547;132017.7344;3252.327881;0;0;20689.95313;0;91030.75;440.350464;0;1294.666138;0;0;5654.37207;0;18535.13281;0;0;22901.35352;462.397827;138.808777;110663.1484;3234.797363;363939.9063;8413.324219;275.244171;12.660078;6.393979;4.00502;-1.10469;4.811302;8.945894;9.690325;16.159555;20.796127;21.21159;20.354542;14.935959;670.172241;2.654047;2.618276;3.205166;2.348141;2.683407;2.856214;2.274294;1.971047;2.396387;2.415035;1.933336;2.177913;0.000121009
377;8.40666;49.07655;21.612266;15.37306122;21.49949875;18.18111801;20.0702207;3.21061;2.352579;3.381987;3.019516;2.502431;111.527374;1875;0;0;882500;0;2198750;0;0;1705.288086;16873.91992;42985.03516;4166.508301;271.192993;0;19752.19531;1156.377441;25285.50391;2017.700562;0;0;0;0;4503.619141;0;18815.81445;0;0;11360.60352;0;0;70749.60938;227.431763;152521.0625;1056.940063;0;12.622526;6.280386;3.740356;-1.714976;5.043272;8.985086;9.474409;15.87343;20.73633;21.214554;20.470469;14.785843;543.75708;2.601145;2.709065;3.295457;2.491101;2.704038;3.007635;2.178656;1.938143;2.374553;2.420774;1.909129;2.188458;0.000068382
378;8.423;49.351124;27.73926193;21.36713605;28.63962019;25.04241955;26.48305255;3.180346;5.988811;4.397892;5.300392;6.123494;103.122177;80000;0;0;1286875;0;1724375;0;0;4295.570312;20152.35352;47998.13281;14153.55176;50.184166;0;32440.18164;3659.216797;56937.71875;8483.94043;0;0;0;0;0;0;5747.145508;0;0;23465.96484;267.582123;6.126322;86897.125;2611.916748;254908.3125;6425.534668;46.496273;12.67973;6.279759;3.854204;-1.534819;4.896993;9.031225;9.637714;16.117771;20.83382;21.144859;20.378149;14.839441;604.191589;2.432663;2.511726;3.069619;2.320641;2.564584;2.79056;2.168724;1.901657;2.32491;2.345168;1.859962;2.078273;8.50E-05
379;8.425897;49.455508;32.92326166;22.80645578;30.0768388;26.17980952;29.67629775;3.155351;22.942591;13.848144;12.342249;21.44215;96.964783;933750;625;0;2501250;53750;5021250;213125;0;7570.269043;41085.98438;113169.9531;4249.074219;409.09314;0;27391.49609;1789.770508;70072.07031;3223.963379;79.744629;1203.885498;0;0;7167.904785;0;41488.55469;0;0;25448.39648;591.210083;68.563171;146602.5938;2866.178711;428762.1563;7240.018555;192.142441;12.661537;6.334568;3.92702;-1.278925;4.844037;8.976073;9.667816;16.134756;20.794422;21.158699;20.348501;14.884978;693.954895;2.552633;2.561273;3.134891;2.325768;2.62991;2.819339;2.221504;1.936705;2.359524;2.377923;1.897443;2.127555;0.000109592
380;8.44385;49.478498;52.28596952;39.13330584;37.63376339;35.12257449;44.65747069;3.133369;52.485706;26.273649;31.642054;45.870644;98.053322;158125;0;0;4427500;0;11492500;37500;0;7989.438965;62663.79297;153629.5938;13142.37012;0;0;30325.54883;2110.092773;43153.375;4289.841797;0;4711.99707;553.692017;116.508446;41560.32422;1463.414551;71958.375;2408.678711;205.890594;34075.67578;387.524597;0;227617.5313;3640.703125;465388.5938;9578.015625;1.944629;12.606748;6.302165;3.893246;-1.303997;4.806982;8.924671;9.624241;16.075815;20.721464;21.098614;20.293642;14.841016;690.254272;2.579141;2.569466;3.140912;2.325174;2.647207;2.82453;2.226132;1.942234;2.362108;2.379698;1.903375;2.133743;0.000119222
381;8.446079;50.221941;8.010077093;5.915870748;6.024386724;6.11802381;6.958201674;2.970039;0;0.716071;0.456372;0.015553;812.331055;0;0;0;44375;0;45000;0;0;1.226601;2540.382812;14119.43945;0;0;0;0;0;0;0;0;0;0;0;5150.099121;0;10958.47266;0;0;2978.066895;0;0;35475.33984;0;123522.625;848.944702;0;11.080779;4.984759;2.525839;-2.068548;3.439591;7.179858;7.433397;14.013339;18.076565;18.617926;17.973858;12.753352;409.976837;2.673757;2.412175;2.928851;2.2786;2.636746;2.694484;2.304436;1.913924;2.381058;2.303932;1.984874;2.182117;5.86E-05
382;8.451527;50.010325;28.2952484;21.41504762;30.79579457;27.949118;27.5471373;3.104163;14.587985;7.101867;8.151951;13.128202;92.123245;216875;0;0;1270000;0;3603125;0;0;5801.467285;30720.82031;70113.07031;3123.885254;0;0;40534.21094;0;85518.28125;0;0;0;0;0;17923.28906;0;34204.61328;0;0;31426.87109;423.586426;99.936279;125839.6094;4334.919434;250891.9219;11997.80664;203.827377;12.330479;6.078607;3.652279;-1.143558;4.447058;8.374127;9.03573;15.594441;19.909529;20.424955;19.593769;14.338637;647.034607;2.690922;2.501184;3.059729;2.354972;2.721106;2.810342;2.264097;1.953637;2.428845;2.364669;2.031082;2.242369;0.000100298
383;8.463597;48.048656;13.60097629;9.903401361;14.74039563;12.82335484;13.09390744;3.203564;10.784712;4.330172;6.093205;9.820886;701.49176;556875;29375;3125;1687500;198125;3452500;416250;8125;4876.92334;23908.99414;45416.40625;0;0;0;0;0;0;0;0;1592.185181;0;0;11234.61914;0;20288.89063;0;0;22162.37891;250.127502;25.2045;130943.2188;2058.677979;257462.6719;5910.890137;76.523132;9.620864;2.776958;-1.055182;-5.03366;2.122786;6.109135;6.480729;12.616449;17.408802;17.657751;17.766508;11.307796;245.024536;2.137353;2.393222;2.609758;2.150287;2.211785;2.609466;2.045568;1.745534;2.093618;2.14372;1.61329;1.81995;3.97E-05
384;8.465281;49.544078;25.68719184;19.28287293;29.35776081;26.56717364;25.42507435;3.118371;20.619366;18.473396;16.060656;21.465559;94.964256;454375;2500;0;3240000;42500;12125625;67500;0;7222.759277;43778.75781;100808.9844;0;0;0;15122.48633;0;35348.03125;0;0;4118.605469;0;0;14270.33984;0;24443.26367;1588.522705;0;23360.69531;0;0;108523.3906;373.033234;216720.1719;2889.56543;0;12.483149;6.247203;3.839523;-1.33122;4.736129;8.787849;9.497396;15.927721;20.519222;20.935987;20.126678;14.700182;661.14917;2.673116;2.61547;3.184758;2.347875;2.711349;2.856198;2.265692;1.974096;2.390173;2.406938;1.937417;2.174695;0.000103894
385;8.47204;49.49256;50.63037904;39.97693878;38.80040161;38.72484472;44.65063062;3.124502;40.546593;29.206635;31.28966;38.025372;100.826981;93750;0;0;5098125;0;13280625;0;0;8875.480469;69847.34375;180590.6094;19.785948;0;0;18345.60938;0;49842.48828;0;0;8878.160156;428.903625;104.457245;53839.50781;1440.457031;82181.98438;2451.603516;203.150146;41027.28125;378.329498;49.497437;214178.2188;2602.149414;540842.5625;8320.611328;122.14296;12.532668;6.244033;3.829131;-1.378372;4.767644;8.861147;9.554093;15.988147;20.619608;20.999763;20.213446;14.762896;668.284485;2.588064;2.566676;3.131669;2.320568;2.65726;2.822702;2.219893;1.94157;2.357142;2.373755;1.902902;2.130131;0.000115525
386;8.500619;50.567185;31.21981153;22.50980952;25.39921294;22.81386905;27.37434077;2.989693;18.341892;2.838953;5.385921;16.219173;153.80661;823750;9375;0;1548750;103125;1945000;326875;625;5878.690918;27459.83398;45745.76563;5124.476074;0;0;24757.90625;0;71216.97656;2028.528564;0;0;0;0;5537.162109;0;7869.006348;0;0;24271.31055;1076.028442;182.754959;163315.4219;3244.752441;303175.875;7172.475586;403.963196;11.221686;5.158545;2.566708;-2.30083;3.415996;7.152624;7.55961;14.252988;18.061344;18.643518;17.873274;12.915478;410.461975;2.956713;2.538225;3.113677;2.49341;2.834722;2.86388;2.471189;2.016195;2.501262;2.400279;2.094735;2.269236;5.78E-05
387;8.516798;49.825165;16.10844604;11.89488324;19.24206564;17.75448687;16.20872835;3.145499;0.923921;2.034037;1.985649;1.391387;90.216545;4375;0;0;958125;0;1785625;0;0;339.287506;9349.011719;32818.48438;0;0;0;0;0;8627.996094;0;0;0;0;0;5323.08252;0;22368.01758;0;0;403.784149;0;0;49243.66797;0;169003.375;0;0;12.197508;6.029037;3.640372;-1.281066;4.508573;8.36878;8.948173;15.451322;19.868055;20.364296;19.564201;14.213111;570.362854;2.75097;2.605782;3.193155;2.431249;2.813415;2.911586;2.254959;1.998321;2.456994;2.41592;2.049989;2.262188;7.88E-05
388;8.52628;49.00371;47.21272677;32.02469388;26.1635725;20.45808458;36.76000356;3.223694;5.515522;2.776994;2.455686;4.820025;138.025787;73750;0;0;293125;0;985000;625;0;4840.202637;17800.85156;42755.04297;0;0;0;3910.617676;0;23460.10156;0;0;3060.51709;279.740234;56.342224;13984.45996;887.507324;31089.30859;1547.648193;116.262321;22752.08594;207.459518;0;80090.00781;3672.822754;173215.7969;7794.076172;19.698406;12.428646;6.094989;3.520659;-2.060093;5.014358;8.805916;9.222314;15.602066;20.411705;20.937424;20.288195;14.531285;476.769531;2.623542;2.675948;3.238163;2.483649;2.689572;3.025084;2.201863;1.955979;2.336022;2.390527;1.901477;2.168468;6.24E-05
389;8.542517;50.10175;41.8056105;33.82602041;35.78794132;33.22517857;38.03572621;3.074885;22.769342;12.558195;17.231987;21.723854;104.638374;668750;0;0;4566250;3125;7221875;88750;0;13076.02734;63496.9375;146875.0625;0;0;0;40410.49609;0;120604.8281;0;0;0;0;0;0;0;3828.993652;0;0;31158.31641;424.104492;100.20224;114320.3281;4619.561523;336970.25;11132.33008;210.190018;12.009755;5.823553;3.374034;-1.41521;4.201175;8.047632;8.633012;15.232124;19.461452;19.994608;19.200359;13.962988;671.996094;2.694741;2.481438;3.019446;2.311111;2.703717;2.746339;2.262242;1.923431;2.417463;2.340277;2.02082;2.232219;0.000111827
390;8.548362;52.023155;25.06787651;16.95066239;21.37691654;19.31194342;22.09475639;2.83951;23.139084;7.444019;11.648671;22.885834;107.251495;134375;0;0;2273125;5000;4646250;56875;0;9351.342773;63423.66406;127832.1875;655.685242;0;0;12256.32617;0;18870.74414;0;0;279.388367;0;0;16341.20508;0;25178.5957;0;0;35610.91797;406.09613;93.866974;246512.8906;2062.058594;521544.625;7588.152832;203.046463;12.328514;5.939415;3.5153;-0.414174;3.820433;7.671897;7.593816;14.513109;17.933569;18.204361;17.853037;13.543222;443.287292;3.870178;3.143081;3.810449;2.682168;3.561013;3.138069;2.957007;2.433145;3.005316;2.658216;2.569597;2.699032;6.46E-05
391;8.55279;52.00562;40.63456302;29.13149059;25.23426994;20.74901003;32.88290297;2.827128;12.440989;7.445732;9.842067;11.271719;141.550323;10000;0;0;1423750;0;6070625;0;0;6846.570312;47462.125;126740.9609;0;0;0;9170.606445;0;31672.76367;0;0;4117.8125;397.973938;85.217651;13738.90723;1226.885132;24710.63086;2098.541992;206.438431;27727.89258;282.01535;0;200944.3594;2530.128662;500186.75;8147.220215;19.571804;12.321224;5.932435;3.507553;-0.426894;3.833416;7.680017;7.588652;14.522498;17.957167;18.217419;17.854921;13.537071;442.350311;3.873048;3.143987;3.819145;2.689401;3.56857;3.14577;2.958639;2.427979;3.008209;2.660565;2.567595;2.698535;0.000064067
392;8.569405;53.562455;21.73154691;17.77953623;19.5991861;18.97541087;20.20858887;2.807831;36.075466;16.759672;24.749668;34.638283;1.56973;1061250;30000;3125;4868125;220000;9613750;405000;8125;7069.935547;40622.52344;78247.42188;0;0;0;3624.596436;0;21847.04492;0;0;0;0;0;18919.88867;0;35601.58594;0;0;18116.28711;17.187403;0;104006.3281;1373.176758;237561.5781;3675.070312;0;12.749391;6.827165;4.261614;1.02264;3.298018;6.992834;7.747196;13.677754;16.664225;17.192108;17.372225;14.126214;404.412964;4.982383;4.068922;4.680271;3.557967;4.552638;3.776528;4.246236;3.440894;3.862329;3.241693;3.418599;3.447177;5.43E-05
393;8.576305;50.075464;26.91367862;19.78248377;20.98252042;17.55093484;23.25148538;3.066364;3.049866;24.15976;19.20348;3.54523;97.879028;5625;0;0;2298125;0;6668125;0;0;1121.583862;45404.25781;166537.5;0;0;0;63091.58594;0;134551.0313;0;0;0;0;0;929.320984;0;6660.166016;0;0;6583.068848;0;0;89461.49219;603.909241;267062.6563;1046.92749;0;12.084595;5.904284;3.465144;-1.339025;4.302592;8.145178;8.744474;15.331558;19.591822;20.122709;19.316101;14.059155;718.016174;2.716943;2.510504;3.057438;2.335098;2.737439;2.774036;2.254235;1.932923;2.430127;2.352792;2.035109;2.245412;0.000121765
394;8.59876;53.585262;44.49725111;24.79134014;28.98530347;22.189118;34.92583928;2.81052;14.515692;13.169901;10.657427;12.900038;7.12844;145625;0;0;2916250;0;8168125;39375;0;5795.674316;37239.44922;71136.10938;0;0;0;10177.23145;0;25750.5918;0;0;5931.900391;709.564819;146.611267;16281.66309;2089.727539;27495.26953;3156.634033;242.422104;24522.85156;283.30426;0;139321.6875;2343.154541;228121.125;6343.816895;27.057095;12.776157;6.913195;4.317844;1.109669;3.277769;6.960884;7.749078;13.615731;16.61405;17.170816;17.386623;14.186872;379.920166;5.205588;4.264956;4.903537;3.737857;4.739439;3.919212;4.44157;3.566736;4.027422;3.382679;3.572265;3.596521;4.96E-05
395;8.625456;53.180946;21.07919337;15.84413605;19.13785818;16.87185936;19.21911845;2.775746;8.257112;3.441143;5.211266;8.07536;27.598494;195000;10625;625;1418125;113125;2085625;155000;1875;7170.455566;31121.48828;56925.98047;4929.373047;203.02478;0;17411.40234;1744.957153;38929.33203;2727.150635;0;0;0;0;0;0;0;0;0;29544.12891;310.372284;50.662251;142729;1485.670898;275857.3125;5790.789551;126.310265;12.627043;6.478382;3.992416;0.322757;3.461706;7.213327;7.797514;14.103421;17.130516;17.494978;17.484972;13.846613;391.882935;3.889729;3.151796;3.64882;2.668965;3.612943;3.055594;3.200696;2.721475;2.993143;2.523881;2.644803;2.728947;5.82E-05
396;8.642;49.643238;42.28453267;31.17456463;22.3305106;18.59652381;33.1613898;3.079234;8.257372;2.677415;3.147665;7.152834;114.022903;12500;0;0;458750;0;694375;0;0;5556.207031;17445.29492;39616.67969;0;0;0;10730.79883;0;24561.43164;0;0;4319.55127;182.501617;50.71978;13604.8418;1103.043457;28248.73047;2017.171631;103.620682;28079.99414;198.415985;0;74966.42969;1999.95813;181513.0938;8087.097168;0;11.78548;5.624061;3.135298;-2.158408;4.2846;8.130398;8.622663;15.014451;19.487947;19.903805;19.249861;13.748932;484.858185;2.717701;2.610687;3.137447;2.389314;2.810175;2.874703;2.251954;2.007234;2.399299;2.400906;1.986933;2.200554;7.19E-05
397;8.653745;49.869457;71.46838799;52.49006127;30.6837999;27.70229762;53.97465332;3.095519;32.292313;9.586557;16.720186;29.429935;157.736649;0;0;0;1919375;0;4161875;0;0;10741.43848;66881.16406;102967.1719;0;0;0;5252.016602;0;52610.22266;0;0;9802.579102;199.077469;51.147964;24969.73242;933.05072;40292.92578;1970.057861;102.297119;36296.125;311.318939;37.542351;196163.8906;2257.084961;304726.3125;7390.934082;63.141556;12.017256;5.883389;3.454619;-1.54368;4.455999;8.2212;8.700075;15.22182;19.599121;20.089516;19.375858;13.977647;528.950806;2.803807;2.629426;3.208442;2.459411;2.88166;2.924884;2.241565;2.022869;2.470137;2.41455;2.079945;2.278169;0.000077483
398;8.664619;49.872303;24.64994764;19.44564329;21.38841751;20.50277381;22.48712785;3.093822;28.211918;9.489528;16.807512;26.372873;156.602692;0;0;0;1825625;0;3638125;0;0;9752.181641;61074.38281;101101.3281;0;0;0;3501.512695;0;37168.44141;0;0;5309.876465;159.917755;0;22789.79688;1303.088623;37761.92188;2045.481689;0;36014.70313;202.394958;0;177003.1406;3416.571289;303399.9063;10003.42773;24.641626;12.005466;5.870977;3.43804;-1.57183;4.451083;8.210092;8.678014;15.199096;19.573864;20.062471;19.359936;13.957655;522.401672;2.80916;2.632245;3.210889;2.462445;2.887984;2.927004;2.241915;2.026118;2.471876;2.415182;2.082901;2.280281;7.69E-05
399;8.665536;48.889039;26.59159218;19.06272109;20.07802308;17.47204969;22.73814385;3.182626;13.372978;5.440156;9.196371;12.646048;278.871918;0;0;0;341250;0;630625;0;0;8347.036133;49258.94141;88351.04688;0;0;0;13586.39063;0;23170.94141;0;0;2365.672363;354.511017;105.23764;21320.50391;770.324829;38374.38672;1233.554443;163.969818;40198.16797;433.995544;0;207044.2656;4368.394043;392725.9063;11368.41504;59.670811;11.530801;5.170599;2.391679;-3.467286;4.240493;7.887491;8.203722;14.53073;19.258219;19.662827;19.337927;13.448307;409.442078;2.576277;2.599141;3.110819;2.390869;2.590075;2.958743;2.209765;1.94136;2.252142;2.308584;1.831268;2.078214;6.01E-05
400;8.668579;50.584108;50.00419177;38.67646698;33.73685426;33.33547419;42.38585739;3.002621;27.577185;5.112233;9.158826;23.129404;164.886108;36875;0;0;2043750;22500;4061875;36875;0;7900.978516;42598.89063;68524.58594;0;0;0;31956.49219;0;66264.28125;0;0;0;0;0;1429.370972;0;7408.194824;0;0;40788.72266;534.546936;67.347275;191019.7813;3996.377686;335625.25;9766.556641;183.252579;11.345851;5.285196;2.741302;-2.030639;3.498799;7.227029;7.725545;14.402654;18.284126;18.898766;18.088772;13.126882;419.09552;3.015896;2.588586;3.156226;2.532729;2.888368;2.875529;2.472757;2.034035;2.541558;2.438622;2.132733;2.354185;6.47E-05
401;8.6767;49.419528;27.92103208;20.94707483;21.28540622;19.63383085;24.22349109;3.124958;15.523825;6.923363;10.794186;15.806454;113.052673;14375;0;0;653125;0;1990000;14375;0;11334.50391;68320.01563;123540.9375;0;0;0;7608.986816;0;39093.42578;0;0;5237.861816;350.063721;25.006161;27884.32031;1182.356689;41159.67969;2070.968262;100.031662;23072.85156;64.401131;0;147123.4688;1500.562134;322213.25;5452.509277;0;11.974401;5.716511;3.221404;-2.214921;4.548585;8.494462;8.984937;15.290951;19.993029;20.337179;19.716639;14.073921;481.894287;2.451741;2.429107;2.924285;2.293585;2.624477;2.776141;2.112727;1.906386;2.27721;2.288653;1.867593;2.046925;7.00E-05
402;8.684397;50.532965;17.35611356;13.34997941;18.14568062;17.98210275;16.84065056;3.012666;0.894617;1.879241;1.20801;0.798439;172.513947;0;0;0;206875;0;1838750;0;0;1840.624512;13447.40039;44799.19141;0;0;0;19388.03906;0;56651.375;0;0;0;0;0;0;0;420.183167;0;0;14548.80664;0;0;85062.79688;252.72316;258433.4688;3094.984131;0;11.418632;5.365689;2.845812;-1.840536;3.57946;7.313228;7.836537;14.492012;18.424149;19.034323;18.222586;13.23083;431.038269;2.966931;2.566437;3.117624;2.501702;2.854899;2.847383;2.453355;2.027907;2.528457;2.425943;2.11945;2.338829;6.16E-05
403;8.691911;50.124589;55.07895362;41.34895918;38.68673077;40.09752381;47.13400354;3.066579;24.215504;25.186405;32.093185;25.933168;124.888702;0;0;0;1344375;0;6098750;0;0;13864.18457;105911.0703;259226.9688;0;0;0;18786.6543;0;61827.17188;0;0;8831.056641;401.676086;100.003448;65376.09375;1217.530762;111041.125;3248.362305;200.051224;47815.89844;353.49231;0;269660.0313;4040.268555;573401.3125;13238.19922;46.938965;12.032884;5.89245;3.455569;-1.322458;4.263288;8.088176;8.685361;15.313435;19.582088;20.132694;19.299541;14.043998;581.702576;2.759686;2.543096;3.088539;2.351198;2.781201;2.780978;2.269307;1.946657;2.463838;2.375532;2.068078;2.278515;0.000103768
404;8.69506;53.1177;14.47169665;10.73070451;15.64034151;13.41728916;13.93695573;2.773805;6.130599;9.050418;12.48654;7.970162;5.646425;695000;0;0;8866250;0;13737500;30000;0;2868.053955;31114.00586;72585.39844;0;0;0;4628.988281;0;31003.70703;0;0;0;0;0;4068.257324;0;10874.15137;0;0;2635.824219;240.803543;57.148197;18131.29492;976.520386;120915.6875;1489.87146;112.584007;12.656137;6.470994;3.993634;0.259356;3.479752;7.265369;7.847289;14.173246;17.215256;17.58296;17.559269;13.879788;409.435608;3.862932;3.136402;3.638084;2.640009;3.588367;3.036724;3.173919;2.68126;2.960205;2.500386;2.629768;2.702756;6.85E-05
405;8.700103;49.300731;18.41469524;13.49625085;17.6214178;15.38798017;17.00071453;3.161256;9.544646;4.622143;5.519766;9.159135;161.574692;23125;0;0;525000;0;1962500;0;0;4435.619141;22764.66602;56596.70703;0;0;0;11456.66406;0;22788.37695;0;0;543.818176;0;0;12449.74219;0;29105.74414;42.135101;0;25219.96289;398.615112;0;122432.2422;3600.09668;301607.4063;8968.144531;25.795475;12.150094;5.804967;3.247132;-2.184265;4.729575;8.712713;9.20609;15.457584;20.309952;20.62604;20.07164;14.242309;481.10321;2.358944;2.361635;2.83782;2.276946;2.549048;2.758038;2.057503;1.865257;2.224014;2.234616;1.821055;1.981745;6.38E-05
406;8.735047;53.124561;22.2265071;16.05193197;22.04834787;19.21854762;20.72150635;2.772688;21.505644;10.57097;12.124331;19.634815;6.589335;1253125;20625;1875;6657500;170000;15048750;415000;5000;8186.990723;45099.78125;93786.47656;0;0;0;22148.00391;0;42252.29688;0;0;3948.588379;0;0;10563.6543;764.017456;15072.00977;1796.145386;0;11008.55371;0;0;73325.98438;527.940247;156828.375;2372.5979;0;12.652137;6.454461;3.99354;0.255809;3.477039;7.270845;7.85122;14.187652;17.224546;17.585203;17.570099;13.887721;410.367981;3.834122;3.115812;3.613871;2.624208;3.565263;3.019537;3.161432;2.670543;2.948482;2.486712;2.617014;2.687413;6.83E-05
407;8.746343;50.125332;36.94605977;26.38393878;32.16080598;30.14921429;33.14756244;3.073126;34.774399;16.442095;20.084728;32.787296;101.38372;2015000;30625;3125;5663750;231250;7758125;566250;8125;13608.08691;89088.54688;210489.6719;0;0;0;18961.44922;0;40384.67578;0;0;4110.212891;397.742889;58.634315;27484.73047;1234.26062;86211.05469;2066.651611;172.638;10908.08301;0;0;166031.8125;433.534149;456361.3125;1118.47937;0;12.027156;5.903893;3.463156;-1.334844;4.278713;8.097399;8.700754;15.334122;19.611036;20.166252;19.327538;14.061414;557.331421;2.779581;2.559589;3.107291;2.366207;2.809851;2.796275;2.271142;1.958927;2.476866;2.384846;2.082654;2.288612;9.81E-05
408;8.769324;50.804258;22.21582415;16.63704082;22.74425604;22.02302741;21.26065427;2.942146;9.185516;2.034523;3.983049;8.594724;181.564835;0;0;0;998125;0;1715000;0;0;7820.082031;34292.39844;51397.11719;5739.680664;0;0;18070.21484;0;29048.95508;974.425964;0;0;0;0;0;0;0;0;0;31810.02344;467.094635;75.745422;162881.875;2891.000977;286204.1875;8327.612305;189.087509;11.095336;4.988631;2.30891;-2.505229;3.023631;6.853882;7.319079;14.06243;17.816408;18.460424;17.671684;12.804723;327.602966;3.214949;2.6731;3.295413;2.626389;2.993495;2.935022;2.52862;2.075416;2.595611;2.516719;2.190908;2.437592;4.99E-05
409;8.770508;50.807167;43.84107551;32.31219834;26.66364746;26.99890097;35.95121846;2.93944;10.965616;2.069995;4.073781;9.553913;191.105484;0;0;0;1044375;0;1742500;0;0;7586.131836;34461.86719;52293.42969;6111.229492;0;0;17996.44336;0;29037.95508;118.2901;0;0;0;0;0;0;0;0;0;32363.44727;525.174622;33.771595;160228.5781;3528.112793;288209.375;7564.064453;102.803139;11.095205;4.98632;2.304984;-2.507318;3.017329;6.851598;7.316457;14.060735;17.814028;18.458265;17.670338;12.803773;327.335724;3.216485;2.673043;3.295911;2.626245;2.993062;2.93439;2.529233;2.075741;2.595808;2.517102;2.190946;2.437608;0.000050224
