id_meetlocatie,ndw_index,start_meetperiode,eind_meetperiode,waarnemingen_intensiteit,waarnemingen_snelheid,gebruikte_minuten_intensiteit,gebruikte_minuten_snelheid,data_error_snelheid,data_error_intensiteit,gem_intensiteit,gem_snelheid,gewogen_gem_snelheid,rijstrook_rijbaan,voertuigcategorie,technical_exclusion
GAD02_Amstd_29_0,F5C,2017-07-01 00:00:00,2017-08-01 00:00:00,0.0,434.0,43922.0,429.0,0,0,1.0,25.62,25.63,lane1,greaterThan 12.20,
GAD02_Amstd_29_0,F6C,2017-07-01 00:00:00,2017-08-01 00:00:00,0.0,109756.0,43922.0,38611.0,0,0,150.0,32.36,32.28,lane1,anyVehicle,
GAD02_Amstd_29_0,F1C,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,149.0,43770.0,147.0,0,0,0.0,9.12,9.18,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_29_0,F2C,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,94312.0,43770.0,35924.0,0,0,129.0,32.95,32.73,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_29_0,F3C,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,4142.0,43770.0,3777.0,0,0,6.0,28.31,28.52,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_29_0,F4C,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,193.0,43770.0,193.0,0,0,0.0,27.21,27.21,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
GAD02_Amstd_29_0,F5C,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,375.0,43770.0,373.0,0,0,1.0,24.15,24.18,lane1,greaterThan 12.20,
GAD02_Amstd_29_0,F6C,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,100241.0,43770.0,36611.0,0,0,138.0,32.63,32.51,lane1,anyVehicle,
GAD02_Amstd_29_0,F1C,2017-09-01 00:00:00,2017-10-01 00:00:00,0.0,147.0,43190.0,147.0,0,0,0.0,10.13,10.13,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_29_0,F2C,2017-09-01 00:00:00,2017-10-01 00:00:00,0.0,96569.0,43190.0,36529.0,0,0,134.0,33.11,33.07,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_29_0,F3C,2017-09-01 00:00:00,2017-10-01 00:00:00,0.0,4169.0,43190.0,3791.0,0,0,6.0,27.31,27.59,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_29_0,F4C,2017-09-01 00:00:00,2017-10-01 00:00:00,0.0,208.0,43190.0,208.0,0,0,0.0,26.12,26.12,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
GAD02_Amstd_29_0,F5C,2017-09-01 00:00:00,2017-10-01 00:00:00,0.0,429.0,43190.0,427.0,0,0,1.0,23.75,23.75,lane1,greaterThan 12.20,
