"","AverageHourlyTraffic","long","lat"
"1328",251.875,9.36627528,51.73209862
"1329",449.25,9.17825021,52.19583161
"1331",206.166666666667,9.41109685,51.89093352
"1506",767.875,9.49200792,54.80341163
"1507",531.375,9.32010351,54.77779918
"1511",495.166666666667,9.41433364,54.82696962
"1513",266.875,9.50652644,54.30051924
"1514",27.125,8.89698011,54.33990028
"1520",517.541666666667,9.69619387,54.33422788
"1521",586.75,9.82302613,54.48891732
"1522",393.291666666667,9.81735263,54.43796695
"1523",336.125,8.94099759,54.1551654
"1525",313.291666666667,9.14462917,54.19774692
"1535",585.125,7.311396,53.46906622
"1536",452.458333333333,8.35313459,53.26998309
"1537",288.166666666667,8.53108139,53.11055048
"1538",386.083333333333,7.63633336,52.7102046
"1539",675.666666666667,7.24486857,52.49238079
"1540",400.708333333333,7.03748046,52.40535149
"1541",862.583333333333,8.002806,52.82749675
"1544",226.083333333333,8.62797395,52.61287093
"1546",854.625,9.65520394,52.30967227
"1547",421.958333333333,7.61927084,52.12867444
"1548",567.75,6.24477089,51.86514188
"1549",244.875,6.1928319,51.13330689
"1550",514.375,6.19972476,51.22489393
"1551",657.333333333333,6.10725059,51.03187944
"1552",1712.29166666667,6.98429246,51.5390976
"1553",430.625,7.35325493,51.41010971
"1554",927.833333333333,7.18313883,51.53654922
"1555",168.208333333333,8.09043672,51.48933985
"1556",567.125,7.58696567,51.20450361
"1557",537.833333333333,7.00256001,51.13470484
"1558",353.541666666667,6.60873804,51.17043332
"1559",440.791666666667,7.36688047,51.69755302
"1560",601.416666666667,8.06269507,51.11158014
"1561",1246.33333333333,7.54664085,51.47410143
"1563",263.875,8.31390808,51.16379926
"1564",300.791666666667,7.8196795,51.24574574
"1565",255.583333333333,8.28046911,51.1521488
"1566",263.791666666667,8.52010314,51.19377032
"1567",255.166666666667,8.52964333,51.19452704
"1568",162.833333333333,7.49301064,51.11190666
"1569",995.208333333333,8.7119295,52.08515723
"1570",642.625,8.82771273,51.97137679
"1571",247.25,9.33198645,51.81194404
"1572",156.791666666667,8.60020436,52.53065843
"1573",260.166666666667,9.35527786,51.65947042
"1595",314.291666666667,9.1701971,51.69907211
"1596",313.291666666667,8.88752702,51.18118099
"1597",433.458333333333,9.52323438,51.13122711
"1598",525.541666666667,8.46791312,50.91867227
"1599",498.291666666667,9.1671761,51.12727141
"1600",44.9166666666667,9.38474526,50.65287317
"1601",388.666666666667,9.25983193,50.92986928
"1602",74.8333333333333,7.84862273,50.46651551
"1603",403.291666666667,8.2250379,50.65500744
"1604",439.75,7.26928473,50.34949129
"1605",247.625,7.50323561,51.10029964
"1606",356.916666666667,6.46832971,49.88703708
"1608",285.5,6.95128606,50.46807637
"1610",24.4166666666667,6.74139343,50.38640797
"1611",11.875,6.60034697,50.44281684
"1612",795.291666666667,6.17912562,50.68644465
"1613",620.875,6.17490529,50.6872676
"1614",567.166666666667,6.26357321,50.57355117
"1615",90.5,7.02773926,50.35085334
"1616",234.75,7.05756089,50.18562068
"1617",829.291666666667,7.26971791,50.36781462
"1618",405.041666666667,6.04491144,50.73499473
"1619",279.5,6.5734541,50.83432417
"1620",496.375,6.38897122,50.81323339
"1621",526.083333333333,6.78533158,50.80071315
"1622",17.7916666666667,6.55572446,50.67061045
"1623",643.833333333333,7.2209867,50.55493536
"1624",185.041666666667,6.34032644,50.60240194
"1625",162.875,7.00896843,50.51816931
"1626",317.291666666667,7.65523798,49.29114103
"1627",549.833333333333,8.18291663,49.54646804
"1628",95.375,9.43538127,50.11497199
"1629",70.5,9.1994707,50.43817302
"1630",45.75,9.30774146,50.26426186
"1631",231.208333333333,9.91750454,50.43848181
"1637",1021.91666666667,6.65465897,51.34739013
"1640",606.041666666667,9.74841806,49.52360914
"1642",201.958333333333,9.22811748,49.39989214
"1643",461.541666666667,9.06282981,49.14645307
"1644",185.75,8.41368109,48.35794311
"1645",890.958333333333,7.96740531,48.08893296
"1660",401.75,9.45638473,48.0998968
"1661",384.083333333333,7.89046088,47.77492398
"1664",503.958333333333,7.52152079,50.25205622
"1665",25.5,7.51167016,50.23988479
"1666",261.375,7.39934402,50.02770648
"1667",46.125,7.54809405,47.81412615
"1671",35.6666666666667,7.96576854,53.08576835
"1672",235.625,7.26936262,52.98458526
"1673",459,7.0730247,52.72153496
"1674",186.833333333333,6.80731165,52.61477666
"1677",273.791666666667,6.37868311,49.54027857
"1678",506.791666666667,6.37466583,49.54133446
"1679",289,7.02672687,49.1923364
"1680",198.833333333333,7.09337882,52.84663922
"1681",344.625,7.55258373,50.3434905
"1682",276.875,8.16363055,50.30149865
"1684",199.708333333333,6.37692564,49.54126466
"1685",378,6.37235574,49.47060256
"1687",24,8.09803731,49.09599027
"1688",393.208333333333,7.76906573,49.15865027
"1689",298.958333333333,9.65233374,54.07908927
"1696",423.791666666667,7.84725838,53.44843231
"1697",260.625,7.84963903,53.44559217
"1698",738.083333333333,8.51024561,53.43749534
"1699",177.333333333333,9.57996141,52.39008266
"1700",435.125,9.47170855,52.17652568
"1701",228.541666666667,9.96853814,52.32922809
"1703",346.208333333333,9.90538437,51.63229059
"1705",421.5,9.21935926,51.3042331
"1706",707.333333333333,8.97672786,50.82403127
"1707",778.958333333333,8.56245142,50.28614553
"1708",350.583333333333,8.29024158,50.48281487
"1709",336.416666666667,9.09680841,50.28906338
"1710",44.75,8.83205754,50.52273734
"1711",735.708333333333,8.73190363,50.066474
"1712",147.208333333333,8.95288318,49.61632752
"1713",53.9166666666667,8.41097329,48.23052573
"1714",426.958333333333,8.35345165,48.73180088
"1716",585.458333333333,9.22061027,49.70319887
"1722",408.791666666667,7.73455904,52.14569773
"1723",268.416666666667,6.6967579,51.12716587
"1724",234.916666666667,6.68998915,51.02578593
"1725",317.125,7.58706199,50.86323899
"1726",230.083333333333,8.40759599,51.06890788
"1727",147.375,8.57152924,51.44046781
"1728",432.875,8.54007355,51.21724197
"1729",970.125,8.6527875,49.99986895
"1733",770.25,8.11253139,48.83268359
"1738",400.083333333333,6.13122582,51.68618777
"1740",192.208333333333,7.25893872,51.07085275
"1741",205.291666666667,7.35024008,50.82542264
"1742",438.208333333333,8.31411052,51.16531741
"1745",370.583333333333,8.85404379,52.1891773
"1746",9.45833333333333,8.93902631,52.158231
"1747",221.541666666667,8.56875559,51.44014215
"1748",242.375,8.04863168,51.50472158
"1749",595.791666666667,7.94721362,47.54663757
"1750",1225.29166666667,8.72957982,50.16434712
"1751",798.125,7.59614946,47.60120836
"8",2640.95833333333,10.42880292,53.79184164
"9",2670.33333333333,10.6702294,53.8916775
"10",3519.91666666667,10.18046539,53.56327624
"16",4457.54166666667,10.0289479,53.41029356
"38",1154.95833333333,10.78102643,54.10379261
"40",871.125,10.88208029,54.29984259
"49",3133.875,11.16569948,52.20768356
"53",3107.33333333333,11.47244949,52.17854897
"63",2738.45833333333,11.71015819,52.22161621
"64",3817.04166666667,10.05086064,52.37384795
"66",2413.875,12.75021946,52.34067409
"67",3568,10.32390521,52.33826201
"70",3555.95833333333,10.21456023,52.34394314
"71",3178.25,10.24755182,52.33652326
"75",3646.70833333333,10.4604584,52.32808636
"76",2075.95833333333,12.14492998,52.24389139
"78",3661.83333333333,10.48310191,52.3226451
"87",2176.20833333333,11.30551384,49.39795561
"91",3044.54166666667,10.07921913,49.7742874
"93",1718.91666666667,12.92977988,48.82191416
"94",4060.79166666667,11.0227042,49.54115116
"95",3731.875,10.98305259,49.56011538
"100",1918.91666666667,11.25529647,49.45415266
"101",4355.29166666667,11.21792788,49.46625023
"104",3313.95833333333,12.07535774,48.99107416
"105",2464.875,12.03033273,48.99562304
"109",4118.04166666667,11.06509815,49.5273463
"110",3023.95833333333,10.93124967,49.57676419
"111",2643.16666666667,10.55680653,49.76112846
"113",296.583333333333,10.88261594,49.66712278
"115",4307.70833333333,11.14865091,49.49329572
"116",4480.5,11.17906348,49.47525095
"119",2695.20833333333,10.72620092,49.73140237
"123",2940.95833333333,10.05851942,49.76228284
"132",2652.16666666667,10.47297718,49.77013722
"140",2657.33333333333,10.26205774,49.78140656
"144",1656.33333333333,11.47989321,49.31516976
"145",1819,11.93573767,49.03566576
"148",1323.70833333333,13.40514367,48.41777725
"149",2764.45833333333,10.82745274,49.72285701
"150",2797.58333333333,10.80637361,49.7356507
"152",2828.20833333333,12.1712834,49.00060794
"153",3094.91666666667,12.14530366,48.99727592
"155",2453.58333333333,12.22520018,48.99260718
"161",2624.29166666667,13.75971871,51.14166108
"162",4167,13.74769459,51.1251655
"166",2498.83333333333,10.96948315,50.89766645
"167",2496.125,10.94428221,50.89249019
"173",1907.875,14.16696198,51.18316973
"176",2696.20833333333,13.06800331,50.9522484
"177",2092.375,10.72570439,50.90148399
"180",1566.58333333333,10.20111267,51.00743358
"181",1628.45833333333,12.66213636,50.8158235
"183",1062.25,15.00490939,51.18221014
"184",1438.91666666667,12.37042124,50.83604728
"185",1181.58333333333,14.7888682,51.20775627
"187",1620.29166666667,12.21994464,50.87192047
"188",3992.45833333333,13.4811553,51.05930653
"189",2465.66666666667,11.55915073,50.87513223
"190",2184.41666666667,13.91698921,51.16879904
"191",2514.08333333333,11.30388412,50.94324565
"218",139.708333333333,11.32497501,49.40814958
"219",2224.45833333333,10.24888809,49.20894304
"220",2226.04166666667,10.2198621,49.2047837
"224",1793.83333333333,11.21221484,49.39804701
"226",3387.125,11.06885301,49.33828809
"227",843.541666666667,12.1804093,49.52588336
"228",814.708333333333,12.14846621,49.49783971
"230",812.458333333333,12.00017297,49.42226969
"231",2321.33333333333,10.63780099,49.25061448
"232",2344.75,10.4686922,49.24931705
"236",2332.29166666667,10.85466273,49.31568352
"237",2376.125,10.7497421,49.29950976
"241",989.5,11.97449336,49.39912435
"257",3071.91666666667,11.05080587,49.32559245
"259",263.791666666667,11.00395029,49.3099954
"262",671.708333333333,12.50608989,49.63176413
"264",1173.5,10.37300972,47.67953838
"271",1118.08333333333,10.09893934,49.77069402
"272",1191.5,10.2258879,49.21427543
"278",1204.375,10.10239311,49.71892541
"280",871.75,10.46056224,47.65397667
"281",1267.66666666667,10.23633217,49.26937541
"283",1889.375,10.06739648,50.0394718
"284",1888.66666666667,10.04122462,50.06845069
"289",2558.91666666667,10.0305322,53.14945814
"290",1199.04166666667,10.22608621,49.21407455
"291",2191.08333333333,10.09853101,51.81073275
"303",2563.45833333333,10.06476737,49.98947466
"304",1999,10.0849499,48.49816485
"308",86.9583333333333,10.51152827,47.64044917
"312",703.25,10.65913003,47.56791645
"313",732.958333333333,10.65548477,47.60537454
"323",1974.08333333333,11.42508226,48.18617134
"327",3368.5,11.91082569,47.83017947
"331",3446.16666666667,11.15189083,48.34207751
"332",3439.33333333333,11.09851116,48.3727418
"334",4081.54166666667,10.93829629,48.40683488
"335",4521.875,10.88174543,48.41438438
"336",3294.41666666667,10.85591033,48.41565435
"339",2698.16666666667,10.38119107,48.42694429
"340",4493.375,11.36968014,48.22088887
"343",3745.91666666667,10.97814716,48.40161311
"347",2455.125,12.38918719,47.83238379
"356",2891.75,10.22508859,48.43047611
"357",2859.29166666667,10.20624538,48.44708483
"365",3062.33333333333,10.809054,48.41969371
"367",3702.04166666667,11.23040154,48.29528804
"370",2859.75,12.13809192,47.80598654
"378",3864.91666666667,11.2830118,48.27433463
"381",2800.16666666667,10.61032972,48.40984
"382",268.458333333333,10.58406843,48.40904851
"383",1756.79166666667,11.78782361,50.33523548
"384",2337.29166666667,11.80181154,50.31020582
"385",3029.25,11.60950967,50.03676836
"386",2884.95833333333,11.60443866,50.01851274
"390",3494.91666666667,11.2075623,49.31279514
"392",527.958333333333,11.62258898,48.20776891
"395",3351.41666666667,11.25933054,49.47336274
"396",4646.375,11.20462153,49.42080046
"397",4464.70833333333,11.19665977,49.40179965
"398",2845.20833333333,11.20210599,49.38807204
"399",3139,11.21761089,49.24398408
"400",2708,11.60775286,49.95164107
"401",2816.83333333333,11.60732188,49.98140335
"402",2763.45833333333,11.77929948,50.21018999
"403",2717.58333333333,11.75382612,50.17874002
"404",2425.79166666667,11.50909947,49.72809457
"406",2654.08333333333,12.12393545,51.28185176
"407",2770.08333333333,11.83930418,50.92450845
"410",6078.08333333333,11.6471254,48.25821797
"411",3064.54166666667,11.33106425,49.05120449
"412",2751.625,12.17844686,51.3342811
"416",3198.04166666667,11.29117128,49.50422704
"417",3227.125,12.18838709,51.35628602
"418",3683.70833333333,11.46580769,48.80529843
"419",4177.25,11.47460354,48.7277313
"420",4859.375,11.61879614,48.20018021
"421",3830.33333333333,11.6084749,48.18533873
"422",2038.08333333333,12.75924109,52.13863908
"423",2303.08333333333,11.51466568,49.73456329
"424",3028.25,12.04596012,51.22371396
"426",182.416666666667,11.79356461,50.54965203
"427",2399,12.35498042,51.8610632
"428",261.833333333333,12.20612662,51.44148904
"429",2140.29166666667,13.78698524,52.42549042
"431",2295.5,13.52467708,52.61631602
"432",2998.45833333333,13.30201798,52.30730937
"434",2553.625,13.16385721,52.70572044
"435",2116.29166666667,13.56683887,52.64129141
"436",1289.33333333333,13.6713221,52.85638528
"437",517.666666666667,14.28386314,53.31739998
"438",176.416666666667,14.07192627,52.33465498
"439",1158.83333333333,14.52798316,52.31708232
"440",1846.33333333333,13.74690569,51.14414024
"442",1997.25,13.61529248,52.19603734
"443",1586.70833333333,13.72654267,51.24708503
"446",1765.375,11.54400802,52.15509116
"447",2129.66666666667,12.69314892,51.26481066
"448",2370.04166666667,12.56171125,51.31018601
"449",280.125,12.37282344,51.40887701
"450",1700.58333333333,13.2259172,51.09229549
"451",2245.33333333333,12.50403208,51.34928188
"452",498.708333333333,11.50586639,53.43619199
"453",2044.04166666667,12.17178861,51.43234398
"454",1474.25,11.96039902,51.5693915
"455",2513.58333333333,12.29365037,51.41560203
"457",1759.33333333333,11.59715222,52.05751353
"458",1451.54166666667,11.67749712,51.7270497
"459",2485.54166666667,12.2783327,51.41678242
"460",1793.29166666667,11.64333863,52.02665074
"461",2513.875,12.21980347,51.42462121
"462",1583.58333333333,11.66397969,51.99476192
"463",2403.79166666667,12.40519017,51.40186094
"464",1647.375,11.54647759,52.07763129
"465",1727.75,11.53126299,52.09569783
"468",380.791666666667,14.75124912,51.66675466
"469",218.833333333333,13.60781449,51.04631149
"470",642.125,13.88096961,50.80480187
"471",1730.04166666667,13.78855987,50.98223116
"472",1200.125,12.20069386,53.99748292
"473",706.291666666667,12.3830906,53.46077817
"474",886.75,12.16770095,54.11774144
"475",14.2916666666667,12.19606107,54.10330049
"477",643.833333333333,13.35014652,53.90513968
"479",1451.33333333333,11.91866138,53.98015238
"480",578.625,13.74491597,53.53174094
"481",804.666666666667,12.54820251,54.01230582
"482",1305.95833333333,11.15868927,53.82266799
"483",1646.45833333333,12.14244503,54.01972724
"494",2390.08333333333,10.2171742,53.5577617
"495",1587,10.74230788,53.53488463
"496",1229.45833333333,11.34192727,53.46328782
"497",2301.41666666667,12.99644805,52.71526434
"498",1300.5,11.56723187,53.40780015
"499",1155.70833333333,12.34738567,53.17052999
"500",1833.04166666667,12.6163697,52.98644625
"502",1247.95833333333,10.28882899,53.46066868
"539",1564.95833333333,12.3742847,51.24748425
"540",1171.75,11.2337649,51.45148768
"541",1801.29166666667,12.41155677,51.24766656
"542",1525.08333333333,12.28176034,51.26197791
"543",1403.83333333333,12.25331237,51.2604115
"544",1697.45833333333,12.47712691,51.26364986
"545",1392,12.12026934,51.23552702
"546",1281.45833333333,11.92434651,51.34375785
"547",1314.25,12.03179093,51.2403255
"548",1266.45833333333,11.43439618,51.43571623
"549",1008.16666666667,10.38485443,51.39863942
"550",2089.83333333333,10.48773777,52.20789429
"551",3407.125,10.5184533,52.23602563
"552",1474.70833333333,10.72436731,52.30295764
"553",1354.95833333333,10.26159345,53.33285147
"554",1611.375,10.73821259,52.42913938
"742",1008.25,11.5947842,50.02697142
"743",1871.625,10.10804188,50.00041105
"744",1984.25,10.16840663,50.02121562
"745",2041.95833333333,10.15774282,50.0131102
"746",1063.125,10.92728845,49.93157676
"747",1906,10.90725348,49.92483574
"748",1902.20833333333,10.87043951,49.91988608
"749",1283.70833333333,10.72033283,49.96628899
"750",1532.375,10.31236689,50.02613166
"751",2091.91666666667,10.88806771,49.9222636
"752",1087.875,10.62968958,49.97806867
"753",1260.95833333333,10.41501062,50.0028014
"754",1859.45833333333,10.19911562,50.02160792
"755",174.458333333333,10.22817337,50.02275827
"756",1584.875,10.24857221,50.02690664
"757",1388.875,10.81331477,49.92548494
"758",1105.75,10.54255318,49.98304209
"759",976.958333333333,10.65713992,50.61584273
"760",0.75,10.63774337,50.60916622
"761",1015.75,10.15785411,50.02180662
"762",1232.375,10.9456645,50.90153736
"763",1338.41666666667,10.97003534,50.89234453
"764",987.666666666667,10.6790912,50.63720466
"765",573,10.44938955,50.51185632
"767",564.958333333333,10.3914204,50.42878647
"768",1019.83333333333,10.14984215,50.13024904
"769",997.583333333333,10.68910183,50.669108
"770",593.5,11.21381306,51.27081806
"771",1368.125,11.80137089,50.32936392
"772",1601.125,11.97704256,50.38902142
"773",1583.58333333333,11.95305065,50.37981273
"774",200.875,12.25780837,50.53989995
"775",1589.66666666667,12.00352941,50.39688166
"776",1778.20833333333,12.42771375,50.63224198
"777",2548.625,12.81648045,50.77209283
"778",994.666666666667,12.74517894,50.89298996
"779",1180.16666666667,11.20020831,49.3602636
"780",610.166666666667,10.64423905,50.60280235
"781",1780.04166666667,10.91097628,49.93518681
"782",3414.625,10.99106615,49.56790328
"783",28.7083333333333,10.99292785,49.55165903
"784",2482.04166666667,10.92179518,49.92523924
"785",252.875,11.03028134,49.65144787
"787",2025.20833333333,10.94929451,49.88587337
"788",205.958333333333,10.9734902,49.85846754
"789",19.7916666666667,11.05108583,49.76514484
"790",269.5,10.99273022,49.53696671
"792",3233.20833333333,10.99085419,49.58761479
"794",2063.625,11.0194489,49.800707
"795",2869.25,11.00753908,49.62591206
"797",3650.375,11.12554307,49.38497429
"798",1965.375,11.14903505,49.37385709
"799",2388.41666666667,10.94004501,49.91174356
"801",60.7083333333333,10.91587314,50.37984403
"802",3733.54166666667,11.07369255,49.40199116
"803",2981.33333333333,11.01516201,49.47246024
"804",1846.54166666667,11.17862333,49.36752758
"805",706.208333333333,11.00748688,50.16686764
"806",1079.66666666667,11.01691,50.15815805
"816",2532.41666666667,11.53367972,48.24495409
"823",1836.45833333333,12.11390852,48.56996311
"824",1390.08333333333,12.64836728,48.6885354
"825",2664.125,11.53469968,48.25963991
"826",916.083333333333,11.96403906,50.37926833
"827",2136.20833333333,12.08999666,47.79482472
"828",1492.625,12.18077432,49.50541742
"830",1977.58333333333,12.1505882,47.71147526
"831",1626,12.19529464,47.6060248
"832",2771.125,12.06069619,49.00709262
"834",1914.91666666667,12.15459238,49.31919088
"835",1000.66666666667,12.09939781,50.15366608
"836",1161.58333333333,11.86063601,48.74539476
"837",1500.58333333333,12.15217097,49.5261282
"842",941.375,12.40571395,48.24783831
"843",2604.5,11.42157285,48.02372557
"845",3091.70833333333,11.49816872,48.10067303
"847",4273.83333333333,11.4378082,48.12741893
"849",1738.66666666667,10.02167962,47.86937332
"851",4322.58333333333,11.49133804,48.12400907
"852",1643.25,10.3768895,48.03758192
"858",3190.08333333333,11.56448447,48.22693209
"862",4795.75,11.74935711,48.15746696
"863",4614.375,11.75912289,48.13373584
"864",2520.375,11.4376574,48.19115543
"865",3325.45833333333,11.39938406,48.1556177
"866",5081.125,11.65240389,48.20668853
"868",4981.41666666667,11.52123881,48.22261325
"870",384.083333333333,11.73510692,48.07969138
"872",5035.375,13.41272748,52.46090577
"873",581.875,13.3241072,52.47788393
"877",2048.54166666667,13.24845781,52.62270352
"878",4497.375,13.30148816,52.54916706
"880",4043.04166666667,13.45818833,52.45860099
"882",1463.125,13.43798044,52.61889325
"883",2671.625,13.18695103,52.40199943
"884",3445.625,13.26570958,52.49320913
"885",281.75,11.85693185,51.46683798
"887",1273.83333333333,10.02985175,54.30644474
"888",2896.16666666667,10.07522369,54.31113751
"889",1522.58333333333,10.02715729,54.25022859
"901",1037.75,10.51540801,52.28168669
"902",1045.91666666667,10.50620864,52.05451467
"951",1213.875,11.39575707,48.00512629
"952",238.166666666667,11.5907296,48.09064708
"954",101.625,11.20344532,52.22310326
"955",224.291666666667,12.11576745,52.37624268
"956",360.041666666667,11.76366365,52.18836763
"957",279.666666666667,12.83959072,52.39192418
"958",232.375,10.22761994,52.2234348
"961",283.708333333333,12.67874907,52.40843413
"962",1495.125,13.62684646,52.50353859
"963",206.375,14.61103284,52.57274391
"964",915.541666666667,13.18105821,52.41877439
"965",1005.70833333333,13.76420352,52.49595477
"966",343.625,13.9860538,52.99763743
"967",946.208333333333,10.79623811,48.71583649
"968",366.166666666667,12.12327844,51.01223677
"969",152.75,14.32531127,53.15529478
"970",348.875,11.96164179,50.78580571
"971",19.125,12.70999231,51.93157108
"973",728.958333333333,13.48454457,52.58579668
"974",1926.08333333333,12.38896652,51.23603226
"975",382.125,11.25917976,47.42308252
"976",180.583333333333,14.40643203,53.28036386
"980",699,12.65216179,51.86014356
"981",233.708333333333,12.20559203,51.12075165
"982",982.041666666667,11.06647762,49.33063958
"983",452.708333333333,13.0007395,52.27135843
"984",697.375,10.98811297,49.03261038
"985",433.541666666667,13.04565035,52.34725098
"1002",454.791666666667,10.92909136,51.09833238
"1003",641.625,10.45240835,53.15647076
"1006",330.541666666667,10.80935754,51.41111255
"1007",379.041666666667,11.16456861,50.32580863
"1008",26.125,10.4918093,52.75549591
"1009",376.166666666667,10.50900227,52.56038243
"1013",1203.875,13.05788259,52.53411021
"1015",426.5,11.53339451,53.29869788
"1022",461.875,12.83055303,52.61474302
"1023",137.625,13.12078866,52.52893764
"1025",526.208333333333,11.48149151,51.78112906
"1026",957.583333333333,10.88336799,51.83990504
"1027",344,11.79710694,51.79765885
"1028",504.208333333333,12.5666587,51.36021674
"1031",438.791666666667,12.04839671,51.44185125
"1032",385.458333333333,14.51148679,51.16228786
"1035",370.25,13.45578142,51.17859245
"1036",47.9583333333333,10.374784,52.00712556
"1039",355.666666666667,10.87717637,50.94748444
"1041",936.916666666667,11.09024746,50.98357444
"1042",587.666666666667,11.2720127,50.97180656
"1045",431.916666666667,11.33657225,49.32055684
"1047",809.75,10.10218023,49.76082402
"1049",29.7083333333333,12.48229616,48.90573542
"1090",641.208333333333,12.0626537,48.50022972
"1092",834.625,10.7229551,48.01783002
"1093",698.083333333333,10.35884075,47.74394717
"1099",588.416666666667,11.19981158,48.88036278
"1100",253.708333333333,10.42566276,49.41010753
"1108",552.833333333333,12.11816822,48.83634436
"1109",582.166666666667,12.21209652,48.66870151
"1110",905.625,11.91919434,50.2887877
"1111",422.458333333333,12.1997821,48.08995978
"1113",32.6666666666667,10.82075664,47.62922986
"1115",608.708333333333,10.26909767,47.4566986
"1116",235.875,10.31883709,50.93169267
"1118",420.791666666667,10.38893924,50.61876841
"1119",1215.16666666667,10.29545295,47.64885792
"1120",327.333333333333,10.07916832,49.94734083
"1122",415.5,12.77789839,48.40564064
"1123",722.041666666667,12.77494917,48.40296183
"1124",513.25,12.84652374,49.32352234
"1125",454.375,12.93863496,47.92615692
"1126",662.708333333333,12.74362109,49.24872986
"1127",315.958333333333,12.84981641,47.69261768
"1128",478.041666666667,12.76317853,47.67129176
"1129",726.291666666667,12.15414342,49.71000044
"1130",131,10.60358042,49.82753578
"1131",46.7916666666667,12.18202308,49.67374411
"1132",143.625,12.47805779,49.42367084
"1134",189.541666666667,10.42527756,48.98837912
"1135",528,10.68469444,48.78986142
"1159",864.958333333333,10.06702402,48.83496729
"1267",407.041666666667,10.05394171,50.83388734
"1269",589.958333333333,10.27354962,50.79656415
"1276",279.791666666667,10.07647474,51.86417269
"1280",156.916666666667,10.03191115,52.31089867
"1295",229.333333333333,11.25890346,52.69717759
"1297",152.875,10.79704138,52.92934565
"1298",626.833333333333,11.45818681,52.27220305
"1306",509.916666666667,10.27378524,53.77665363
"1316",146.291666666667,10.9601218,51.92430533
"1317",234.666666666667,10.58525984,52.15610227
"1319",511.625,11.78306011,51.47873039
"1322",258.625,10.94081797,51.81693705
"1324",757.333333333333,11.54437412,52.05950648
"1325",575.125,10.98515216,51.86809237
"1332",177.166666666667,10.20867207,50.91661684
"1333",506.541666666667,11.77651937,49.46637811
"1334",135.583333333333,11.23761863,51.1952661
"1335",37.7083333333333,11.07607453,51.3935236
"1339",155.958333333333,13.9860866,51.9879175
"1342",219.416666666667,11.53723503,51.08267001
"1343",154.458333333333,13.42600128,51.73432948
"1344",350.666666666667,12.94821117,51.54494347
"1345",610.541666666667,11.83845229,51.14415759
"1346",310.208333333333,10.38264758,50.96088996
"1348",230.5,11.23353426,50.69300099
"1349",351.333333333333,10.39227829,50.931459
"1350",110.208333333333,10.9740713,50.40983554
"1351",202,11.24347907,50.31094451
"1353",761.416666666667,11.98074406,51.38472994
"1354",539.25,11.99035859,51.34164126
"1355",4.83333333333333,12.02597366,51.15713874
"1356",535.708333333333,11.97336384,51.23849183
"1357",310.208333333333,12.22961625,50.35213489
"1358",78.5,12.31155623,50.18215914
"1359",275.25,12.11076361,50.71792372
"1360",320.041666666667,12.42449139,50.94551375
"1361",184.625,11.94471093,50.6308438
"1362",12.875,13.01890885,50.44708769
"1364",549,13.38542559,52.62505822
"1366",823.875,13.450959,52.32074266
"1367",268.958333333333,13.19089398,53.05562989
"1368",15.7083333333333,13.84769199,51.61180724
"1369",775.041666666667,13.22590691,52.80800831
"1370",614.916666666667,13.14899873,54.33869343
"1371",514.75,13.17610002,54.16938679
"1372",367.583333333333,13.09944184,53.39390369
"1373",356.791666666667,13.46474146,52.18458077
"1374",411.333333333333,14.36289867,51.61831202
"1375",398.166666666667,14.21130495,51.42350041
"1376",132.041666666667,14.68804987,51.90298619
"1377",171.583333333333,14.68539248,51.9036056
"1378",1063.625,12.08913148,51.52225791
"1380",723.291666666667,12.71976777,50.57162777
"1381",151.166666666667,13.35749316,51.58436358
"1382",617.458333333333,13.33090582,50.89197758
"1384",14.2916666666667,12.62008104,52.18365182
"1385",10.9583333333333,13.22407897,51.91964664
"1386",1350.91666666667,12.06306803,54.13394173
"1387",133.083333333333,12.06747413,54.08898556
"1388",420.25,12.21788362,53.84250847
"1389",191,11.56446571,53.69749978
"1390",251.375,12.2940218,53.77136665
"1391",199.458333333333,13.01337021,53.63819856
"1392",194.125,10.86764445,53.87937981
"1393",454.708333333333,10.83675611,53.88379595
"1394",100.791666666667,13.62497497,53.46682131
"1395",260.916666666667,14.09702888,53.48916367
"1396",748.166666666667,12.00190056,54.11073314
"1397",799.666666666667,12.21914028,54.13346048
"1398",553.583333333333,12.31374723,54.20241946
"1399",325.125,11.55065666,53.89883973
"1400",306.5,12.81846286,54.30184797
"1401",371.083333333333,13.26867726,54.1950335
"1403",695.458333333333,12.23549717,54.1628693
"1404",252.625,10.88430948,53.8886738
"1405",320.666666666667,11.4306719,53.79196418
"1406",205.458333333333,12.42903239,51.74017059
"1407",223.541666666667,12.74944613,51.18957888
"1408",74.875,12.47146026,51.9917349
"1409",259.708333333333,12.03261415,52.49227486
"1410",128.125,12.06098869,52.76043934
"1412",251.625,13.83063669,53.71740581
"1413",38.0416666666667,13.59226816,53.99895328
"1414",286.75,13.59485432,53.99636862
"1415",344.416666666667,13.73182579,53.81297548
"1416",362.291666666667,13.69125502,53.87756048
"1417",148.5,13.08336517,53.9031347
"1419",348.625,13.69658551,53.88368907
"1420",344.791666666667,13.93866096,53.88236002
"1421",53.4583333333333,13.84398836,54.0641863
"1422",388.208333333333,13.59586021,53.99832046
"1423",211.708333333333,14.07791643,53.98231594
"1424",217.75,13.59164498,53.99714643
"1425",441,14.07593871,53.98415254
"1426",452.708333333333,14.56348615,52.27420977
"1427",176.208333333333,14.67695628,52.02579393
